      1 GO:0000027	ribosomal large subunit assembly
      3 GO:0030036	actin cytoskeleton organization
      3 GO:0030163	protein catabolic process
      3 GO:0030170	pyridoxal phosphate binding
      3 GO:0030427	site of polarized growth
      3 GO:0030447	filamentous growth
      3 GO:0030490	maturation of SSU-rRNA
      3 GO:0030554	adenyl nucleotide binding
      3 GO:0030686	90S preribosome
      3 GO:0031058	positive regulation of histone modification
      3 GO:0031344	regulation of cell projection organization
      3 GO:0031625	ubiquitin protein ligase binding
      3 GO:0031670	cellular response to nutrient
      3 GO:0032559	adenyl ribonucleotide binding
      3 GO:0032784	regulation of DNA-templated transcription, elongation
      3 GO:0032787	monocarboxylic acid metabolic process
      3 GO:0034220	ion transmembrane transport
      3 GO:0034243	regulation of transcription elongation from RNA polymerase II promoter
      3 GO:0034599	cellular response to oxidative stress
      3 GO:0034654	nucleobase-containing compound biosynthetic process
      3 GO:0034655	nucleobase-containing compound catabolic process
      3 GO:0034976	response to endoplasmic reticulum stress
      3 GO:0035065	regulation of histone acetylation
      3 GO:0035690	cellular response to drug
      3 GO:0035950	obsolete regulation of oligopeptide transport by regulation of transcription from RNA polymerase II promoter
      3 GO:0035952	obsolete negative regulation of oligopeptide transport by negative regulation of transcription from RNA polymerase II promoter
      3 GO:0035953	obsolete regulation of dipeptide transport by regulation of transcription from RNA polymerase II promoter
      3 GO:0035955	obsolete negative regulation of dipeptide transport by negative regulation of transcription from RNA polymerase II promoter
      3 GO:0036033	mediator complex binding
      3 GO:0040012	regulation of locomotion
      3 GO:0040029	regulation of gene expression, epigenetic
      3 GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
      3 GO:0042274	ribosomal small subunit biogenesis
      3 GO:0042303	molting cycle
      3 GO:0042304	regulation of fatty acid biosynthetic process
      3 GO:0042325	regulation of phosphorylation
      3 GO:0042327	positive regulation of phosphorylation
      3 GO:0042335	cuticle development
      3 GO:0042554	superoxide anion generation
      3 GO:0042826	histone deacetylase binding
      3 GO:0043066	negative regulation of apoptotic process
      3 GO:0043069	negative regulation of programmed cell death
      3 GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
      3 GO:0043473	pigmentation
      3 GO:0043604	amide biosynthetic process
      3 GO:0043632	modification-dependent macromolecule catabolic process
      3 GO:0044255	cellular lipid metabolic process
      3 GO:0044257	cellular protein catabolic process
      3 GO:0044270	cellular nitrogen compound catabolic process
      3 GO:0044389	ubiquitin-like protein ligase binding
      3 GO:0044419	interspecies interaction between organisms
      3 GO:0044437	obsolete vacuolar part
      3 GO:0044440	obsolete endosomal part
      3 GO:0044448	obsolete cell cortex part
      3 GO:0044452	obsolete nucleolar part
      3 GO:0045013	carbon catabolite repression of transcription
      3 GO:0045014	carbon catabolite repression of transcription by glucose
      3 GO:0045165	cell fate commitment
      3 GO:0045596	negative regulation of cell differentiation
      3 GO:0045664	regulation of neuron differentiation
      3 GO:0045814	negative regulation of gene expression, epigenetic
      3 GO:0045894	negative regulation of mating-type specific transcription, DNA-templated
      3 GO:0045937	positive regulation of phosphate metabolic process
      3 GO:0045990	carbon catabolite regulation of transcription
      3 GO:0046015	regulation of transcription by glucose
      3 GO:0046394	carboxylic acid biosynthetic process
      3 GO:0046700	heterocycle catabolic process
      3 GO:0046777	protein autophosphorylation
      3 GO:0046890	regulation of lipid biosynthetic process
      3 GO:0046903	secretion
      3 GO:0046942	carboxylic acid transport
      3 GO:0046943	carboxylic acid transmembrane transporter activity
      3 GO:0048066	developmental pigmentation
      3 GO:0048285	organelle fission
      3 GO:0048316	seed development
      3 GO:0048471	perinuclear region of cytoplasm
      3 GO:0048584	positive regulation of response to stimulus
      3 GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor
      3 GO:0050665	hydrogen peroxide biosynthetic process
      3 GO:0050769	positive regulation of neurogenesis
      3 GO:0050801	ion homeostasis
      3 GO:0051052	regulation of DNA metabolic process
      3 GO:0051093	negative regulation of developmental process
      3 GO:0051098	regulation of binding
      3 GO:0051174	regulation of phosphorus metabolic process
      3 GO:0051259	protein complex oligomerization
      3 GO:0051347	positive regulation of transferase activity
      3 GO:0051603	proteolysis involved in cellular protein catabolic process
      3 GO:0051656	establishment of organelle localization
      3 GO:0051962	positive regulation of nervous system development
      3 GO:0055080	cation homeostasis
      3 GO:0055082	cellular chemical homeostasis
      3 GO:0055086	nucleobase-containing small molecule metabolic process
      3 GO:0060249	anatomical structure homeostasis
      3 GO:0060429	epithelium development
      3 GO:0060560	developmental growth involved in morphogenesis
      3 GO:0061640	cytoskeleton-dependent cytokinesis
      3 GO:0061984	catabolite repression
      3 GO:0061985	carbon catabolite repression
      3 GO:0061986	negative regulation of transcription by glucose
      3 GO:0061987	negative regulation of transcription from RNA polymerase II promoter by glucose
      3 GO:0062012	regulation of small molecule metabolic process
      3 GO:0070279	vitamin B6 binding
      3 GO:0071495	cellular response to endogenous stimulus
      3 GO:0071826	ribonucleoprotein complex subunit organization
      3 GO:0072364	obsolete regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter
      3 GO:0072594	establishment of protein localization to organelle
      3 GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
      3 GO:0090087	regulation of peptide transport
      3 GO:0090088	regulation of oligopeptide transport
      3 GO:0090089	regulation of dipeptide transport
      3 GO:0098656	anion transmembrane transport
      3 GO:0098687	chromosomal region
      3 GO:0098771	inorganic ion homeostasis
      3 GO:0098796	membrane protein complex
      3 GO:0098827	endoplasmic reticulum subcompartment
      3 GO:0099023	vesicle tethering complex
      3 GO:0099402	plant organ development
      3 GO:0120035	regulation of plasma membrane bounded cell projection organization
      3 GO:1901607	alpha-amino acid biosynthetic process
      3 GO:1901615	organic hydroxy compound metabolic process
      3 GO:1901701	cellular response to oxygen-containing compound
      3 GO:1901796	regulation of signal transduction by p53 class mediator
      3 GO:1901981	phosphatidylinositol phosphate binding
      3 GO:1901983	regulation of protein acetylation
      3 GO:1902533	positive regulation of intracellular signal transduction
      3 GO:1902807	negative regulation of cell cycle G1/S phase transition
      3 GO:1902936	phosphatidylinositol bisphosphate binding
      3 GO:1903409	reactive oxygen species biosynthetic process
      3 GO:1903825	organic acid transmembrane transport
      3 GO:1905039	carboxylic acid transmembrane transport
      3 GO:1905269	positive regulation of chromatin organization
      3 GO:2000045	regulation of G1/S transition of mitotic cell cycle
      3 GO:2000134	negative regulation of G1/S transition of mitotic cell cycle
      3 GO:2000531	obsolete regulation of fatty acid biosynthetic process by regulation of transcription from RNA polymerase II promoter
      3 GO:2000756	regulation of peptidyl-lysine acetylation
      3 GO:2000877	negative regulation of oligopeptide transport
      3 GO:2000879	negative regulation of dipeptide transport
      3 GO:2001020	regulation of response to DNA damage stimulus
      4 GO:0000139	Golgi membrane
      4 GO:0002119	nematode larval development
      4 GO:0002164	larval development
      4 GO:0002376	immune system process
      4 GO:0003677	DNA binding
      4 GO:0003682	chromatin binding
      4 GO:0005759	mitochondrial matrix
      4 GO:0005773	vacuole
      4 GO:0005815	microtubule organizing center
      4 GO:0005938	cell cortex
      4 GO:0006333	chromatin assembly or disassembly
      4 GO:0006518	peptide metabolic process
      4 GO:0006575	cellular modified amino acid metabolic process
      4 GO:0006897	endocytosis
      4 GO:0006952	defense response
      4 GO:0006970	response to osmotic stress
      4 GO:0007005	mitochondrion organization
      4 GO:0007163	establishment or maintenance of cell polarity
      4 GO:0007281	germ cell development
      4 GO:0007286	spermatid development
      4 GO:0008283	cell population proliferation
      4 GO:0009532	plastid stroma
      4 GO:0009570	chloroplast stroma
      4 GO:0009617	response to bacterium
      4 GO:0009719	response to endogenous stimulus
      4 GO:0010256	endomembrane system organization
      4 GO:0010570	regulation of filamentous growth
      4 GO:0010638	positive regulation of organelle organization
      4 GO:0014070	response to organic cyclic compound
      4 GO:0015630	microtubule cytoskeleton
      4 GO:0016054	organic acid catabolic process
      4 GO:0016197	endosomal transport
      4 GO:0016209	antioxidant activity
      4 GO:0016458	gene silencing
      4 GO:0016999	antibiotic metabolic process
      4 GO:0017076	purine nucleotide binding
      4 GO:0017111	nucleoside-triphosphatase activity
      4 GO:0019216	regulation of lipid metabolic process
      4 GO:0019221	cytokine-mediated signaling pathway
      4 GO:0019439	aromatic compound catabolic process
      4 GO:0022412	cellular process involved in reproduction in multicellular organism
      4 GO:0022603	regulation of anatomical structure morphogenesis
      4 GO:0030029	actin filament-based process
      4 GO:0030030	cell projection organization
      4 GO:0030425	dendrite
      4 GO:0030684	preribosome
      4 GO:0031056	regulation of histone modification
      4 GO:0031175	neuron projection development
      4 GO:0031252	cell leading edge
      4 GO:0031497	chromatin assembly
      4 GO:0031668	cellular response to extracellular stimulus
      4 GO:0031669	cellular response to nutrient levels
      4 GO:0032555	purine ribonucleotide binding
      4 GO:0032990	cell part morphogenesis
      4 GO:0035091	phosphatidylinositol binding
      4 GO:0035295	tube development
      4 GO:0035639	purine ribonucleoside triphosphate binding
      4 GO:0042147	retrograde transport, endosome to Golgi
      4 GO:0042742	defense response to bacterium
      4 GO:0042743	hydrogen peroxide metabolic process
      4 GO:0043005	neuron projection
      4 GO:0043044	ATP-dependent chromatin remodeling
      4 GO:0043065	positive regulation of apoptotic process
      4 GO:0043068	positive regulation of programmed cell death
      4 GO:0043085	positive regulation of catalytic activity
      4 GO:0043486	histone exchange
      4 GO:0044087	regulation of cellular component biogenesis
      4 GO:0044092	negative regulation of molecular function
      4 GO:0044282	small molecule catabolic process
      4 GO:0044432	obsolete endoplasmic reticulum part
      4 GO:0044433	obsolete cytoplasmic vesicle part
      4 GO:0044451	obsolete nucleoplasm part
      4 GO:0045177	apical part of cell
      4 GO:0045597	positive regulation of cell differentiation
      4 GO:0045930	negative regulation of mitotic cell cycle
      4 GO:0046395	carboxylic acid catabolic process
      4 GO:0048515	spermatid differentiation
      4 GO:0048608	reproductive structure development
      4 GO:0048646	anatomical structure formation involved in morphogenesis
      4 GO:0048729	tissue morphogenesis
      4 GO:0048732	gland development
      4 GO:0048812	neuron projection morphogenesis
      4 GO:0048858	cell projection morphogenesis
      4 GO:0048878	chemical homeostasis
      4 GO:0050767	regulation of neurogenesis
      4 GO:0051051	negative regulation of transport
      4 GO:0051130	positive regulation of cellular component organization
      4 GO:0051604	protein maturation
      4 GO:0051960	regulation of nervous system development
      4 GO:0055085	transmembrane transport
      4 GO:0060284	regulation of cell development
      4 GO:0060341	regulation of cellular localization
      4 GO:0060548	negative regulation of cell death
      4 GO:0061458	reproductive system development
      4 GO:0070647	protein modification by small protein conjugation or removal
      4 GO:0070784	regulation of growth of unicellular organism as a thread of attached cells
      4 GO:0071496	cellular response to external stimulus
      4 GO:0072593	reactive oxygen species metabolic process
      4 GO:0080135	regulation of cellular response to stress
      4 GO:0090407	organophosphate biosynthetic process
      4 GO:0097447	dendritic tree
      4 GO:0098542	defense response to other organism
      4 GO:0098590	plasma membrane region
      4 GO:0098657	import into cell
      4 GO:0098754	detoxification
      4 GO:0098869	cellular oxidant detoxification
      4 GO:0099568	cytoplasmic region
      4 GO:0120036	plasma membrane bounded cell projection organization
      4 GO:0120039	plasma membrane bounded cell projection morphogenesis
      4 GO:1900428	regulation of filamentous growth of a population of unicellular organisms
      4 GO:1901361	organic cyclic compound catabolic process
      4 GO:1901988	negative regulation of cell cycle phase transition
      4 GO:1901991	negative regulation of mitotic cell cycle phase transition
      4 GO:1902275	regulation of chromatin organization
      4 GO:1902806	regulation of cell cycle G1/S phase transition
      4 GO:1990748	cellular detoxification
      4 GO:2000217	regulation of invasive growth in response to glucose limitation
      4 GO:2001252	positive regulation of chromosome organization
      5 GO:0000122	negative regulation of transcription by RNA polymerase II
      5 GO:0005543	phospholipid binding
      5 GO:0005743	mitochondrial inner membrane
      5 GO:0006323	DNA packaging
      5 GO:0006338	chromatin remodeling
      5 GO:0006364	rRNA processing
      5 GO:0006790	sulfur compound metabolic process
      5 GO:0006974	cellular response to DNA damage stimulus
      5 GO:0007166	cell surface receptor signaling pathway
      5 GO:0007276	gamete generation
      5 GO:0007283	spermatogenesis
      5 GO:0007346	regulation of mitotic cell cycle
      5 GO:0007584	response to nutrient
      5 GO:0008092	cytoskeletal protein binding
      5 GO:0008233	peptidase activity
      5 GO:0009057	macromolecule catabolic process
      5 GO:0009059	macromolecule biosynthetic process
      5 GO:0009507	chloroplast
      5 GO:0009536	plastid
      5 GO:0009636	response to toxic substance
      5 GO:0009894	regulation of catabolic process
      5 GO:0009968	negative regulation of signal transduction
      5 GO:0010035	response to inorganic substance
      5 GO:0010648	negative regulation of cell communication
      5 GO:0010942	positive regulation of cell death
      5 GO:0010948	negative regulation of cell cycle process
      5 GO:0016050	vesicle organization
      5 GO:0016462	pyrophosphatase activity
      5 GO:0016482	cytosolic transport
      5 GO:0016569	covalent chromatin modification
      5 GO:0016570	histone modification
      5 GO:0016817	hydrolase activity, acting on acid anhydrides
      5 GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
      5 GO:0017144	drug metabolic process
      5 GO:0018130	heterocycle biosynthetic process
      5 GO:0019637	organophosphate metabolic process
      5 GO:0019725	cellular homeostasis
      5 GO:0023057	negative regulation of signaling
      5 GO:0030182	neuron differentiation
      5 GO:0030587	sorocarp development
      5 GO:0031329	regulation of cellular catabolic process
      5 GO:0031401	positive regulation of protein modification process
      5 GO:0032504	multicellular organism reproduction
      5 GO:0032553	ribonucleotide binding
      5 GO:0033044	regulation of chromosome organization
      5 GO:0033365	protein localization to organelle
      5 GO:0034097	response to cytokine
      5 GO:0034645	cellular macromolecule biosynthetic process
      5 GO:0034728	nucleosome organization
      5 GO:0035556	intracellular signal transduction
      5 GO:0040008	regulation of growth
      5 GO:0042803	protein homodimerization activity
      5 GO:0043207	response to external biotic stimulus
      5 GO:0043603	cellular amide metabolic process
      5 GO:0044265	cellular macromolecule catabolic process
      5 GO:0044283	small molecule biosynthetic process
      5 GO:0044434	obsolete chloroplast part
      5 GO:0044435	obsolete plastid part
      5 GO:0044459	obsolete plasma membrane part
      5 GO:0044463	obsolete cell projection part
      5 GO:0045595	regulation of cell differentiation
      5 GO:0045786	negative regulation of cell cycle
      5 GO:0046983	protein dimerization activity
      5 GO:0048193	Golgi vesicle transport
      5 GO:0048232	male gamete generation
      5 GO:0048585	negative regulation of response to stimulus
      5 GO:0048589	developmental growth
      5 GO:0048609	multicellular organismal reproductive process
      5 GO:0048666	neuron development
      5 GO:0051094	positive regulation of developmental process
      5 GO:0051188	obsolete cofactor biosynthetic process
      5 GO:0051240	positive regulation of multicellular organismal process
      5 GO:0051338	regulation of transferase activity
      5 GO:0051640	organelle localization
      5 GO:0051703	intraspecies interaction between organisms
      5 GO:0051707	response to other organism
      5 GO:0061024	membrane organization
      5 GO:0070925	organelle assembly
      5 GO:0071103	DNA conformation change
      5 GO:0071345	cellular response to cytokine stimulus
      5 GO:0071824	protein-DNA complex subunit organization
      5 GO:0080134	regulation of response to stress
      5 GO:0090702	non-reproductive fruiting body development
      5 GO:0097237	cellular response to toxic substance
      5 GO:0097367	carbohydrate derivative binding
      5 GO:0098791	Golgi apparatus subcompartment
      5 GO:0099120	socially cooperative development
      5 GO:0120038	obsolete plasma membrane bounded cell projection part
      5 GO:1901362	organic cyclic compound biosynthetic process
      5 GO:1901605	alpha-amino acid metabolic process
      5 GO:1901987	regulation of cell cycle phase transition
      5 GO:1901990	regulation of mitotic cell cycle phase transition
      6 GO:0000902	cell morphogenesis
      6 GO:0003723	RNA binding
      6 GO:0005768	endosome
      6 GO:0006979	response to oxidative stress
      6 GO:0008289	lipid binding
      6 GO:0009607	response to biotic stimulus
      6 GO:0009991	response to extracellular stimulus
      6 GO:0010564	regulation of cell cycle process
      6 GO:0016021	integral component of membrane
      6 GO:0016072	rRNA metabolic process
      6 GO:0018193	peptidyl-amino acid modification
      6 GO:0019953	sexual reproduction
      6 GO:0022613	ribonucleoprotein complex biogenesis
      6 GO:0031224	intrinsic component of membrane
      6 GO:0031667	response to nutrient levels
      6 GO:0042254	ribosome biogenesis
      6 GO:0042393	histone binding
      6 GO:0042995	cell projection
      6 GO:0044093	positive regulation of molecular function
      6 GO:0044271	cellular nitrogen compound biosynthetic process
      6 GO:0044430	obsolete cytoskeletal part
      6 GO:0051049	regulation of transport
      6 GO:0051186	obsolete cofactor metabolic process
      6 GO:0051726	regulation of cell cycle
      6 GO:0098805	whole membrane
      6 GO:0120025	plasma membrane bounded cell projection
      6 GO:1901565	organonitrogen compound catabolic process
      6 GO:1902531	regulation of intracellular signal transduction
      6 GO:1903047	mitotic cell cycle process
      6 GO:1990234	transferase complex
      6 GO:1990904	ribonucleoprotein complex
      7 GO:0000278	mitotic cell cycle
      7 GO:0000790	nuclear chromatin
      7 GO:0004672	protein kinase activity
      7 GO:0004674	protein serine/threonine kinase activity
      7 GO:0005740	mitochondrial envelope
      7 GO:0005783	endoplasmic reticulum
      7 GO:0005856	cytoskeleton
      7 GO:0006468	protein phosphorylation
      7 GO:0006520	cellular amino acid metabolic process
      7 GO:0006886	intracellular protein transport
      7 GO:0007399	nervous system development
      7 GO:0009628	response to abiotic stimulus
      7 GO:0009888	tissue development
      7 GO:0010243	response to organonitrogen compound
      7 GO:0016301	kinase activity
      7 GO:0016310	phosphorylation
      7 GO:0016491	oxidoreductase activity
      7 GO:0016772	transferase activity, transferring phosphorus-containing groups
      7 GO:0016773	phosphotransferase activity, alcohol group as acceptor
      7 GO:0019866	organelle inner membrane
      7 GO:0022008	neurogenesis
      7 GO:0031399	regulation of protein modification process
      7 GO:0031966	mitochondrial membrane
      7 GO:0032270	positive regulation of cellular protein metabolic process
      7 GO:0032989	cellular component morphogenesis
      7 GO:0036477	somatodendritic compartment
      7 GO:0042127	regulation of cell population proliferation
      7 GO:0042493	response to drug
      7 GO:0043025	neuronal cell body
      7 GO:0044431	obsolete Golgi apparatus part
      7 GO:0044703	multi-organism reproductive process
      7 GO:0048037	obsolete cofactor binding
      7 GO:0048699	generation of neurons
      7 GO:0050662	obsolete coenzyme binding
      7 GO:0050790	regulation of catalytic activity
      7 GO:0051247	positive regulation of protein metabolic process
      7 GO:0051301	cell division
      7 GO:1901566	organonitrogen compound biosynthetic process
      7 GO:1901698	response to nitrogen compound
      7 GO:1902494	catalytic complex
      7 GO:2000026	regulation of multicellular organismal development
      8 GO:0000166	nucleotide binding
      8 GO:0006082	organic acid metabolic process
      8 GO:0006259	DNA metabolic process
      8 GO:0006396	RNA processing
      8 GO:0007049	cell cycle
      8 GO:0008144	drug binding
      8 GO:0009791	post-embryonic development
      8 GO:0009966	regulation of signal transduction
      8 GO:0010646	regulation of cell communication
      8 GO:0015031	protein transport
      8 GO:0015833	peptide transport
      8 GO:0019752	carboxylic acid metabolic process
      8 GO:0022402	cell cycle process
      8 GO:0023051	regulation of signaling
      8 GO:0034470	ncRNA processing
      8 GO:0034622	cellular protein-containing complex assembly
      8 GO:0040007	growth
      8 GO:0042886	amide transport
      8 GO:0042981	regulation of apoptotic process
      8 GO:0043067	regulation of programmed cell death
      8 GO:0043436	oxoacid metabolic process
      8 GO:0044297	cell body
      8 GO:0044454	obsolete nuclear chromosome part
      8 GO:0045184	establishment of protein localization
      8 GO:0046914	transition metal ion binding
      8 GO:0055114	oxidation-reduction process
      8 GO:0097458	obsolete neuron part
      8 GO:0140110	transcription regulator activity
      8 GO:1901265	nucleoside phosphate binding
      8 GO:1901700	response to oxygen-containing compound
      9 GO:0000228	nuclear chromosome
      9 GO:0000785	chromatin
      9 GO:0003676	nucleic acid binding
      9 GO:0005794	Golgi apparatus
      9 GO:0006508	proteolysis
      9 GO:0032268	regulation of cellular protein metabolic process
      9 GO:0033043	regulation of organelle organization
      9 GO:0033554	cellular response to stress
      9 GO:0034613	cellular protein localization
      9 GO:0034660	ncRNA metabolic process
      9 GO:0042592	homeostatic process
      9 GO:0045892	negative regulation of transcription, DNA-templated
      9 GO:0051239	regulation of multicellular organismal process
      9 GO:0051246	regulation of protein metabolic process
      9 GO:0051253	negative regulation of RNA metabolic process
      9 GO:0065009	regulation of molecular function
      9 GO:0070727	cellular macromolecule localization
      9 GO:0071310	cellular response to organic substance
      9 GO:1901575	organic substance catabolic process
      9 GO:1902679	negative regulation of RNA biosynthetic process
      9 GO:1903507	negative regulation of nucleic acid-templated transcription
     10 GO:0005730	nucleolus
     10 GO:0006325	chromatin organization
     10 GO:0009790	embryo development
     10 GO:0010941	regulation of cell death
     10 GO:0016070	RNA metabolic process
     10 GO:0016192	vesicle-mediated transport
     10 GO:0031410	cytoplasmic vesicle
     10 GO:0031967	organelle envelope
     10 GO:0031975	envelope
     10 GO:0031982	vesicle
     10 GO:0031984	organelle subcompartment
     10 GO:0032879	regulation of localization
     10 GO:0043169	cation binding
     10 GO:0044427	obsolete chromosomal part
     10 GO:0044429	obsolete mitochondrial part
     10 GO:0044877	protein-containing complex binding
     10 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
     10 GO:0045944	positive regulation of transcription by RNA polymerase II
     10 GO:0046872	metal ion binding
     10 GO:0048468	cell development
     10 GO:0050793	regulation of developmental process
     10 GO:0065003	protein-containing complex assembly
     10 GO:0071705	nitrogen compound transport
     10 GO:0097708	intracellular vesicle
     10 GO:0098588	bounding membrane of organelle
     11 GO:0008104	protein localization
     11 GO:0009890	negative regulation of biosynthetic process
     11 GO:0010558	negative regulation of macromolecule biosynthetic process
     11 GO:0031327	negative regulation of cellular biosynthetic process
     11 GO:0033036	macromolecule localization
     11 GO:0042802	identical protein binding
     11 GO:0044281	small molecule metabolic process
     11 GO:0048513	animal organ development
     11 GO:0051276	chromosome organization
     11 GO:0071702	organic substance transport
     11 GO:2000113	negative regulation of cellular macromolecule biosynthetic process
     12 GO:0003006	developmental process involved in reproduction
     12 GO:0005694	chromosome
     12 GO:0005886	plasma membrane
     12 GO:0006357	regulation of transcription by RNA polymerase II
     12 GO:0007165	signal transduction
     12 GO:0009056	catabolic process
     12 GO:0009605	response to external stimulus
     12 GO:0010033	response to organic substance
     12 GO:0010467	gene expression
     12 GO:0010629	negative regulation of gene expression
     12 GO:0023052	signaling
     12 GO:0031324	negative regulation of cellular metabolic process
     12 GO:0044248	cellular catabolic process
     12 GO:0045893	positive regulation of transcription, DNA-templated
     12 GO:0046907	intracellular transport
     12 GO:0048583	regulation of response to stimulus
     12 GO:0051172	negative regulation of nitrogen compound metabolic process
     12 GO:0051254	positive regulation of RNA metabolic process
     12 GO:1902680	positive regulation of RNA biosynthetic process
     12 GO:1903508	positive regulation of nucleic acid-templated transcription
     13 GO:0006793	phosphorus metabolic process
     13 GO:0006796	phosphate-containing compound metabolic process
     13 GO:0009892	negative regulation of metabolic process
     13 GO:0010605	negative regulation of macromolecule metabolic process
     13 GO:0036094	small molecule binding
     13 GO:0045935	positive regulation of nucleobase-containing compound metabolic process
     13 GO:0051128	regulation of cellular component organization
     13 GO:0051649	establishment of localization in cell
     13 GO:1901576	organic substance biosynthetic process
     14 GO:0009653	anatomical structure morphogenesis
     14 GO:0010557	positive regulation of macromolecule biosynthetic process
     14 GO:0010628	positive regulation of gene expression
     14 GO:0016787	hydrolase activity
     14 GO:0019899	enzyme binding
     14 GO:0043168	anion binding
     14 GO:0043933	protein-containing complex subunit organization
     14 GO:0044425	obsolete membrane part
     15 GO:0005739	mitochondrion
     15 GO:0007154	cell communication
     15 GO:0009891	positive regulation of biosynthetic process
     15 GO:0016740	transferase activity
     15 GO:0022414	reproductive process
     15 GO:0031328	positive regulation of cellular biosynthetic process
     15 GO:0070887	cellular response to chemical stimulus
     16 GO:0006355	regulation of transcription, DNA-templated
     16 GO:0006464	cellular protein modification process
     16 GO:0006950	response to stress
     16 GO:0012505	endomembrane system
     16 GO:0030154	cell differentiation
     16 GO:0036211	protein modification process
     16 GO:0044249	cellular biosynthetic process
     16 GO:0048869	cellular developmental process
     16 GO:0090304	nucleic acid metabolic process
     16 GO:1903506	regulation of nucleic acid-templated transcription
     16 GO:2001141	regulation of RNA biosynthetic process
     17 GO:0000003	reproduction
     17 GO:0009058	biosynthetic process
     17 GO:0010604	positive regulation of macromolecule metabolic process
     17 GO:0051173	positive regulation of nitrogen compound metabolic process
     17 GO:0051252	regulation of RNA metabolic process
     17 GO:0051641	cellular localization
     17 GO:0051704	multi-organism process
     17 GO:0065008	regulation of biological quality
     17 GO:0140096	catalytic activity, acting on a protein
     18 GO:0005654	nucleoplasm
     18 GO:0022607	cellular component assembly
     18 GO:0031090	organelle membrane
     18 GO:0031325	positive regulation of cellular metabolic process
     18 GO:0043412	macromolecule modification
     18 GO:0044267	cellular protein metabolic process
     18 GO:0048731	system development
     18 GO:0071944	cell periphery
     19 GO:0006139	nucleobase-containing compound metabolic process
     19 GO:0009889	regulation of biosynthetic process
     19 GO:0009893	positive regulation of metabolic process
     19 GO:0010556	regulation of macromolecule biosynthetic process
     19 GO:0019219	regulation of nucleobase-containing compound metabolic process
     19 GO:0031326	regulation of cellular biosynthetic process
     19 GO:0048523	negative regulation of cellular process
     19 GO:1901363	heterocyclic compound binding
     19 GO:2000112	regulation of cellular macromolecule biosynthetic process
     20 GO:0097159	organic cyclic compound binding
     21 GO:0006810	transport
     21 GO:0010468	regulation of gene expression
     21 GO:0034641	cellular nitrogen compound metabolic process
     21 GO:0044085	cellular component biogenesis
     21 GO:0044260	cellular macromolecule metabolic process
     21 GO:0046483	heterocycle metabolic process
     21 GO:0048519	negative regulation of biological process
     21 GO:0051234	establishment of localization
     22 GO:0005829	cytosol
     22 GO:0006725	cellular aromatic compound metabolic process
     22 GO:0007275	multicellular organism development
     22 GO:0042221	response to chemical
     22 GO:0043167	ion binding
     22 GO:0051171	regulation of nitrogen compound metabolic process
     23 GO:0019538	protein metabolic process
     23 GO:0043228	non-membrane-bounded organelle
     23 GO:0043232	intracellular non-membrane-bounded organelle
     23 GO:0048522	positive regulation of cellular process
     23 GO:0051179	localization
     23 GO:0080090	regulation of primary metabolic process
     24 GO:0031323	regulation of cellular metabolic process
     24 GO:0031981	nuclear lumen
     24 GO:0044428	obsolete nuclear part
     24 GO:0048518	positive regulation of biological process
     24 GO:0051716	cellular response to stimulus
     24 GO:0060255	regulation of macromolecule metabolic process
     24 GO:1901360	organic cyclic compound metabolic process
     25 GO:0032501	multicellular organismal process
     25 GO:0032991	protein-containing complex
     26 GO:0006996	organelle organization
     27 GO:0019222	regulation of metabolic process
     28 GO:0031974	membrane-enclosed lumen
     28 GO:0043233	organelle lumen
     28 GO:0070013	intracellular organelle lumen
     29 GO:0032502	developmental process
     29 GO:0048856	anatomical structure development
     30 GO:0043170	macromolecule metabolic process
     32 GO:1901564	organonitrogen compound metabolic process
     33 GO:0050896	response to stimulus
     34 GO:0016020	membrane
     35 GO:0005515	protein binding
     35 GO:0016043	cellular component organization
     36 GO:0005634	nucleus
     37 GO:0003824	catalytic activity
     38 GO:0071840	cellular component organization or biogenesis
     39 GO:0006807	nitrogen compound metabolic process
     39 GO:0050794	regulation of cellular process
     40 GO:0044238	primary metabolic process
     42 GO:0044237	cellular metabolic process
     42 GO:0050789	regulation of biological process
     42 GO:0071704	organic substance metabolic process
     45 GO:0005488	binding
     45 GO:0065007	biological regulation
     46 GO:0008152	metabolic process
     48 GO:0044422	obsolete organelle part
     48 GO:0044444	obsolete cytoplasmic part
     48 GO:0044446	obsolete intracellular organelle part
     59 GO:0003674	molecular_function
     59 GO:0005737	cytoplasm
     60 GO:0043231	intracellular membrane-bounded organelle
     61 GO:0009987	cellular process
     61 GO:0043227	membrane-bounded organelle
     62 GO:0043226	organelle
     62 GO:0043229	intracellular organelle
     65 GO:0005622	intracellular
     65 GO:0044424	obsolete intracellular part
     67 GO:0008150	biological_process
     68 GO:0005575	cellular_component
     68 GO:0005623	obsolete cell
     68 GO:0044464	obsolete cell part
