      1 GO:0000002	mitochondrial genome maintenance
      2 GO:1903320	regulation of protein modification by small protein conjugation or removal
      2 GO:1903363	negative regulation of cellular protein catabolic process
      2 GO:1903421	regulation of synaptic vesicle recycling
      2 GO:1903513	endoplasmic reticulum to cytosol transport
      2 GO:1903530	regulation of secretion by cell
      2 GO:1903555	regulation of tumor necrosis factor superfamily cytokine production
      2 GO:1903578	regulation of ATP metabolic process
      2 GO:1990033	dendritic branch point
      2 GO:1990138	neuron projection extension
      2 GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process
      2 GO:2000171	negative regulation of dendrite development
      2 GO:2000217	regulation of invasive growth in response to glucose limitation
      2 GO:2000241	regulation of reproductive process
      2 GO:2000331	regulation of terminal button organization
      2 GO:2000785	regulation of autophagosome assembly
      2 GO:2001020	regulation of response to DNA damage stimulus
      2 GO:2001233	regulation of apoptotic signaling pathway
      3 GO:0000280	nuclear division
      3 GO:0000281	mitotic cytokinesis
      3 GO:0000785	chromatin
      3 GO:0000910	cytokinesis
      3 GO:0001101	response to acid chemical
      3 GO:0001817	regulation of cytokine production
      3 GO:0001889	liver development
      3 GO:0001932	regulation of protein phosphorylation
      3 GO:0001934	positive regulation of protein phosphorylation
      3 GO:0002684	positive regulation of immune system process
      3 GO:0004518	nuclease activity
      3 GO:0004601	peroxidase activity
      3 GO:0005102	signaling receptor binding
      3 GO:0005615	extracellular space
      3 GO:0005759	mitochondrial matrix
      3 GO:0005791	rough endoplasmic reticulum
      3 GO:0005813	centrosome
      3 GO:0005815	microtubule organizing center
      3 GO:0006164	purine nucleotide biosynthetic process
      3 GO:0006323	DNA packaging
      3 GO:0006417	regulation of translation
      3 GO:0006629	lipid metabolic process
      3 GO:0006790	sulfur compound metabolic process
      3 GO:0006812	cation transport
      3 GO:0006955	immune response
      3 GO:0007005	mitochondrion organization
      3 GO:0007034	vacuolar transport
      3 GO:0007051	spindle organization
      3 GO:0007167	enzyme linked receptor protein signaling pathway
      3 GO:0007281	germ cell development
      3 GO:0007292	female gamete generation
      3 GO:0008047	enzyme activator activity
      3 GO:0008144	drug binding
      3 GO:0008168	methyltransferase activity
      3 GO:0008233	peptidase activity
      3 GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
      3 GO:0009152	purine ribonucleotide biosynthetic process
      3 GO:0009165	nucleotide biosynthetic process
      3 GO:0009166	nucleotide catabolic process
      3 GO:0009260	ribonucleotide biosynthetic process
      3 GO:0009266	response to temperature stimulus
      3 GO:0009267	cellular response to starvation
      3 GO:0009579	thylakoid
      3 GO:0009611	response to wounding
      3 GO:0009657	plastid organization
      3 GO:0009887	animal organ morphogenesis
      3 GO:0009896	positive regulation of catabolic process
      3 GO:0009968	negative regulation of signal transduction
      3 GO:0010008	endosome membrane
      3 GO:0010038	response to metal ion
      3 GO:0010648	negative regulation of cell communication
      3 GO:0010948	negative regulation of cell cycle process
      3 GO:0015075	ion transmembrane transporter activity
      3 GO:0016049	cell growth
      3 GO:0016569	covalent chromatin modification
      3 GO:0016570	histone modification
      3 GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
      3 GO:0016684	oxidoreductase activity, acting on peroxide as acceptor
      3 GO:0016741	transferase activity, transferring one-carbon groups
      3 GO:0016829	lyase activity
      3 GO:0016853	isomerase activity
      3 GO:0016999	antibiotic metabolic process
      3 GO:0017016	Ras GTPase binding
      3 GO:0017137	Rab GTPase binding
      3 GO:0019866	organelle inner membrane
      3 GO:0019900	kinase binding
      3 GO:0019901	protein kinase binding
      3 GO:0022411	cellular component disassembly
      3 GO:0022622	root system development
      3 GO:0022804	active transmembrane transporter activity
      3 GO:0023057	negative regulation of signaling
      3 GO:0030029	actin filament-based process
      3 GO:0030162	regulation of proteolysis
      3 GO:0030182	neuron differentiation
      3 GO:0030424	axon
      3 GO:0030425	dendrite
      3 GO:0030684	preribosome
      3 GO:0030867	rough endoplasmic reticulum membrane
      3 GO:0031099	regeneration
      3 GO:0031100	animal organ regeneration
      3 GO:0031175	neuron projection development
      3 GO:0031267	small GTPase binding
      3 GO:0031331	positive regulation of cellular catabolic process
      3 GO:0031345	negative regulation of cell projection organization
      3 GO:0031349	positive regulation of defense response
      3 GO:0031625	ubiquitin protein ligase binding
      3 GO:0031966	mitochondrial membrane
      3 GO:0032147	activation of protein kinase activity
      3 GO:0032259	methylation
      3 GO:0032269	negative regulation of cellular protein metabolic process
      3 GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process
      3 GO:0032886	regulation of microtubule-based process
      3 GO:0032984	protein-containing complex disassembly
      3 GO:0032990	cell part morphogenesis
      3 GO:0033267	obsolete axon part
      3 GO:0033674	positive regulation of kinase activity
      3 GO:0034220	ion transmembrane transport
      3 GO:0034248	regulation of cellular amide metabolic process
      3 GO:0034250	positive regulation of cellular amide metabolic process
      3 GO:0034404	nucleobase-containing small molecule biosynthetic process
      3 GO:0035239	tube morphogenesis
      3 GO:0035821	modulation of process of other organism
      3 GO:0035966	response to topologically incorrect protein
      3 GO:0035967	cellular response to topologically incorrect protein
      3 GO:0040012	regulation of locomotion
      3 GO:0042147	retrograde transport, endosome to Golgi
      3 GO:0042176	regulation of protein catabolic process
      3 GO:0042493	response to drug
      3 GO:0042594	response to starvation
      3 GO:0042743	hydrogen peroxide metabolic process
      3 GO:0043005	neuron projection
      3 GO:0043021	ribonucleoprotein complex binding
      3 GO:0043414	macromolecule methylation
      3 GO:0043467	regulation of generation of precursor metabolites and energy
      3 GO:0043549	regulation of kinase activity
      3 GO:0044092	negative regulation of molecular function
      3 GO:0044255	cellular lipid metabolic process
      3 GO:0044389	ubiquitin-like protein ligase binding
      3 GO:0044403	symbiotic process
      3 GO:0044421	obsolete extracellular region part
      3 GO:0044440	obsolete endosomal part
      3 GO:0045088	regulation of innate immune response
      3 GO:0045727	positive regulation of translation
      3 GO:0045786	negative regulation of cell cycle
      3 GO:0045859	regulation of protein kinase activity
      3 GO:0045860	positive regulation of protein kinase activity
      3 GO:0045892	negative regulation of transcription, DNA-templated
      3 GO:0045944	positive regulation of transcription by RNA polymerase II
      3 GO:0046390	ribose phosphate biosynthetic process
      3 GO:0046434	organophosphate catabolic process
      3 GO:0048285	organelle fission
      3 GO:0048311	mitochondrion distribution
      3 GO:0048364	root development
      3 GO:0048588	developmental cell growth
      3 GO:0048589	developmental growth
      3 GO:0048666	neuron development
      3 GO:0048699	generation of neurons
      3 GO:0048732	gland development
      3 GO:0048812	neuron projection morphogenesis
      3 GO:0048858	cell projection morphogenesis
      3 GO:0048878	chemical homeostasis
      3 GO:0050662	obsolete coenzyme binding
      3 GO:0051050	positive regulation of transport
      3 GO:0051051	negative regulation of transport
      3 GO:0051093	negative regulation of developmental process
      3 GO:0051094	positive regulation of developmental process
      3 GO:0051098	regulation of binding
      3 GO:0051129	negative regulation of cellular component organization
      3 GO:0051130	positive regulation of cellular component organization
      3 GO:0051240	positive regulation of multicellular organismal process
      3 GO:0051248	negative regulation of protein metabolic process
      3 GO:0051259	protein complex oligomerization
      3 GO:0051321	meiotic cell cycle
      3 GO:0051347	positive regulation of transferase activity
      3 GO:0051493	regulation of cytoskeleton organization
      3 GO:0051646	mitochondrion localization
      3 GO:0060322	head development
      3 GO:0060429	epithelium development
      3 GO:0060560	developmental growth involved in morphogenesis
      3 GO:0060627	regulation of vesicle-mediated transport
      3 GO:0061008	hepaticobiliary system development
      3 GO:0061136	regulation of proteasomal protein catabolic process
      3 GO:0061640	cytoskeleton-dependent cytokinesis
      3 GO:0062012	regulation of small molecule metabolic process
      3 GO:0070507	regulation of microtubule cytoskeleton organization
      3 GO:0071103	DNA conformation change
      3 GO:0071241	cellular response to inorganic substance
      3 GO:0071345	cellular response to cytokine stimulus
      3 GO:0071826	ribonucleoprotein complex subunit organization
      3 GO:0071900	regulation of protein serine/threonine kinase activity
      3 GO:0071902	positive regulation of protein serine/threonine kinase activity
      3 GO:0072522	purine-containing compound biosynthetic process
      3 GO:0090305	nucleic acid phosphodiester bond hydrolysis
      3 GO:0097421	liver regeneration
      3 GO:0097447	dendritic tree
      3 GO:0098852	lytic vacuole membrane
      3 GO:0099402	plant organ development
      3 GO:0120036	plasma membrane bounded cell projection organization
      3 GO:0120039	plasma membrane bounded cell projection morphogenesis
      3 GO:0140013	meiotic nuclear division
      3 GO:0150034	distal axon
      3 GO:1901214	regulation of neuron death
      3 GO:1901215	negative regulation of neuron death
      3 GO:1901292	nucleoside phosphate catabolic process
      3 GO:1901293	nucleoside phosphate biosynthetic process
      3 GO:1902115	regulation of organelle assembly
      3 GO:1902533	positive regulation of intracellular signal transduction
      3 GO:1902679	negative regulation of RNA biosynthetic process
      3 GO:1903046	meiotic cell cycle process
      3 GO:1903050	regulation of proteolysis involved in cellular protein catabolic process
      3 GO:1903311	regulation of mRNA metabolic process
      3 GO:1903312	negative regulation of mRNA metabolic process
      3 GO:1903362	regulation of cellular protein catabolic process
      3 GO:1903507	negative regulation of nucleic acid-templated transcription
      3 GO:1905392	plant organ morphogenesis
      3 GO:2000058	regulation of ubiquitin-dependent protein catabolic process
      4 GO:0000166	nucleotide binding
      4 GO:0000226	microtubule cytoskeleton organization
      4 GO:0000302	response to reactive oxygen species
      4 GO:0000323	lytic vacuole
      4 GO:0000904	cell morphogenesis involved in differentiation
      4 GO:0002682	regulation of immune system process
      4 GO:0003677	DNA binding
      4 GO:0003729	mRNA binding
      4 GO:0004683	calmodulin-dependent protein kinase activity
      4 GO:0005516	calmodulin binding
      4 GO:0005768	endosome
      4 GO:0005795	Golgi stack
      4 GO:0005856	cytoskeleton
      4 GO:0005911	cell-cell junction
      4 GO:0006259	DNA metabolic process
      4 GO:0006325	chromatin organization
      4 GO:0006811	ion transport
      4 GO:0006914	autophagy
      4 GO:0006935	chemotaxis
      4 GO:0006954	inflammatory response
      4 GO:0007018	microtubule-based movement
      4 GO:0007276	gamete generation
      4 GO:0008285	negative regulation of cell population proliferation
      4 GO:0009506	plasmodesma
      4 GO:0009532	plastid stroma
      4 GO:0009570	chloroplast stroma
      4 GO:0009719	response to endogenous stimulus
      4 GO:0009725	response to hormone
      4 GO:0009790	embryo development
      4 GO:0009890	negative regulation of biosynthetic process
      4 GO:0009931	calcium-dependent protein serine/threonine kinase activity
      4 GO:0010558	negative regulation of macromolecule biosynthetic process
      4 GO:0010562	positive regulation of phosphorus metabolic process
      4 GO:0010857	calcium-dependent protein kinase activity
      4 GO:0015630	microtubule cytoskeleton
      4 GO:0015934	large ribosomal subunit
      4 GO:0016197	endosomal transport
      4 GO:0016209	antioxidant activity
      4 GO:0016241	regulation of macroautophagy
      4 GO:0016477	cell migration
      4 GO:0016482	cytosolic transport
      4 GO:0016887	ATPase activity
      4 GO:0017111	nucleoside-triphosphatase activity
      4 GO:0019725	cellular homeostasis
      4 GO:0022008	neurogenesis
      4 GO:0022412	cellular process involved in reproduction in multicellular organism
      4 GO:0022604	regulation of cell morphogenesis
      4 GO:0022625	cytosolic large ribosomal subunit
      4 GO:0030030	cell projection organization
      4 GO:0030054	cell junction
      4 GO:0031327	negative regulation of cellular biosynthetic process
      4 GO:0031344	regulation of cell projection organization
      4 GO:0031347	regulation of defense response
      4 GO:0032504	multicellular organism reproduction
      4 GO:0033043	regulation of organelle organization
      4 GO:0033993	response to lipid
      4 GO:0035295	tube development
      4 GO:0040008	regulation of growth
      4 GO:0042327	positive regulation of phosphorylation
      4 GO:0042330	taxis
      4 GO:0042742	defense response to bacterium
      4 GO:0042803	protein homodimerization activity
      4 GO:0042995	cell projection
      4 GO:0044430	obsolete cytoskeletal part
      4 GO:0044433	obsolete cytoplasmic vesicle part
      4 GO:0044454	obsolete nuclear chromosome part
      4 GO:0044459	obsolete plasma membrane part
      4 GO:0044463	obsolete cell projection part
      4 GO:0045937	positive regulation of phosphate metabolic process
      4 GO:0046777	protein autophosphorylation
      4 GO:0046983	protein dimerization activity
      4 GO:0048037	obsolete cofactor binding
      4 GO:0048471	perinuclear region of cytoplasm
      4 GO:0048585	negative regulation of response to stimulus
      4 GO:0048609	multicellular organismal reproductive process
      4 GO:0048646	anatomical structure formation involved in morphogenesis
      4 GO:0048729	tissue morphogenesis
      4 GO:0050776	regulation of immune response
      4 GO:0051187	obsolete cofactor catabolic process
      4 GO:0051241	negative regulation of multicellular organismal process
      4 GO:0051301	cell division
      4 GO:0051338	regulation of transferase activity
      4 GO:0055044	symplast
      4 GO:0060341	regulation of cellular localization
      4 GO:0060548	negative regulation of cell death
      4 GO:0061919	process utilizing autophagic mechanism
      4 GO:0072593	reactive oxygen species metabolic process
      4 GO:0090407	organophosphate biosynthetic process
      4 GO:0098754	detoxification
      4 GO:0098869	cellular oxidant detoxification
      4 GO:0120025	plasma membrane bounded cell projection
      4 GO:0120035	regulation of plasma membrane bounded cell projection organization
      4 GO:0120038	obsolete plasma membrane bounded cell projection part
      4 GO:1901265	nucleoside phosphate binding
      4 GO:1901701	cellular response to oxygen-containing compound
      4 GO:1990748	cellular detoxification
      4 GO:2000113	negative regulation of cellular macromolecule biosynthetic process
      5 GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
      5 GO:0000228	nuclear chromosome
      5 GO:0000278	mitotic cell cycle
      5 GO:0000902	cell morphogenesis
      5 GO:0003735	structural constituent of ribosome
      5 GO:0005198	structural molecule activity
      5 GO:0005215	transporter activity
      5 GO:0005576	extracellular region
      5 GO:0005740	mitochondrial envelope
      5 GO:0005774	vacuolar membrane
      5 GO:0005840	ribosome
      5 GO:0005844	polysome
      5 GO:0006364	rRNA processing
      5 GO:0006511	ubiquitin-dependent protein catabolic process
      5 GO:0006520	cellular amino acid metabolic process
      5 GO:0006732	obsolete coenzyme metabolic process
      5 GO:0006897	endocytosis
      5 GO:0006974	cellular response to DNA damage stimulus
      5 GO:0007166	cell surface receptor signaling pathway
      5 GO:0008283	cell population proliferation
      5 GO:0009150	purine ribonucleotide metabolic process
      5 GO:0009259	ribonucleotide metabolic process
      5 GO:0009636	response to toxic substance
      5 GO:0009967	positive regulation of signal transduction
      5 GO:0009991	response to extracellular stimulus
      5 GO:0010035	response to inorganic substance
      5 GO:0010498	proteasomal protein catabolic process
      5 GO:0010506	regulation of autophagy
      5 GO:0010564	regulation of cell cycle process
      5 GO:0010608	posttranscriptional regulation of gene expression
      5 GO:0016788	hydrolase activity, acting on ester bonds
      5 GO:0017144	drug metabolic process
      5 GO:0019220	regulation of phosphate metabolic process
      5 GO:0019693	ribose phosphate metabolic process
      5 GO:0019941	modification-dependent protein catabolic process
      5 GO:0022603	regulation of anatomical structure morphogenesis
      5 GO:0022626	cytosolic ribosome
      5 GO:0022857	transmembrane transporter activity
      5 GO:0030163	protein catabolic process
      5 GO:0030234	enzyme regulator activity
      5 GO:0030433	ubiquitin-dependent ERAD pathway
      5 GO:0031401	positive regulation of protein modification process
      5 GO:0031410	cytoplasmic vesicle
      5 GO:0031667	response to nutrient levels
      5 GO:0031668	cellular response to extracellular stimulus
      5 GO:0031669	cellular response to nutrient levels
      5 GO:0031982	vesicle
      5 GO:0032989	cellular component morphogenesis
      5 GO:0034097	response to cytokine
      5 GO:0034470	ncRNA processing
      5 GO:0034599	cellular response to oxidative stress
      5 GO:0034622	cellular protein-containing complex assembly
      5 GO:0036094	small molecule binding
      5 GO:0036477	somatodendritic compartment
      5 GO:0036503	ERAD pathway
      5 GO:0040007	growth
      5 GO:0042127	regulation of cell population proliferation
      5 GO:0042325	regulation of phosphorylation
      5 GO:0042592	homeostatic process
      5 GO:0042788	polysomal ribosome
      5 GO:0043025	neuronal cell body
      5 GO:0043065	positive regulation of apoptotic process
      5 GO:0043068	positive regulation of programmed cell death
      5 GO:0043085	positive regulation of catalytic activity
      5 GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
      5 GO:0043632	modification-dependent macromolecule catabolic process
      5 GO:0044257	cellular protein catabolic process
      5 GO:0044297	cell body
      5 GO:0044391	ribosomal subunit
      5 GO:0044419	interspecies interaction between organisms
      5 GO:0044427	obsolete chromosomal part
      5 GO:0044431	obsolete Golgi apparatus part
      5 GO:0044434	obsolete chloroplast part
      5 GO:0044435	obsolete plastid part
      5 GO:0044437	obsolete vacuolar part
      5 GO:0044877	protein-containing complex binding
      5 GO:0045893	positive regulation of transcription, DNA-templated
      5 GO:0046914	transition metal ion binding
      5 GO:0048608	reproductive structure development
      5 GO:0048870	cell motility
      5 GO:0051020	GTPase binding
      5 GO:0051174	regulation of phosphorus metabolic process
      5 GO:0051254	positive regulation of RNA metabolic process
      5 GO:0051603	proteolysis involved in cellular protein catabolic process
      5 GO:0051674	localization of cell
      5 GO:0055085	transmembrane transport
      5 GO:0061024	membrane organization
      5 GO:0061458	reproductive system development
      5 GO:0071496	cellular response to external stimulus
      5 GO:0080135	regulation of cellular response to stress
      5 GO:0097237	cellular response to toxic substance
      5 GO:0097458	obsolete neuron part
      5 GO:0097708	intracellular vesicle
      5 GO:0098542	defense response to other organism
      5 GO:0098657	import into cell
      5 GO:0098791	Golgi apparatus subcompartment
      5 GO:0140110	transcription regulator activity
      5 GO:1901137	carbohydrate derivative biosynthetic process
      5 GO:1902531	regulation of intracellular signal transduction
      5 GO:1902680	positive regulation of RNA biosynthetic process
      5 GO:1903047	mitotic cell cycle process
      5 GO:1903508	positive regulation of nucleic acid-templated transcription
      5 GO:2000026	regulation of multicellular organismal development
      6 GO:0000956	nuclear-transcribed mRNA catabolic process
      6 GO:0002181	cytoplasmic translation
      6 GO:0005694	chromosome
      6 GO:0005773	vacuole
      6 GO:0005789	endoplasmic reticulum membrane
      6 GO:0006357	regulation of transcription by RNA polymerase II
      6 GO:0006402	mRNA catabolic process
      6 GO:0006413	translational initiation
      6 GO:0006605	protein targeting
      6 GO:0006612	protein targeting to membrane
      6 GO:0006613	cotranslational protein targeting to membrane
      6 GO:0006614	SRP-dependent cotranslational protein targeting to membrane
      6 GO:0007010	cytoskeleton organization
      6 GO:0007399	nervous system development
      6 GO:0009617	response to bacterium
      6 GO:0009791	post-embryonic development
      6 GO:0009895	negative regulation of catabolic process
      6 GO:0010647	positive regulation of cell communication
      6 GO:0010942	positive regulation of cell death
      6 GO:0016072	rRNA metabolic process
      6 GO:0016462	pyrophosphatase activity
      6 GO:0016817	hydrolase activity, acting on acid anhydrides
      6 GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
      6 GO:0018105	peptidyl-serine phosphorylation
      6 GO:0018209	peptidyl-serine modification
      6 GO:0019953	sexual reproduction
      6 GO:0023056	positive regulation of signaling
      6 GO:0031330	negative regulation of cellular catabolic process
      6 GO:0031399	regulation of protein modification process
      6 GO:0033365	protein localization to organelle
      6 GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
      6 GO:0042254	ribosome biogenesis
      6 GO:0042981	regulation of apoptotic process
      6 GO:0043067	regulation of programmed cell death
      6 GO:0043168	anion binding
      6 GO:0043169	cation binding
      6 GO:0044087	regulation of cellular component biogenesis
      6 GO:0044093	positive regulation of molecular function
      6 GO:0044283	small molecule biosynthetic process
      6 GO:0044432	obsolete endoplasmic reticulum part
      6 GO:0044445	obsolete cytosolic part
      6 GO:0044703	multi-organism reproductive process
      6 GO:0045047	protein targeting to ER
      6 GO:0045935	positive regulation of nucleobase-containing compound metabolic process
      6 GO:0046872	metal ion binding
      6 GO:0048584	positive regulation of response to stimulus
      6 GO:0050793	regulation of developmental process
      6 GO:0051253	negative regulation of RNA metabolic process
      6 GO:0051276	chromosome organization
      6 GO:0051656	establishment of organelle localization
      6 GO:0070972	protein localization to endoplasmic reticulum
      6 GO:0072594	establishment of protein localization to organelle
      6 GO:0072599	establishment of protein localization to endoplasmic reticulum
      6 GO:0072657	protein localization to membrane
      6 GO:0090150	establishment of protein localization to membrane
      6 GO:0098827	endoplasmic reticulum subcompartment
      6 GO:0140098	catalytic activity, acting on RNA
      7 GO:0004672	protein kinase activity
      7 GO:0004674	protein serine/threonine kinase activity
      7 GO:0006163	purine nucleotide metabolic process
      7 GO:0006396	RNA processing
      7 GO:0006401	RNA catabolic process
      7 GO:0007017	microtubule-based process
      7 GO:0007049	cell cycle
      7 GO:0009507	chloroplast
      7 GO:0009536	plastid
      7 GO:0010243	response to organonitrogen compound
      7 GO:0016021	integral component of membrane
      7 GO:0016192	vesicle-mediated transport
      7 GO:0022402	cell cycle process
      7 GO:0022613	ribonucleoprotein complex biogenesis
      7 GO:0031224	intrinsic component of membrane
      7 GO:0031967	organelle envelope
      7 GO:0031975	envelope
      7 GO:0034660	ncRNA metabolic process
      7 GO:0042802	identical protein binding
      7 GO:0044429	obsolete mitochondrial part
      7 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
      7 GO:0050790	regulation of catalytic activity
      7 GO:0051049	regulation of transport
      7 GO:0051239	regulation of multicellular organismal process
      7 GO:0051640	organelle localization
      7 GO:0072521	purine-containing compound metabolic process
      7 GO:0080134	regulation of response to stress
      7 GO:0098772	molecular function regulator
      7 GO:1901698	response to nitrogen compound
      7 GO:1990904	ribonucleoprotein complex
      8 GO:0002376	immune system process
      8 GO:0005794	Golgi apparatus
      8 GO:0006355	regulation of transcription, DNA-templated
      8 GO:0006412	translation
      8 GO:0006468	protein phosphorylation
      8 GO:0006979	response to oxidative stress
      8 GO:0009888	tissue development
      8 GO:0016071	mRNA metabolic process
      8 GO:0016491	oxidoreductase activity
      8 GO:0019752	carboxylic acid metabolic process
      8 GO:0032270	positive regulation of cellular protein metabolic process
      8 GO:0032879	regulation of localization
      8 GO:0034654	nucleobase-containing compound biosynthetic process
      8 GO:0034976	response to endoplasmic reticulum stress
      8 GO:0043043	peptide biosynthetic process
      8 GO:0043604	amide biosynthetic process
      8 GO:0048468	cell development
      8 GO:0051186	obsolete cofactor metabolic process
      8 GO:0051726	regulation of cell cycle
      8 GO:1901135	carbohydrate derivative metabolic process
      8 GO:1901565	organonitrogen compound catabolic process
      8 GO:1903506	regulation of nucleic acid-templated transcription
      8 GO:2001141	regulation of RNA biosynthetic process
      9 GO:0003006	developmental process involved in reproduction
      9 GO:0005783	endoplasmic reticulum
      9 GO:0006082	organic acid metabolic process
      9 GO:0006508	proteolysis
      9 GO:0006753	nucleoside phosphate metabolic process
      9 GO:0006886	intracellular protein transport
      9 GO:0006928	movement of cell or subcellular component
      9 GO:0009117	nucleotide metabolic process
      9 GO:0010557	positive regulation of macromolecule biosynthetic process
      9 GO:0010941	regulation of cell death
      9 GO:0015031	protein transport
      9 GO:0015833	peptide transport
      9 GO:0016301	kinase activity
      9 GO:0016772	transferase activity, transferring phosphorus-containing groups
      9 GO:0016773	phosphotransferase activity, alcohol group as acceptor
      9 GO:0018130	heterocycle biosynthetic process
      9 GO:0018193	peptidyl-amino acid modification
      9 GO:0019438	aromatic compound biosynthetic process
      9 GO:0040011	locomotion
      9 GO:0042886	amide transport
      9 GO:0043207	response to external biotic stimulus
      9 GO:0043436	oxoacid metabolic process
      9 GO:0045184	establishment of protein localization
      9 GO:0051247	positive regulation of protein metabolic process
      9 GO:0051707	response to other organism
      9 GO:0055086	nucleobase-containing small molecule metabolic process
      9 GO:0055114	oxidation-reduction process
      9 GO:0065003	protein-containing complex assembly
      9 GO:0098805	whole membrane
     10 GO:0003723	RNA binding
     10 GO:0006518	peptide metabolic process
     10 GO:0006952	defense response
     10 GO:0009607	response to biotic stimulus
     10 GO:0009628	response to abiotic stimulus
     10 GO:0009891	positive regulation of biosynthetic process
     10 GO:0009894	regulation of catabolic process
     10 GO:0009966	regulation of signal transduction
     10 GO:0010629	negative regulation of gene expression
     10 GO:0010646	regulation of cell communication
     10 GO:0016310	phosphorylation
     10 GO:0019637	organophosphate metabolic process
     10 GO:0023051	regulation of signaling
     10 GO:0031328	positive regulation of cellular biosynthetic process
     10 GO:0031329	regulation of cellular catabolic process
     10 GO:0032268	regulation of cellular protein metabolic process
     10 GO:0034655	nucleobase-containing compound catabolic process
     10 GO:0035556	intracellular signal transduction
     10 GO:0051128	regulation of cellular component organization
     10 GO:0051172	negative regulation of nitrogen compound metabolic process
     10 GO:0071310	cellular response to organic substance
     11 GO:0000003	reproduction
     11 GO:0005730	nucleolus
     11 GO:0010556	regulation of macromolecule biosynthetic process
     11 GO:0010628	positive regulation of gene expression
     11 GO:0019439	aromatic compound catabolic process
     11 GO:0022414	reproductive process
     11 GO:0034613	cellular protein localization
     11 GO:0043167	ion binding
     11 GO:0043603	cellular amide metabolic process
     11 GO:0044270	cellular nitrogen compound catabolic process
     11 GO:0046700	heterocycle catabolic process
     11 GO:0051246	regulation of protein metabolic process
     11 GO:0051252	regulation of RNA metabolic process
     11 GO:0065009	regulation of molecular function
     11 GO:0070727	cellular macromolecule localization
     11 GO:1901361	organic cyclic compound catabolic process
     11 GO:1901362	organic cyclic compound biosynthetic process
     11 GO:1901700	response to oxygen-containing compound
     11 GO:2000112	regulation of cellular macromolecule biosynthetic process
     12 GO:0005739	mitochondrion
     12 GO:0005886	plasma membrane
     12 GO:0009057	macromolecule catabolic process
     12 GO:0030154	cell differentiation
     12 GO:0031324	negative regulation of cellular metabolic process
     12 GO:0031326	regulation of cellular biosynthetic process
     12 GO:0031984	organelle subcompartment
     12 GO:0043933	protein-containing complex subunit organization
     12 GO:0044265	cellular macromolecule catabolic process
     12 GO:0048513	animal organ development
     12 GO:0048869	cellular developmental process
     12 GO:0071702	organic substance transport
     12 GO:0071705	nitrogen compound transport
     12 GO:0140096	catalytic activity, acting on a protein
     13 GO:0005654	nucleoplasm
     13 GO:0006464	cellular protein modification process
     13 GO:0009889	regulation of biosynthetic process
     13 GO:0010467	gene expression
     13 GO:0016740	transferase activity
     13 GO:0036211	protein modification process
     13 GO:0044425	obsolete membrane part
     13 GO:0046907	intracellular transport
     13 GO:0051173	positive regulation of nitrogen compound metabolic process
     13 GO:0098588	bounding membrane of organelle
     14 GO:0003676	nucleic acid binding
     14 GO:0008104	protein localization
     14 GO:0009059	macromolecule biosynthetic process
     14 GO:0010604	positive regulation of macromolecule metabolic process
     14 GO:0010605	negative regulation of macromolecule metabolic process
     14 GO:0016070	RNA metabolic process
     14 GO:0016787	hydrolase activity
     14 GO:0019219	regulation of nucleobase-containing compound metabolic process
     14 GO:0022607	cellular component assembly
     14 GO:0031325	positive regulation of cellular metabolic process
     14 GO:0034645	cellular macromolecule biosynthetic process
     14 GO:0071944	cell periphery
     14 GO:1901566	organonitrogen compound biosynthetic process
     15 GO:0009653	anatomical structure morphogenesis
     15 GO:0009893	positive regulation of metabolic process
     15 GO:0010033	response to organic substance
     15 GO:0010468	regulation of gene expression
     15 GO:0019899	enzyme binding
     15 GO:0031090	organelle membrane
     15 GO:0033036	macromolecule localization
     15 GO:0043412	macromolecule modification
     15 GO:0048583	regulation of response to stimulus
     15 GO:0051649	establishment of localization in cell
     16 GO:0009605	response to external stimulus
     16 GO:0009892	negative regulation of metabolic process
     16 GO:0012505	endomembrane system
     16 GO:0090304	nucleic acid metabolic process
     16 GO:1901575	organic substance catabolic process
     17 GO:0033554	cellular response to stress
     17 GO:0044271	cellular nitrogen compound biosynthetic process
     17 GO:0044281	small molecule metabolic process
     17 GO:0051171	regulation of nitrogen compound metabolic process
     17 GO:0051641	cellular localization
     17 GO:0065008	regulation of biological quality
     17 GO:0070887	cellular response to chemical stimulus
     18 GO:0006796	phosphate-containing compound metabolic process
     18 GO:0007165	signal transduction
     18 GO:0023052	signaling
     19 GO:0006793	phosphorus metabolic process
     19 GO:0006996	organelle organization
     19 GO:0051704	multi-organism process
     19 GO:0080090	regulation of primary metabolic process
     19 GO:0097159	organic cyclic compound binding
     19 GO:1901363	heterocyclic compound binding
     20 GO:0007154	cell communication
     20 GO:0032991	protein-containing complex
     20 GO:0044085	cellular component biogenesis
     20 GO:0048523	negative regulation of cellular process
     20 GO:0048731	system development
