      1 GO:0000001	mitochondrion inheritance
     18 GO:0007051	spindle organization
     18 GO:0008135	translation factor activity, RNA binding
     18 GO:0008237	metallopeptidase activity
     18 GO:0009535	chloroplast thylakoid membrane
     18 GO:0009611	response to wounding
     18 GO:0009743	response to carbohydrate
     18 GO:0016791	phosphatase activity
     18 GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
     18 GO:0019362	pyridine nucleotide metabolic process
     18 GO:0019898	extrinsic component of membrane
     18 GO:0022900	electron transport chain
     18 GO:0030705	cytoskeleton-dependent intracellular transport
     18 GO:0031300	intrinsic component of organelle membrane
     18 GO:0031968	organelle outer membrane
     18 GO:0033218	amide binding
     18 GO:0035967	cellular response to topologically incorrect protein
     18 GO:0036503	ERAD pathway
     18 GO:0042742	defense response to bacterium
     18 GO:0043009	chordate embryonic development
     18 GO:0043094	cellular metabolic compound salvage
     18 GO:0045047	protein targeting to ER
     18 GO:0045333	cellular respiration
     18 GO:0046496	nicotinamide nucleotide metabolic process
     18 GO:0048812	neuron projection morphogenesis
     18 GO:0048870	cell motility
     18 GO:0051168	nuclear export
     18 GO:0051674	localization of cell
     18 GO:0055065	metal ion homeostasis
     18 GO:0071363	cellular response to growth factor stimulus
     18 GO:0071375	cellular response to peptide hormone stimulus
     18 GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
     18 GO:0098793	presynapse
     18 GO:0120039	plasma membrane bounded cell projection morphogenesis
     18 GO:0150034	distal axon
     18 GO:1901989	positive regulation of cell cycle phase transition
     18 GO:1902969	mitotic DNA replication
     18 GO:1903829	positive regulation of cellular protein localization
     18 GO:1905369	endopeptidase complex
     18 GO:1990837	sequence-specific double-stranded DNA binding
     19 GO:0000070	mitotic sister chromatid segregation
     19 GO:0000460	maturation of 5.8S rRNA
     19 GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
     19 GO:0000775	chromosome, centromeric region
     19 GO:0004842	ubiquitin-protein transferase activity
     19 GO:0005342	organic acid transmembrane transporter activity
     19 GO:0005765	lysosomal membrane
     19 GO:0006323	DNA packaging
     19 GO:0006486	protein glycosylation
     19 GO:0006575	cellular modified amino acid metabolic process
     19 GO:0006650	glycerophospholipid metabolic process
     19 GO:0008094	DNA-dependent ATPase activity
     19 GO:0008276	protein methyltransferase activity
     19 GO:0009116	nucleoside metabolic process
     19 GO:0009409	response to cold
     19 GO:0009986	cell surface
     19 GO:0016757	transferase activity, transferring glycosyl groups
     19 GO:0019867	outer membrane
     19 GO:0030135	coated vesicle
     19 GO:0030587	sorocarp development
     19 GO:0031396	regulation of protein ubiquitination
     19 GO:0032535	regulation of cellular component size
     19 GO:0035966	response to topologically incorrect protein
     19 GO:0043066	negative regulation of apoptotic process
     19 GO:0043069	negative regulation of programmed cell death
     19 GO:0043413	macromolecule glycosylation
     19 GO:0043648	dicarboxylic acid metabolic process
     19 GO:0044262	cellular carbohydrate metabolic process
     19 GO:0048545	response to steroid hormone
     19 GO:0048858	cell projection morphogenesis
     19 GO:0050769	positive regulation of neurogenesis
     19 GO:0050821	protein stabilization
     19 GO:0051222	positive regulation of protein transport
     19 GO:0051235	maintenance of location
     19 GO:0051260	protein homooligomerization
     19 GO:0051648	vesicle localization
     19 GO:0051650	establishment of vesicle localization
     19 GO:0055029	nuclear DNA-directed RNA polymerase complex
     19 GO:0055035	plastid thylakoid membrane
     19 GO:0070482	response to oxygen levels
     19 GO:0070848	response to growth factor
     19 GO:0072359	circulatory system development
     19 GO:0072599	establishment of protein localization to endoplasmic reticulum
     19 GO:0090702	non-reproductive fruiting body development
     19 GO:0099120	socially cooperative development
     19 GO:1901292	nucleoside phosphate catabolic process
     19 GO:1901617	organic hydroxy compound biosynthetic process
     19 GO:1903825	organic acid transmembrane transport
     19 GO:1904949	ATPase complex
     20 GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
     20 GO:0000302	response to reactive oxygen species
     20 GO:0000428	DNA-directed RNA polymerase complex
     20 GO:0001654	eye development
     20 GO:0002009	morphogenesis of an epithelium
     20 GO:0005618	cell wall
     20 GO:0006643	membrane lipid metabolic process
     20 GO:0006839	mitochondrial transport
     20 GO:0006935	chemotaxis
     20 GO:0008284	positive regulation of cell population proliferation
     20 GO:0008285	negative regulation of cell population proliferation
     20 GO:0008340	determination of adult lifespan
     20 GO:0009101	glycoprotein biosynthetic process
     20 GO:0022890	inorganic cation transmembrane transporter activity
     20 GO:0030097	hemopoiesis
     20 GO:0030133	transport vesicle
     20 GO:0030880	RNA polymerase complex
     20 GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
     20 GO:0032990	cell part morphogenesis
     20 GO:0033267	obsolete axon part
     20 GO:0034357	photosynthetic membrane
     20 GO:0042651	thylakoid membrane
     20 GO:0043408	regulation of MAPK cascade
     20 GO:0044456	obsolete synapse part
     20 GO:0044764	multi-organism cellular process
     20 GO:0051054	positive regulation of DNA metabolic process
     20 GO:0051606	detection of stimulus
     20 GO:0052547	regulation of peptidase activity
     20 GO:0098590	plasma membrane region
     20 GO:0098798	mitochondrial protein complex
     20 GO:1901214	regulation of neuron death
     20 GO:1901653	cellular response to peptide
     20 GO:1905368	peptidase complex
     21 GO:0000075	cell cycle checkpoint
     21 GO:0000329	fungal-type vacuole membrane
     21 GO:0001067	regulatory region nucleic acid binding
     21 GO:0003724	RNA helicase activity
     21 GO:0005770	late endosome
     21 GO:0006612	protein targeting to membrane
     21 GO:0007088	regulation of mitotic nuclear division
     21 GO:0007610	behavior
     21 GO:0008186	RNA-dependent ATPase activity
     21 GO:0008289	lipid binding
     21 GO:0009895	negative regulation of catabolic process
     21 GO:0010259	multicellular organism aging
     21 GO:0010720	positive regulation of cell development
     21 GO:0010975	regulation of neuron projection development
     21 GO:0016311	dephosphorylation
     21 GO:0019787	ubiquitin-like protein transferase activity
     21 GO:0019901	protein kinase binding
     21 GO:0030312	external encapsulating structure
     21 GO:0031175	neuron projection development
     21 GO:0031330	negative regulation of cellular catabolic process
     21 GO:0033260	nuclear DNA replication
     21 GO:0034399	nuclear periphery
     21 GO:0035239	tube morphogenesis
     21 GO:0043021	ribonucleoprotein complex binding
     21 GO:0044786	cell cycle DNA replication
     21 GO:0046942	carboxylic acid transport
     21 GO:0048534	hematopoietic or lymphoid organ development
     21 GO:0048732	gland development
     21 GO:0050657	nucleic acid transport
     21 GO:0050658	RNA transport
     21 GO:0051098	regulation of binding
     21 GO:0051236	establishment of RNA localization
     21 GO:0051962	positive regulation of nervous system development
     21 GO:0065004	protein-DNA complex assembly
     21 GO:0070085	glycosylation
     21 GO:0070972	protein localization to endoplasmic reticulum
     21 GO:2000058	regulation of ubiquitin-dependent protein catabolic process
     22 GO:0000723	telomere maintenance
     22 GO:0000910	cytokinesis
     22 GO:0001933	negative regulation of protein phosphorylation
     22 GO:0002164	larval development
     22 GO:0002520	immune system development
     22 GO:0003002	regionalization
     22 GO:0004175	endopeptidase activity
     22 GO:0005102	signaling receptor binding
     22 GO:0006338	chromatin remodeling
     22 GO:0007267	cell-cell signaling
     22 GO:0007423	sensory organ development
     22 GO:0008514	organic anion transmembrane transporter activity
     22 GO:0008654	phospholipid biosynthetic process
     22 GO:0009100	glycoprotein metabolic process
     22 GO:0017016	Ras GTPase binding
     22 GO:0019900	kinase binding
     22 GO:0030334	regulation of cell migration
     22 GO:0030425	dendrite
     22 GO:0030490	maturation of SSU-rRNA
     22 GO:0031267	small GTPase binding
     22 GO:0031349	positive regulation of defense response
     22 GO:0032200	telomere organization
     22 GO:0032993	protein-DNA complex
     22 GO:0044452	obsolete nucleolar part
     22 GO:0044455	obsolete mitochondrial membrane part
     22 GO:0045017	glycerolipid biosynthetic process
     22 GO:0045087	innate immune response
     22 GO:0045088	regulation of innate immune response
     22 GO:0045664	regulation of neuron differentiation
     22 GO:0045931	positive regulation of mitotic cell cycle
     22 GO:0046434	organophosphate catabolic process
     22 GO:0048367	shoot system development
     22 GO:0048729	tissue morphogenesis
     22 GO:0050877	nervous system process
     22 GO:0061640	cytoskeleton-dependent cytokinesis
     22 GO:0061982	meiosis I cell cycle process
     22 GO:0071241	cellular response to inorganic substance
     22 GO:0071900	regulation of protein serine/threonine kinase activity
     22 GO:0072330	monocarboxylic acid biosynthetic process
     22 GO:0072524	pyridine-containing compound metabolic process
     22 GO:0097447	dendritic tree
     22 GO:0099513	polymeric cytoskeletal fiber
     22 GO:1902275	regulation of chromatin organization
     23 GO:0000724	double-strand break repair via homologous recombination
     23 GO:0000725	recombinational repair
     23 GO:0000904	cell morphogenesis involved in differentiation
     23 GO:0005635	nuclear envelope
     23 GO:0006479	protein methylation
     23 GO:0006733	obsolete oxidoreduction coenzyme metabolic process
     23 GO:0006915	apoptotic process
     23 GO:0007018	microtubule-based movement
     23 GO:0008033	tRNA processing
     23 GO:0008213	protein alkylation
     23 GO:0009411	response to UV
     23 GO:0009657	plastid organization
     23 GO:0012506	vesicle membrane
     23 GO:0015849	organic acid transport
     23 GO:0016049	cell growth
     23 GO:0016197	endosomal transport
     23 GO:0016607	nuclear speck
     23 GO:0030659	cytoplasmic vesicle membrane
     23 GO:0031503	protein-containing complex localization
     23 GO:0042326	negative regulation of phosphorylation
     23 GO:0043065	positive regulation of apoptotic process
     23 GO:0043068	positive regulation of programmed cell death
     23 GO:0043596	nuclear replication fork
     23 GO:0043687	post-translational protein modification
     23 GO:0044089	positive regulation of cellular component biogenesis
     23 GO:0046686	response to cadmium ion
     23 GO:0050662	obsolete coenzyme binding
     23 GO:0061136	regulation of proteasomal protein catabolic process
     23 GO:0097237	cellular response to toxic substance
     23 GO:0098662	inorganic cation transmembrane transport
     23 GO:0140014	mitotic nuclear division
     23 GO:0140101	catalytic activity, acting on a tRNA
     23 GO:1901607	alpha-amino acid biosynthetic process
     23 GO:1903530	regulation of secretion by cell
     24 GO:0003735	structural constituent of ribosome
     24 GO:0004518	nuclease activity
     24 GO:0005938	cell cortex
     24 GO:0006289	nucleotide-excision repair
     24 GO:0006366	transcription by RNA polymerase II
     24 GO:0007167	enzyme linked receptor protein signaling pathway
     24 GO:0010008	endosome membrane
     24 GO:0015980	energy derivation by oxidation of organic compounds
     24 GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
     24 GO:0022604	regulation of cell morphogenesis
     24 GO:0042578	phosphoric ester hydrolase activity
     24 GO:0043434	response to peptide hormone
     24 GO:0044391	ribosomal subunit
     24 GO:0045596	negative regulation of cell differentiation
     24 GO:0046034	ATP metabolic process
     24 GO:0050778	positive regulation of immune response
     24 GO:0051604	protein maturation
     24 GO:0060627	regulation of vesicle-mediated transport
     24 GO:0071396	cellular response to lipid
     24 GO:0071478	cellular response to radiation
     24 GO:0098771	inorganic ion homeostasis
     24 GO:1901657	glycosyl compound metabolic process
     24 GO:1904951	positive regulation of establishment of protein localization
     24 GO:2000145	regulation of cell motility
     25 GO:0002274	myeloid leukocyte activation
     25 GO:0002275	myeloid cell activation involved in immune response
     25 GO:0002283	neutrophil activation involved in immune response
     25 GO:0002444	myeloid leukocyte mediated immunity
     25 GO:0002446	neutrophil mediated immunity
     25 GO:0005657	replication fork
     25 GO:0005684	U2-type spliceosomal complex
     25 GO:0006417	regulation of translation
     25 GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
     25 GO:0006913	nucleocytoplasmic transport
     25 GO:0008324	cation transmembrane transporter activity
     25 GO:0009534	chloroplast thylakoid
     25 GO:0010639	negative regulation of organelle organization
     25 GO:0010942	positive regulation of cell death
     25 GO:0016829	lyase activity
     25 GO:0030001	metal ion transport
     25 GO:0030003	cellular cation homeostasis
     25 GO:0030036	actin cytoskeleton organization
     25 GO:0036230	granulocyte activation
     25 GO:0042119	neutrophil activation
     25 GO:0043025	neuronal cell body
     25 GO:0043312	neutrophil degranulation
     25 GO:0044436	obsolete thylakoid part
     25 GO:0044772	mitotic cell cycle phase transition
     25 GO:0045165	cell fate commitment
     25 GO:0045860	positive regulation of protein kinase activity
     25 GO:0045930	negative regulation of mitotic cell cycle
     25 GO:0048580	regulation of post-embryonic development
     25 GO:0051169	nuclear transport
     25 GO:0051703	intraspecies interaction between organisms
     25 GO:0090066	regulation of anatomical structure size
     25 GO:0140013	meiotic nuclear division
     25 GO:1901800	positive regulation of proteasomal protein catabolic process
     25 GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process
     25 GO:1903320	regulation of protein modification by small protein conjugation or removal
     25 GO:1903364	positive regulation of cellular protein catabolic process
     26 GO:0000956	nuclear-transcribed mRNA catabolic process
     26 GO:0002443	leukocyte mediated immunity
     26 GO:0005802	trans-Golgi network
     26 GO:0006413	translational initiation
     26 GO:0006457	protein folding
     26 GO:0006873	cellular ion homeostasis
     26 GO:0007389	pattern specification process
     26 GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
     26 GO:0009152	purine ribonucleotide biosynthetic process
     26 GO:0009205	purine ribonucleoside triphosphate metabolic process
     26 GO:0010563	negative regulation of phosphorus metabolic process
     26 GO:0019216	regulation of lipid metabolic process
     26 GO:0030424	axon
     26 GO:0031647	regulation of protein stability
     26 GO:0031976	plastid thylakoid
     26 GO:0032984	protein-containing complex disassembly
     26 GO:0040029	regulation of gene expression, epigenetic
     26 GO:0043086	negative regulation of catalytic activity
     26 GO:0043254	regulation of protein-containing complex assembly
     26 GO:0043299	leukocyte degranulation
     26 GO:0044770	cell cycle phase transition
     26 GO:0045936	negative regulation of phosphate metabolic process
     26 GO:0048477	oogenesis
     26 GO:0051046	regulation of secretion
     26 GO:0051783	regulation of nuclear division
     26 GO:0055080	cation homeostasis
     26 GO:0071407	cellular response to organic cyclic compound
     26 GO:0071897	DNA biosynthetic process
     26 GO:0090068	positive regulation of cell cycle process
     26 GO:0090150	establishment of protein localization to membrane
     26 GO:0098542	defense response to other organism
     26 GO:0099568	cytoplasmic region
     26 GO:1901652	response to peptide
     26 GO:1903050	regulation of proteolysis involved in cellular protein catabolic process
     26 GO:1903362	regulation of cellular protein catabolic process
     27 GO:0000122	negative regulation of transcription by RNA polymerase II
     27 GO:0000151	ubiquitin ligase complex
     27 GO:0000819	sister chromatid segregation
     27 GO:0005813	centrosome
     27 GO:0006164	purine nucleotide biosynthetic process
     27 GO:0009199	ribonucleoside triphosphate metabolic process
     27 GO:0009260	ribonucleotide biosynthetic process
     27 GO:0010817	regulation of hormone levels
     27 GO:0012501	programmed cell death
     27 GO:0016236	macroautophagy
     27 GO:0016458	gene silencing
     27 GO:0016746	transferase activity, transferring acyl groups
     27 GO:0016853	isomerase activity
     27 GO:0022626	cytosolic ribosome
     27 GO:0022804	active transmembrane transporter activity
     27 GO:0030029	actin filament-based process
     27 GO:0031344	regulation of cell projection organization
     27 GO:0032101	regulation of response to external stimulus
     27 GO:0033674	positive regulation of kinase activity
     27 GO:0034599	cellular response to oxidative stress
     27 GO:0042274	ribosomal small subunit biogenesis
     27 GO:0042330	taxis
     27 GO:0044403	symbiotic process
     27 GO:0045597	positive regulation of cell differentiation
     27 GO:0045732	positive regulation of protein catabolic process
     27 GO:0046390	ribose phosphate biosynthetic process
     27 GO:0051270	regulation of cellular component movement
     27 GO:0090501	RNA phosphodiester bond hydrolysis
     27 GO:0120035	regulation of plasma membrane bounded cell projection organization
     28 GO:0002366	leukocyte activation involved in immune response
     28 GO:0006402	mRNA catabolic process
     28 GO:0007420	brain development
     28 GO:0008509	anion transmembrane transporter activity
     28 GO:0009126	purine nucleoside monophosphate metabolic process
     28 GO:0009144	purine nucleoside triphosphate metabolic process
     28 GO:0009167	purine ribonucleoside monophosphate metabolic process
     28 GO:0034248	regulation of cellular amide metabolic process
     28 GO:0045055	regulated exocytosis
     28 GO:0045202	synapse
     28 GO:0051223	regulation of protein transport
     28 GO:0071824	protein-DNA complex subunit organization
     28 GO:0098655	cation transmembrane transport
     28 GO:0098660	inorganic ion transmembrane transport
     28 GO:0099402	plant organ development
     28 GO:1903827	regulation of cellular protein localization
     28 GO:2001252	positive regulation of chromosome organization
     29 GO:0000139	Golgi membrane
     29 GO:0002263	cell activation involved in immune response
     29 GO:0002684	positive regulation of immune system process
     29 GO:0005764	lysosome
     29 GO:0006403	RNA localization
     29 GO:0006644	phospholipid metabolic process
     29 GO:0007283	spermatogenesis
     29 GO:0008219	cell death
     29 GO:0008652	cellular amino acid biosynthetic process
     29 GO:0009161	ribonucleoside monophosphate metabolic process
     29 GO:0009793	embryo development ending in seed dormancy
     29 GO:0009887	animal organ morphogenesis
     29 GO:0010506	regulation of autophagy
     29 GO:0016050	vesicle organization
     29 GO:0035690	cellular response to drug
     29 GO:0036477	somatodendritic compartment
     29 GO:0042176	regulation of protein catabolic process
     29 GO:0043565	sequence-specific DNA binding
     29 GO:0046486	glycerolipid metabolic process
     29 GO:0051345	positive regulation of hydrolase activity
     29 GO:0061695	transferase complex, transferring phosphorus-containing groups
     29 GO:0062012	regulation of small molecule metabolic process
     29 GO:0070035	obsolete purine NTP-dependent helicase activity
     29 GO:0072522	purine-containing compound biosynthetic process
     29 GO:0099080	supramolecular complex
     29 GO:0099081	supramolecular polymer
     29 GO:0099512	supramolecular fiber
     30 GO:0000226	microtubule cytoskeleton organization
     30 GO:0000902	cell morphogenesis
     30 GO:0002181	cytoplasmic translation
     30 GO:0006261	DNA-dependent DNA replication
     30 GO:0007292	female gamete generation
     30 GO:0009108	obsolete coenzyme biosynthetic process
     30 GO:0009141	nucleoside triphosphate metabolic process
     30 GO:0009408	response to heat
     30 GO:0009506	plasmodesma
     30 GO:0018205	peptidyl-lysine modification
     30 GO:0031625	ubiquitin protein ligase binding
     30 GO:0044440	obsolete endosomal part
     30 GO:0046677	response to antibiotic
     30 GO:0048666	neuron development
     30 GO:0051259	protein complex oligomerization
     30 GO:0055044	symplast
     30 GO:0060249	anatomical structure homeostasis
     30 GO:0060322	head development
     30 GO:0071345	cellular response to cytokine stimulus
     30 GO:0098656	anion transmembrane transport
     30 GO:1902533	positive regulation of intracellular signal transduction
     31 GO:0001934	positive regulation of protein phosphorylation
     31 GO:0006401	RNA catabolic process
     31 GO:0006897	endocytosis
     31 GO:0007034	vacuolar transport
     31 GO:0007417	central nervous system development
     31 GO:0008134	transcription factor binding
     31 GO:0009579	thylakoid
     31 GO:0010154	fruit development
     31 GO:0030141	secretory granule
     31 GO:0040012	regulation of locomotion
     31 GO:0043900	regulation of multi-organism process
     31 GO:0044297	cell body
     31 GO:0044389	ubiquitin-like protein ligase binding
     31 GO:0045321	leukocyte activation
     31 GO:0048316	seed development
     31 GO:0051093	negative regulation of developmental process
     31 GO:0051188	obsolete cofactor biosynthetic process
     31 GO:0071417	cellular response to organonitrogen compound
     31 GO:0090087	regulation of peptide transport
     31 GO:0097305	response to alcohol
     31 GO:0098657	import into cell
     31 GO:0098813	nuclear chromosome segregation
     32 GO:0000322	storage vacuole
     32 GO:0000324	fungal-type vacuole
     32 GO:0004386	helicase activity
     32 GO:0005681	spliceosomal complex
     32 GO:0005911	cell-cell junction
     32 GO:0006310	DNA recombination
     32 GO:0008168	methyltransferase activity
     32 GO:0008270	zinc ion binding
     32 GO:0015931	nucleobase-containing compound transport
     32 GO:0022411	cellular component disassembly
     32 GO:0030684	preribosome
     32 GO:0048589	developmental growth
     32 GO:0050776	regulation of immune response
     32 GO:0051020	GTPase binding
     32 GO:0060548	negative regulation of cell death
     32 GO:0098687	chromosomal region
     33 GO:0003008	system process
     33 GO:0003690	double-stranded DNA binding
     33 GO:0006887	exocytosis
     33 GO:0008092	cytoskeletal protein binding
     33 GO:0009123	nucleoside monophosphate metabolic process
     33 GO:0010256	endomembrane system organization
     33 GO:0015711	organic anion transport
     33 GO:0016874	ligase activity
     33 GO:0031347	regulation of defense response
     33 GO:0031400	negative regulation of protein modification process
     33 GO:0034404	nucleobase-containing small molecule biosynthetic process
     33 GO:0044282	small molecule catabolic process
     33 GO:0045862	positive regulation of proteolysis
     33 GO:0048037	obsolete cofactor binding
     33 GO:0048232	male gamete generation
     33 GO:0050801	ion homeostasis
     34 GO:0002252	immune effector process
     34 GO:0005840	ribosome
     34 GO:0043414	macromolecule methylation
     34 GO:0050767	regulation of neurogenesis
     34 GO:0055082	cellular chemical homeostasis
     34 GO:0070201	regulation of establishment of protein localization
     34 GO:0072657	protein localization to membrane
     34 GO:1901615	organic hydroxy compound metabolic process
     34 GO:1903046	meiotic cell cycle process
     35 GO:0001775	cell activation
     35 GO:0003682	chromatin binding
     35 GO:0005975	carbohydrate metabolic process
     35 GO:0006302	double-strand break repair
     35 GO:0008283	cell population proliferation
     35 GO:0009451	RNA modification
     35 GO:0016567	protein ubiquitination
     35 GO:0031331	positive regulation of cellular catabolic process
     35 GO:0040008	regulation of growth
     35 GO:0044419	interspecies interaction between organisms
     35 GO:0048193	Golgi vesicle transport
     35 GO:0071103	DNA conformation change
     35 GO:0140110	transcription regulator activity
     36 GO:0004674	protein serine/threonine kinase activity
     36 GO:0005198	structural molecule activity
     36 GO:0005815	microtubule organizing center
     36 GO:0006260	DNA replication
     36 GO:0006812	cation transport
     36 GO:0007059	chromosome segregation
     36 GO:0008047	enzyme activator activity
     36 GO:0009165	nucleotide biosynthetic process
     36 GO:0009617	response to bacterium
     36 GO:0009792	embryo development ending in birth or egg hatching
     36 GO:0010948	negative regulation of cell cycle process
     36 GO:0022603	regulation of anatomical structure morphogenesis
     36 GO:0030030	cell projection organization
     36 GO:0030182	neuron differentiation
     36 GO:0034976	response to endoplasmic reticulum stress
     36 GO:0045787	positive regulation of cell cycle
     36 GO:0045859	regulation of protein kinase activity
     36 GO:0051050	positive regulation of transport
     36 GO:0051960	regulation of nervous system development
     36 GO:0071214	cellular response to abiotic stimulus
     36 GO:0104004	cellular response to environmental stimulus
     36 GO:0120036	plasma membrane bounded cell projection organization
     37 GO:0009651	response to salt stress
     37 GO:0009896	positive regulation of catabolic process
     37 GO:0010638	positive regulation of organelle organization
     37 GO:0016741	transferase activity, transferring one-carbon groups
     37 GO:0032989	cellular component morphogenesis
     37 GO:0034097	response to cytokine
     37 GO:0042327	positive regulation of phosphorylation
     37 GO:0045944	positive regulation of transcription by RNA polymerase II
     37 GO:0098852	lytic vacuole membrane
     37 GO:1901293	nucleoside phosphate biosynthetic process
     37 GO:1901990	regulation of mitotic cell cycle phase transition
     38 GO:0004672	protein kinase activity
     38 GO:0006790	sulfur compound metabolic process
     38 GO:0022618	ribonucleoprotein complex assembly
     38 GO:0030054	cell junction
     38 GO:0043549	regulation of kinase activity
     38 GO:0051241	negative regulation of multicellular organismal process
     38 GO:1901699	cellular response to nitrogen compound
     38 GO:2000241	regulation of reproductive process
     39 GO:0003729	mRNA binding
     39 GO:0006820	anion transport
     39 GO:0009636	response to toxic substance
     39 GO:0016569	covalent chromatin modification
     39 GO:0016570	histone modification
     39 GO:0032259	methylation
     39 GO:0048471	perinuclear region of cytoplasm
     39 GO:0048646	anatomical structure formation involved in morphogenesis
     39 GO:0051301	cell division
     39 GO:0051347	positive regulation of transferase activity
     39 GO:0140097	catalytic activity, acting on DNA
     39 GO:1901987	regulation of cell cycle phase transition
     40 GO:0000398	mRNA splicing, via spliceosome
     40 GO:0006351	transcription, DNA-templated
     40 GO:0007005	mitochondrion organization
     40 GO:0032446	protein modification by small protein conjugation
     40 GO:0032870	cellular response to hormone stimulus
     40 GO:0035295	tube development
     40 GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
     40 GO:0044092	negative regulation of molecular function
     40 GO:0051129	negative regulation of cellular component organization
     40 GO:0051321	meiotic cell cycle
     40 GO:0060341	regulation of cellular localization
     40 GO:0097659	nucleic acid-templated transcription
     41 GO:0000375	RNA splicing, via transesterification reactions
     41 GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
     41 GO:0006914	autophagy
     41 GO:0010608	posttranscriptional regulation of gene expression
     41 GO:0019904	protein domain specific binding
     41 GO:0030162	regulation of proteolysis
     41 GO:0032940	secretion by cell
     41 GO:0061919	process utilizing autophagic mechanism
     41 GO:0099503	secretory vesicle
     42 GO:0000280	nuclear division
     42 GO:0002682	regulation of immune system process
     42 GO:0008233	peptidase activity
     42 GO:0010498	proteasomal protein catabolic process
     42 GO:0032880	regulation of protein localization
     42 GO:0043005	neuron projection
     42 GO:0046903	secretion
     42 GO:0051656	establishment of organelle localization
     42 GO:1901605	alpha-amino acid metabolic process
     43 GO:0007568	aging
     43 GO:0008380	RNA splicing
     43 GO:0009267	cellular response to starvation
     43 GO:0040011	locomotion
     43 GO:0042127	regulation of cell population proliferation
     43 GO:0060284	regulation of cell development
     43 GO:0061024	membrane organization
     43 GO:0071826	ribonucleoprotein complex subunit organization
     43 GO:0090305	nucleic acid phosphodiester bond hydrolysis
     44 GO:0006091	generation of precursor metabolites and energy
     44 GO:0009968	negative regulation of signal transduction
     44 GO:0010038	response to metal ion
     44 GO:0010562	positive regulation of phosphorus metabolic process
     44 GO:0031669	cellular response to nutrient levels
     44 GO:0045937	positive regulation of phosphate metabolic process
     44 GO:0051052	regulation of DNA metabolic process
     45 GO:0006928	movement of cell or subcellular component
     45 GO:0006952	defense response
     45 GO:0007281	germ cell development
     45 GO:0009150	purine ribonucleotide metabolic process
     45 GO:0015318	inorganic molecular entity transmembrane transporter activity
     45 GO:0031668	cellular response to extracellular stimulus
     45 GO:0032269	negative regulation of cellular protein metabolic process
     45 GO:0032774	RNA biosynthetic process
     45 GO:0042803	protein homodimerization activity
     45 GO:0044463	obsolete cell projection part
     45 GO:0048285	organelle fission
     45 GO:0051094	positive regulation of developmental process
     45 GO:0051248	negative regulation of protein metabolic process
     45 GO:0071496	cellular response to external stimulus
     45 GO:0120038	obsolete plasma membrane bounded cell projection part
     46 GO:0005743	mitochondrial inner membrane
     46 GO:0006399	tRNA metabolic process
     46 GO:0006605	protein targeting
     46 GO:0009259	ribonucleotide metabolic process
     46 GO:0009941	chloroplast envelope
     46 GO:0010648	negative regulation of cell communication
     46 GO:0015075	ion transmembrane transporter activity
     46 GO:0023057	negative regulation of signaling
     46 GO:0044459	obsolete plasma membrane part
     46 GO:0045892	negative regulation of transcription, DNA-templated
     46 GO:0051336	regulation of hydrolase activity
     46 GO:0060429	epithelium development
     47 GO:0001101	response to acid chemical
     47 GO:0005759	mitochondrial matrix
     47 GO:0006163	purine nucleotide metabolic process
     47 GO:0006468	protein phosphorylation
     47 GO:0006955	immune response
     47 GO:0009967	positive regulation of signal transduction
     47 GO:0033044	regulation of chromosome organization
     47 GO:0048878	chemical homeostasis
     47 GO:1902679	negative regulation of RNA biosynthetic process
     47 GO:1903507	negative regulation of nucleic acid-templated transcription
     48 GO:0019693	ribose phosphate metabolic process
     48 GO:0042981	regulation of apoptotic process
     48 GO:0043067	regulation of programmed cell death
     48 GO:0045786	negative regulation of cell cycle
     48 GO:0051240	positive regulation of multicellular organismal process
     48 GO:0070925	organelle assembly
     48 GO:0080135	regulation of cellular response to stress
     48 GO:0097458	obsolete neuron part
     49 GO:0009570	chloroplast stroma
     49 GO:0042594	response to starvation
     50 GO:0006511	ubiquitin-dependent protein catabolic process
     50 GO:0007166	cell surface receptor signaling pathway
     50 GO:0009526	plastid envelope
     50 GO:0009532	plastid stroma
     50 GO:0016604	nuclear body
     50 GO:0031401	positive regulation of protein modification process
     50 GO:0032787	monocarboxylic acid metabolic process
     50 GO:0034220	ion transmembrane transport
     50 GO:0044445	obsolete cytosolic part
     51 GO:0001932	regulation of protein phosphorylation
     51 GO:0005576	extracellular region
     51 GO:0016773	phosphotransferase activity, alcohol group as acceptor
     51 GO:0019941	modification-dependent protein catabolic process
     51 GO:0051640	organelle localization
     51 GO:0072521	purine-containing compound metabolic process
     51 GO:0098791	Golgi apparatus subcompartment
