      1 GO:0000027	ribosomal large subunit assembly
      2 GO:0005938	cell cortex
      2 GO:0005976	polysaccharide metabolic process
      2 GO:0005996	monosaccharide metabolic process
      2 GO:0006006	glucose metabolic process
      2 GO:0006073	cellular glucan metabolic process
      2 GO:0006091	generation of precursor metabolites and energy
      2 GO:0006140	regulation of nucleotide metabolic process
      2 GO:0006164	purine nucleotide biosynthetic process
      2 GO:0006261	DNA-dependent DNA replication
      2 GO:0006301	postreplication repair
      2 GO:0006400	tRNA modification
      2 GO:0006403	RNA localization
      2 GO:0006405	RNA export from nucleus
      2 GO:0006479	protein methylation
      2 GO:0006487	protein N-linked glycosylation
      2 GO:0006590	thyroid hormone generation
      2 GO:0006611	protein export from nucleus
      2 GO:0006633	fatty acid biosynthetic process
      2 GO:0006643	membrane lipid metabolic process
      2 GO:0006644	phospholipid metabolic process
      2 GO:0006690	icosanoid metabolic process
      2 GO:0006749	glutathione metabolic process
      2 GO:0006766	vitamin metabolic process
      2 GO:0006767	water-soluble vitamin metabolic process
      2 GO:0006768	biotin metabolic process
      2 GO:0006799	polyphosphate biosynthetic process
      2 GO:0006812	cation transport
      2 GO:0006820	anion transport
      2 GO:0006869	lipid transport
      2 GO:0006892	post-Golgi vesicle-mediated transport
      2 GO:0006954	inflammatory response
      2 GO:0006997	nucleus organization
      2 GO:0007005	mitochondrion organization
      2 GO:0007163	establishment or maintenance of cell polarity
      2 GO:0007267	cell-cell signaling
      2 GO:0007281	germ cell development
      2 GO:0007507	heart development
      2 GO:0007530	sex determination
      2 GO:0007531	mating type determination
      2 GO:0007532	regulation of mating-type specific transcription, DNA-templated
      2 GO:0007591	molting cycle, chitin-based cuticle
      2 GO:0007593	chitin-based cuticle sclerotization
      2 GO:0007602	phototransduction
      2 GO:0008033	tRNA processing
      2 GO:0008047	enzyme activator activity
      2 GO:0008081	phosphoric diester hydrolase activity
      2 GO:0008173	RNA methyltransferase activity
      2 GO:0008213	protein alkylation
      2 GO:0008234	cysteine-type peptidase activity
      2 GO:0008270	zinc ion binding
      2 GO:0008324	cation transmembrane transporter activity
      2 GO:0008333	endosome to lysosome transport
      2 GO:0008340	determination of adult lifespan
      2 GO:0008360	regulation of cell shape
      2 GO:0008365	adult chitin-based cuticle development
      2 GO:0008380	RNA splicing
      2 GO:0008519	ammonium transmembrane transporter activity
      2 GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
      2 GO:0009064	glutamine family amino acid metabolic process
      2 GO:0009069	serine family amino acid metabolic process
      2 GO:0009070	serine family amino acid biosynthetic process
      2 GO:0009072	aromatic amino acid family metabolic process
      2 GO:0009084	glutamine family amino acid biosynthetic process
      2 GO:0009092	homoserine metabolic process
      2 GO:0009152	purine ribonucleotide biosynthetic process
      2 GO:0009250	glucan biosynthetic process
      2 GO:0009267	cellular response to starvation
      2 GO:0009404	toxin metabolic process
      2 GO:0009408	response to heat
      2 GO:0009410	response to xenobiotic stimulus
      2 GO:0009416	response to light stimulus
      2 GO:0009579	thylakoid
      2 GO:0009583	detection of light stimulus
      2 GO:0009593	detection of chemical stimulus
      2 GO:0009651	response to salt stress
      2 GO:0009658	chloroplast organization
      2 GO:0009753	response to jasmonic acid
      2 GO:0009826	unidimensional cell growth
      2 GO:0009867	jasmonic acid mediated signaling pathway
      2 GO:0009895	negative regulation of catabolic process
      2 GO:0009931	calcium-dependent protein serine/threonine kinase activity
      2 GO:0010016	shoot system morphogenesis
      2 GO:0010020	chloroplast fission
      2 GO:0010039	response to iron ion
      2 GO:0010171	body morphogenesis
      2 GO:0010259	multicellular organism aging
      2 GO:0010469	regulation of signaling receptor activity
      2 GO:0010508	positive regulation of autophagy
      2 GO:0010565	regulation of cellular ketone metabolic process
      2 GO:0010660	regulation of muscle cell apoptotic process
      2 GO:0010758	regulation of macrophage chemotaxis
      2 GO:0010857	calcium-dependent protein kinase activity
      2 GO:0010876	lipid localization
      2 GO:0010959	regulation of metal ion transport
      2 GO:0010975	regulation of neuron projection development
      2 GO:0010976	positive regulation of neuron projection development
      2 GO:0012506	vesicle membrane
      2 GO:0014013	regulation of gliogenesis
      2 GO:0015075	ion transmembrane transporter activity
      2 GO:0015101	organic cation transmembrane transporter activity
      2 GO:0015695	organic cation transport
      2 GO:0015696	ammonium transport
      2 GO:0015711	organic anion transport
      2 GO:0015931	nucleobase-containing compound transport
      2 GO:0015934	large ribosomal subunit
      2 GO:0015935	small ribosomal subunit
      2 GO:0015980	energy derivation by oxidation of organic compounds
      2 GO:0016032	viral process
      2 GO:0016049	cell growth
      2 GO:0016050	vesicle organization
      2 GO:0016174	NAD(P)H oxidase H2O2-forming activity
      2 GO:0016237	lysosomal microautophagy
      2 GO:0016239	positive regulation of macroautophagy
      2 GO:0016241	regulation of macroautophagy
      2 GO:0016311	dephosphorylation
      2 GO:0016324	apical plasma membrane
      2 GO:0016409	palmitoyltransferase activity
      2 GO:0016417	S-acyltransferase activity
      2 GO:0016458	gene silencing
      2 GO:0016477	cell migration
      2 GO:0016571	histone methylation
      2 GO:0016579	protein deubiquitination
      2 GO:0016584	nucleosome positioning
      2 GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
      2 GO:0016746	transferase activity, transferring acyl groups
      2 GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
      2 GO:0016758	transferase activity, transferring hexosyl groups
      2 GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
      2 GO:0016791	phosphatase activity
      2 GO:0016829	lyase activity
      2 GO:0016846	carbon-sulfur lyase activity
      2 GO:0016860	intramolecular oxidoreductase activity
      2 GO:0017053	transcription repressor complex
      2 GO:0018022	peptidyl-lysine methylation
      2 GO:0018149	peptide cross-linking
      2 GO:0018996	molting cycle, collagen and cuticulin-based cuticle
      2 GO:0019058	viral life cycle
      2 GO:0019217	regulation of fatty acid metabolic process
      2 GO:0019318	hexose metabolic process
      2 GO:0019706	protein-cysteine S-palmitoyltransferase activity
      2 GO:0019707	protein-cysteine S-acyltransferase activity
      2 GO:0019725	cellular homeostasis
      2 GO:0019748	secondary metabolic process
      2 GO:0019783	ubiquitin-like protein-specific protease activity
      2 GO:0019843	rRNA binding
      2 GO:0019867	outer membrane
      2 GO:0019900	kinase binding
      2 GO:0019954	asexual reproduction
      2 GO:0019985	translesion synthesis
      2 GO:0021700	developmental maturation
      2 GO:0022411	cellular component disassembly
      2 GO:0022412	cellular process involved in reproduction in multicellular organism
      2 GO:0022604	regulation of cell morphogenesis
      2 GO:0022618	ribonucleoprotein complex assembly
      2 GO:0022622	root system development
      2 GO:0022625	cytosolic large ribosomal subunit
      2 GO:0022627	cytosolic small ribosomal subunit
      2 GO:0022857	transmembrane transporter activity
      2 GO:0030010	establishment of cell polarity
      2 GO:0030029	actin filament-based process
      2 GO:0030133	transport vesicle
      2 GO:0030145	manganese ion binding
      2 GO:0030176	integral component of endoplasmic reticulum membrane
      2 GO:0030308	negative regulation of cell growth
      2 GO:0030332	cyclin binding
      2 GO:0030336	negative regulation of cell migration
      2 GO:0030425	dendrite
      2 GO:0030427	site of polarized growth
      2 GO:0030448	hyphal growth
      2 GO:0030490	maturation of SSU-rRNA
      2 GO:0030545	receptor regulator activity
      2 GO:0030587	sorocarp development
      2 GO:0030659	cytoplasmic vesicle membrane
      2 GO:0030695	GTPase regulator activity
      2 GO:0030808	regulation of nucleotide biosynthetic process
      2 GO:0030810	positive regulation of nucleotide biosynthetic process
      2 GO:0030970	retrograde protein transport, ER to cytosol
      2 GO:0031175	neuron projection development
      2 GO:0031226	intrinsic component of plasma membrane
      2 GO:0031227	intrinsic component of endoplasmic reticulum membrane
      2 GO:0031252	cell leading edge
      2 GO:0031310	intrinsic component of vacuolar membrane
      2 GO:0031330	negative regulation of cellular catabolic process
      2 GO:0031334	positive regulation of protein-containing complex assembly
      2 GO:0031344	regulation of cell projection organization
      2 GO:0031346	positive regulation of cell projection organization
      2 GO:0031348	negative regulation of defense response
      2 GO:0031396	regulation of protein ubiquitination
      2 GO:0031397	negative regulation of protein ubiquitination
      2 GO:0031400	negative regulation of protein modification process
      2 GO:0031503	protein-containing complex localization
      2 GO:0031593	polyubiquitin modification-dependent protein binding
      2 GO:0031968	organelle outer membrane
      2 GO:0031977	thylakoid lumen
      2 GO:0032040	small-subunit processome
      2 GO:0032102	negative regulation of response to external stimulus
      2 GO:0032153	cell division site
      2 GO:0032200	telomere organization
      2 GO:0032386	regulation of intracellular transport
      2 GO:0032387	negative regulation of intracellular transport
      2 GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
      2 GO:0032496	response to lipopolysaccharide
      2 GO:0032527	protein exit from endoplasmic reticulum
      2 GO:0032642	regulation of chemokine production
      2 GO:0032722	positive regulation of chemokine production
      2 GO:0032784	regulation of DNA-templated transcription, elongation
      2 GO:0032878	regulation of establishment or maintenance of cell polarity
      2 GO:0032984	protein-containing complex disassembly
      2 GO:0032990	cell part morphogenesis
      2 GO:0033218	amide binding
      2 GO:0033254	vacuolar transporter chaperone complex
      2 GO:0033273	response to vitamin
      2 GO:0033559	unsaturated fatty acid metabolic process
      2 GO:0033692	cellular polysaccharide biosynthetic process
      2 GO:0033865	nucleoside bisphosphate metabolic process
      2 GO:0033866	nucleoside bisphosphate biosynthetic process
      2 GO:0033875	ribonucleoside bisphosphate metabolic process
      2 GO:0034030	ribonucleoside bisphosphate biosynthetic process
      2 GO:0034032	purine nucleoside bisphosphate metabolic process
      2 GO:0034033	purine nucleoside bisphosphate biosynthetic process
      2 GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex
      2 GO:0034220	ion transmembrane transport
      2 GO:0034243	regulation of transcription elongation from RNA polymerase II promoter
      2 GO:0034404	nucleobase-containing small molecule biosynthetic process
      2 GO:0034504	protein localization to nucleus
      2 GO:0034637	cellular carbohydrate biosynthetic process
      2 GO:0034968	histone lysine methylation
      2 GO:0035065	regulation of histone acetylation
      2 GO:0035066	positive regulation of histone acetylation
      2 GO:0035150	regulation of tube size
      2 GO:0035296	regulation of tube diameter
      2 GO:0035722	interleukin-12-mediated signaling pathway
      2 GO:0035950	obsolete regulation of oligopeptide transport by regulation of transcription from RNA polymerase II promoter
      2 GO:0035952	obsolete negative regulation of oligopeptide transport by negative regulation of transcription from RNA polymerase II promoter
      2 GO:0035953	obsolete regulation of dipeptide transport by regulation of transcription from RNA polymerase II promoter
      2 GO:0035955	obsolete negative regulation of dipeptide transport by negative regulation of transcription from RNA polymerase II promoter
      2 GO:0036033	mediator complex binding
      2 GO:0036230	granulocyte activation
      2 GO:0036294	cellular response to decreased oxygen levels
      2 GO:0036435	K48-linked polyubiquitin modification-dependent protein binding
      2 GO:0040002	collagen and cuticulin-based cuticle development
      2 GO:0040003	chitin-based cuticle development
      2 GO:0040013	negative regulation of locomotion
      2 GO:0040032	post-embryonic body morphogenesis
      2 GO:0042056	chemoattractant activity
      2 GO:0042119	neutrophil activation
      2 GO:0042147	retrograde transport, endosome to Golgi
      2 GO:0042274	ribosomal small subunit biogenesis
      2 GO:0042287	MHC protein binding
      2 GO:0042304	regulation of fatty acid biosynthetic process
      2 GO:0042338	cuticle development involved in collagen and cuticulin-based cuticle molting cycle
      2 GO:0042391	regulation of membrane potential
      2 GO:0042398	cellular modified amino acid biosynthetic process
      2 GO:0042403	thyroid hormone metabolic process
      2 GO:0042445	hormone metabolic process
      2 GO:0042788	polysomal ribosome
      2 GO:0042826	histone deacetylase binding
      2 GO:0043009	chordate embryonic development
      2 GO:0043021	ribonucleoprotein complex binding
      2 GO:0043044	ATP-dependent chromatin remodeling
      2 GO:0043086	negative regulation of catalytic activity
      2 GO:0043178	alcohol binding
      2 GO:0043200	response to amino acid
      2 GO:0043254	regulation of protein-containing complex assembly
      2 GO:0043266	regulation of potassium ion transport
      2 GO:0043268	positive regulation of potassium ion transport
      2 GO:0043269	regulation of ion transport
      2 GO:0043270	positive regulation of ion transport
      2 GO:0043299	leukocyte degranulation
      2 GO:0043312	neutrophil degranulation
      2 GO:0043392	negative regulation of DNA binding
      2 GO:0043434	response to peptide hormone
      2 GO:0043467	regulation of generation of precursor metabolites and energy
      2 GO:0043486	histone exchange
      2 GO:0043500	muscle adaptation
      2 GO:0043523	regulation of neuron apoptotic process
      2 GO:0043524	negative regulation of neuron apoptotic process
      2 GO:0043565	sequence-specific DNA binding
      2 GO:0043572	plastid fission
      2 GO:0044042	glucan metabolic process
      2 GO:0044264	cellular polysaccharide metabolic process
      2 GO:0044273	sulfur compound catabolic process
      2 GO:0044436	obsolete thylakoid part
      2 GO:0044452	obsolete nucleolar part
      2 GO:0044706	multi-multicellular organism process
      2 GO:0045013	carbon catabolite repression of transcription
      2 GO:0045014	carbon catabolite repression of transcription by glucose
      2 GO:0045055	regulated exocytosis
      2 GO:0045089	positive regulation of innate immune response
      2 GO:0045165	cell fate commitment
      2 GO:0045177	apical part of cell
      2 GO:0045471	response to ethanol
      2 GO:0045732	positive regulation of protein catabolic process
      2 GO:0045834	positive regulation of lipid metabolic process
      2 GO:0045862	positive regulation of proteolysis
      2 GO:0045894	negative regulation of mating-type specific transcription, DNA-templated
      2 GO:0045926	negative regulation of growth
      2 GO:0045981	positive regulation of nucleotide metabolic process
      2 GO:0045990	carbon catabolite regulation of transcription
      2 GO:0046015	regulation of transcription by glucose
      2 GO:0046339	diacylglycerol metabolic process
      2 GO:0046467	membrane lipid biosynthetic process
      2 GO:0046625	sphingolipid binding
      2 GO:0046683	response to organophosphorus
      2 GO:0046782	regulation of viral transcription
      2 GO:0046889	positive regulation of lipid biosynthetic process
      2 GO:0048018	receptor ligand activity
      2 GO:0048046	apoplast
      2 GO:0048067	cuticle pigmentation
      2 GO:0048085	adult chitin-containing cuticle pigmentation
      2 GO:0048145	regulation of fibroblast proliferation
      2 GO:0048285	organelle fission
      2 GO:0048364	root development
      2 GO:0048524	positive regulation of viral process
      2 GO:0048525	negative regulation of viral process
      2 GO:0048545	response to steroid hormone
      2 GO:0048565	digestive tract development
      2 GO:0048568	embryonic organ development
      2 GO:0048660	regulation of smooth muscle cell proliferation
      2 GO:0048662	negative regulation of smooth muscle cell proliferation
      2 GO:0048812	neuron projection morphogenesis
      2 GO:0048858	cell projection morphogenesis
      2 GO:0048871	multicellular organismal homeostasis
      2 GO:0048872	homeostasis of number of cells
      2 GO:0050657	nucleic acid transport
      2 GO:0050658	RNA transport
      2 GO:0050661	NADP binding
      2 GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor
      2 GO:0050708	regulation of protein secretion
      2 GO:0050777	negative regulation of immune response
      2 GO:0050801	ion homeostasis
      2 GO:0050830	defense response to Gram-positive bacterium
      2 GO:0050865	regulation of cell activation
      2 GO:0050918	positive chemotaxis
      2 GO:0050920	regulation of chemotaxis
      2 GO:0051048	negative regulation of secretion
      2 GO:0051052	regulation of DNA metabolic process
      2 GO:0051100	negative regulation of binding
      2 GO:0051101	regulation of DNA binding
      2 GO:0051149	positive regulation of muscle cell differentiation
      2 GO:0051150	regulation of smooth muscle cell differentiation
      2 GO:0051152	positive regulation of smooth muscle cell differentiation
      2 GO:0051168	nuclear export
      2 GO:0051223	regulation of protein transport
      2 GO:0051236	establishment of RNA localization
      2 GO:0051241	negative regulation of multicellular organismal process
      2 GO:0051262	protein tetramerization
      2 GO:0051271	negative regulation of cellular component movement
      2 GO:0051289	protein homotetramerization
      2 GO:0051336	regulation of hydrolase activity
      2 GO:0051345	positive regulation of hydrolase activity
      2 GO:0051348	negative regulation of transferase activity
      2 GO:0051493	regulation of cytoskeleton organization
      2 GO:0051591	response to cAMP
      2 GO:0051640	organelle localization
      2 GO:0051656	establishment of organelle localization
      2 GO:0051702	interaction with symbiont
      2 GO:0051703	intraspecies interaction between organisms
      2 GO:0051788	response to misfolded protein
      2 GO:0051851	modulation by host of symbiont process
      2 GO:0051881	regulation of mitochondrial membrane potential
      2 GO:0052689	carboxylic ester hydrolase activity
      2 GO:0055065	metal ion homeostasis
      2 GO:0055072	iron ion homeostasis
      2 GO:0055076	transition metal ion homeostasis
      2 GO:0055080	cation homeostasis
      2 GO:0055082	cellular chemical homeostasis
      2 GO:0055085	transmembrane transport
      2 GO:0055088	lipid homeostasis
      2 GO:0055123	digestive system development
      2 GO:0060560	developmental growth involved in morphogenesis
      2 GO:0060589	nucleoside-triphosphatase regulator activity
      2 GO:0061640	cytoskeleton-dependent cytokinesis
      2 GO:0061984	catabolite repression
      2 GO:0061985	carbon catabolite repression
      2 GO:0061986	negative regulation of transcription by glucose
      2 GO:0061987	negative regulation of transcription from RNA polymerase II promoter by glucose
      2 GO:0062013	positive regulation of small molecule metabolic process
      2 GO:0070201	regulation of establishment of protein localization
      2 GO:0070301	cellular response to hydrogen peroxide
      2 GO:0070646	protein modification by small protein removal
      2 GO:0070671	response to interleukin-12
      2 GO:0071071	regulation of phospholipid biosynthetic process
      2 GO:0071073	positive regulation of phospholipid biosynthetic process
      2 GO:0071166	ribonucleoprotein complex localization
      2 GO:0071214	cellular response to abiotic stimulus
      2 GO:0071218	cellular response to misfolded protein
      2 GO:0071229	cellular response to acid chemical
      2 GO:0071241	cellular response to inorganic substance
      2 GO:0071248	cellular response to metal ion
      2 GO:0071265	L-methionine biosynthetic process
      2 GO:0071281	cellular response to iron ion
      2 GO:0071349	cellular response to interleukin-12
      2 GO:0071395	cellular response to jasmonic acid stimulus
      2 GO:0071407	cellular response to organic cyclic compound
      2 GO:0071417	cellular response to organonitrogen compound
      2 GO:0071426	ribonucleoprotein complex export from nucleus
      2 GO:0071453	cellular response to oxygen levels
      2 GO:0071456	cellular response to hypoxia
      2 GO:0071554	cell wall organization or biogenesis
      2 GO:0071712	ER-associated misfolded protein catabolic process
      2 GO:0071826	ribonucleoprotein complex subunit organization
      2 GO:0071897	DNA biosynthetic process
      2 GO:0072364	obsolete regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter
      2 GO:0072488	ammonium transmembrane transport
      2 GO:0072522	purine-containing compound biosynthetic process
      2 GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
      2 GO:0090066	regulation of anatomical structure size
      2 GO:0090088	regulation of oligopeptide transport
      2 GO:0090089	regulation of dipeptide transport
      2 GO:0090305	nucleic acid phosphodiester bond hydrolysis
      2 GO:0090501	RNA phosphodiester bond hydrolysis
      2 GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
      2 GO:0090626	plant epidermis morphogenesis
      2 GO:0090627	plant epidermal cell differentiation
      2 GO:0090702	non-reproductive fruiting body development
      2 GO:0097190	apoptotic signaling pathway
      2 GO:0097193	intrinsic apoptotic signaling pathway
      2 GO:0097305	response to alcohol
      2 GO:0097447	dendritic tree
      2 GO:0097746	regulation of blood vessel diameter
      2 GO:0097755	positive regulation of blood vessel diameter
      2 GO:0098655	cation transmembrane transport
      2 GO:0098687	chromosomal region
      2 GO:0098771	inorganic ion homeostasis
      2 GO:0099080	supramolecular complex
      2 GO:0099081	supramolecular polymer
      2 GO:0099120	socially cooperative development
      2 GO:0099512	supramolecular fiber
      2 GO:0099513	polymeric cytoskeletal fiber
      2 GO:0099568	cytoplasmic region
      2 GO:0101005	ubiquitinyl hydrolase activity
      2 GO:0101031	chaperone complex
      2 GO:0104004	cellular response to environmental stimulus
      2 GO:0120035	regulation of plasma membrane bounded cell projection organization
      2 GO:0120036	plasma membrane bounded cell projection organization
      2 GO:0120039	plasma membrane bounded cell projection morphogenesis
      2 GO:0140053	mitochondrial gene expression
      2 GO:1900371	regulation of purine nucleotide biosynthetic process
      2 GO:1900373	positive regulation of purine nucleotide biosynthetic process
      2 GO:1900542	regulation of purine nucleotide metabolic process
      2 GO:1900544	positive regulation of purine nucleotide metabolic process
      2 GO:1901214	regulation of neuron death
      2 GO:1901215	negative regulation of neuron death
      2 GO:1901570	fatty acid derivative biosynthetic process
      2 GO:1901616	organic hydroxy compound catabolic process
      2 GO:1901652	response to peptide
      2 GO:1901800	positive regulation of proteasomal protein catabolic process
      2 GO:1901983	regulation of protein acetylation
      2 GO:1901985	positive regulation of protein acetylation
      2 GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator
      2 GO:1902807	negative regulation of cell cycle G1/S phase transition
      2 GO:1902903	regulation of supramolecular fiber organization
      2 GO:1902936	phosphatidylinositol bisphosphate binding
      2 GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process
      2 GO:1903321	negative regulation of protein modification by small protein conjugation or removal
      2 GO:1903364	positive regulation of cellular protein catabolic process
      2 GO:1903513	endoplasmic reticulum to cytosol transport
      2 GO:1903531	negative regulation of secretion by cell
      2 GO:1903578	regulation of ATP metabolic process
      2 GO:1903580	positive regulation of ATP metabolic process
      2 GO:1903725	regulation of phospholipid metabolic process
      2 GO:1903727	positive regulation of phospholipid metabolic process
      2 GO:1903901	negative regulation of viral life cycle
      2 GO:1904705	regulation of vascular associated smooth muscle cell proliferation
      2 GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation
      2 GO:1905063	regulation of vascular associated smooth muscle cell differentiation
      2 GO:1905065	positive regulation of vascular associated smooth muscle cell differentiation
      2 GO:1905368	peptidase complex
      2 GO:1905369	endopeptidase complex
      2 GO:1905521	regulation of macrophage migration
      2 GO:1990837	sequence-specific double-stranded DNA binding
      2 GO:2000045	regulation of G1/S transition of mitotic cell cycle
      2 GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process
      2 GO:2000134	negative regulation of G1/S transition of mitotic cell cycle
      2 GO:2000146	negative regulation of cell motility
      2 GO:2000241	regulation of reproductive process
      2 GO:2000531	obsolete regulation of fatty acid biosynthetic process by regulation of transcription from RNA polymerase II promoter
      2 GO:2000756	regulation of peptidyl-lysine acetylation
      2 GO:2000758	positive regulation of peptidyl-lysine acetylation
      2 GO:2000769	regulation of establishment or maintenance of cell polarity regulating cell shape
      2 GO:2000877	negative regulation of oligopeptide transport
      2 GO:2000879	negative regulation of dipeptide transport
      2 GO:2001169	regulation of ATP biosynthetic process
      2 GO:2001171	positive regulation of ATP biosynthetic process
      2 GO:2001243	negative regulation of intrinsic apoptotic signaling pathway
      3 GO:0000097	sulfur amino acid biosynthetic process
      3 GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
      3 GO:0000329	fungal-type vacuole membrane
      3 GO:0000904	cell morphogenesis involved in differentiation
      3 GO:0001067	regulatory region nucleic acid binding
      3 GO:0001558	regulation of cell growth
      3 GO:0001775	cell activation
      3 GO:0001819	positive regulation of cytokine production
      3 GO:0002009	morphogenesis of an epithelium
      3 GO:0002165	instar larval or pupal development
      3 GO:0002252	immune effector process
      3 GO:0002520	immune system development
      3 GO:0002685	regulation of leukocyte migration
      3 GO:0002699	positive regulation of immune effector process
      3 GO:0002700	regulation of production of molecular mediator of immune response
      3 GO:0002718	regulation of cytokine production involved in immune response
      3 GO:0002831	regulation of response to biotic stimulus
      3 GO:0003013	circulatory system process
      3 GO:0003682	chromatin binding
      3 GO:0003700	DNA-binding transcription factor activity
      3 GO:0003735	structural constituent of ribosome
      3 GO:0004222	metalloendopeptidase activity
      3 GO:0004601	peroxidase activity
      3 GO:0005198	structural molecule activity
      3 GO:0005516	calmodulin binding
      3 GO:0005543	phospholipid binding
      3 GO:0005802	trans-Golgi network
      3 GO:0005811	lipid droplet
      3 GO:0005840	ribosome
      3 GO:0005844	polysome
      3 GO:0005933	cellular bud
      3 GO:0006163	purine nucleotide metabolic process
      3 GO:0006260	DNA replication
      3 GO:0006323	DNA packaging
      3 GO:0006333	chromatin assembly or disassembly
      3 GO:0006338	chromatin remodeling
      3 GO:0006397	mRNA processing
      3 GO:0006399	tRNA metabolic process
      3 GO:0006413	translational initiation
      3 GO:0006486	protein glycosylation
      3 GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
      3 GO:0006555	methionine metabolic process
      3 GO:0006605	protein targeting
      3 GO:0006612	protein targeting to membrane
      3 GO:0006613	cotranslational protein targeting to membrane
      3 GO:0006614	SRP-dependent cotranslational protein targeting to membrane
      3 GO:0006631	fatty acid metabolic process
      3 GO:0006638	neutral lipid metabolic process
      3 GO:0006639	acylglycerol metabolic process
      3 GO:0006797	polyphosphate metabolic process
      3 GO:0006801	superoxide metabolic process
      3 GO:0006811	ion transport
      3 GO:0006887	exocytosis
      3 GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
      3 GO:0006913	nucleocytoplasmic transport
      3 GO:0006914	autophagy
      3 GO:0006915	apoptotic process
      3 GO:0007041	lysosomal transport
      3 GO:0007264	small GTPase mediated signal transduction
      3 GO:0007417	central nervous system development
      3 GO:0007420	brain development
      3 GO:0007444	imaginal disc development
      3 GO:0007472	wing disc morphogenesis
      3 GO:0007476	imaginal disc-derived wing morphogenesis
      3 GO:0007552	metamorphosis
      3 GO:0007560	imaginal disc morphogenesis
      3 GO:0007568	aging
      3 GO:0007610	behavior
      3 GO:0008015	blood circulation
      3 GO:0008134	transcription factor binding
      3 GO:0008217	regulation of blood pressure
      3 GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
      3 GO:0009063	cellular amino acid catabolic process
      3 GO:0009066	aspartate family amino acid metabolic process
      3 GO:0009067	aspartate family amino acid biosynthetic process
      3 GO:0009086	methionine biosynthetic process
      3 GO:0009100	glycoprotein metabolic process
      3 GO:0009101	glycoprotein biosynthetic process
      3 GO:0009150	purine ribonucleotide metabolic process
      3 GO:0009165	nucleotide biosynthetic process
      3 GO:0009260	ribonucleotide biosynthetic process
      3 GO:0009266	response to temperature stimulus
      3 GO:0009314	response to radiation
      3 GO:0009581	detection of external stimulus
      3 GO:0009582	detection of abiotic stimulus
      3 GO:0009620	response to fungus
      3 GO:0009657	plastid organization
      3 GO:0009792	embryo development ending in birth or egg hatching
      3 GO:0009886	post-embryonic animal morphogenesis
      3 GO:0009941	chloroplast envelope
      3 GO:0010506	regulation of autophagy
      3 GO:0010570	regulation of filamentous growth
      3 GO:0010638	positive regulation of organelle organization
      3 GO:0010639	negative regulation of organelle organization
      3 GO:0010817	regulation of hormone levels
      3 GO:0010821	regulation of mitochondrion organization
      3 GO:0012501	programmed cell death
      3 GO:0014074	response to purine-containing compound
      3 GO:0015630	microtubule cytoskeleton
      3 GO:0016051	carbohydrate biosynthetic process
      3 GO:0016197	endosomal transport
      3 GO:0016298	lipase activity
      3 GO:0016567	protein ubiquitination
      3 GO:0016604	nuclear body
      3 GO:0016651	oxidoreductase activity, acting on NAD(P)H
      3 GO:0016684	oxidoreductase activity, acting on peroxide as acceptor
      3 GO:0016757	transferase activity, transferring glycosyl groups
      3 GO:0016853	isomerase activity
      3 GO:0016887	ATPase activity
      3 GO:0017000	antibiotic biosynthetic process
      3 GO:0017111	nucleoside-triphosphatase activity
      3 GO:0018105	peptidyl-serine phosphorylation
      3 GO:0018205	peptidyl-lysine modification
      3 GO:0018209	peptidyl-serine modification
      3 GO:0018958	phenol-containing compound metabolic process
      3 GO:0019787	ubiquitin-like protein transferase activity
      3 GO:0020037	heme binding
      3 GO:0022404	molting cycle process
      3 GO:0022626	cytosolic ribosome
      3 GO:0030030	cell projection organization
      3 GO:0030097	hemopoiesis
      3 GO:0030141	secretory granule
      3 GO:0030170	pyridoxal phosphate binding
      3 GO:0030182	neuron differentiation
      3 GO:0030335	positive regulation of cell migration
      3 GO:0030433	ubiquitin-dependent ERAD pathway
      3 GO:0030447	filamentous growth
      3 GO:0030686	90S preribosome
      3 GO:0031056	regulation of histone modification
      3 GO:0031058	positive regulation of histone modification
      3 GO:0031099	regeneration
      3 GO:0031100	animal organ regeneration
      3 GO:0031300	intrinsic component of organelle membrane
      3 GO:0031497	chromatin assembly
      3 GO:0031625	ubiquitin protein ligase binding
      3 GO:0031670	cellular response to nutrient
      3 GO:0032092	positive regulation of protein binding
