      1 GO:0000001	mitochondrion inheritance
     12 GO:0061659	ubiquitin-like protein ligase activity
     12 GO:0062013	positive regulation of small molecule metabolic process
     12 GO:0070838	divalent metal ion transport
     12 GO:0071375	cellular response to peptide hormone stimulus
     12 GO:0072359	circulatory system development
     12 GO:0072511	divalent inorganic cation transport
     12 GO:0090596	sensory organ morphogenesis
     12 GO:0097237	cellular response to toxic substance
     12 GO:0098797	plasma membrane protein complex
     12 GO:0099003	vesicle-mediated transport in synapse
     12 GO:0120039	plasma membrane bounded cell projection morphogenesis
     12 GO:1901214	regulation of neuron death
     12 GO:1901653	cellular response to peptide
     12 GO:1901981	phosphatidylinositol phosphate binding
     12 GO:1902600	proton transmembrane transport
     12 GO:2000045	regulation of G1/S transition of mitotic cell cycle
     12 GO:2000116	regulation of cysteine-type endopeptidase activity
     12 GO:2000145	regulation of cell motility
     13 GO:0000082	G1/S transition of mitotic cell cycle
     13 GO:0000775	chromosome, centromeric region
     13 GO:0001505	regulation of neurotransmitter levels
     13 GO:0001558	regulation of cell growth
     13 GO:0002165	instar larval or pupal development
     13 GO:0006323	DNA packaging
     13 GO:0006368	transcription elongation from RNA polymerase II promoter
     13 GO:0006406	mRNA export from nucleus
     13 GO:0006650	glycerophospholipid metabolic process
     13 GO:0006766	vitamin metabolic process
     13 GO:0006767	water-soluble vitamin metabolic process
     13 GO:0006875	cellular metal ion homeostasis
     13 GO:0006986	response to unfolded protein
     13 GO:0007163	establishment or maintenance of cell polarity
     13 GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
     13 GO:0008094	DNA-dependent ATPase activity
     13 GO:0008237	metallopeptidase activity
     13 GO:0008284	positive regulation of cell population proliferation
     13 GO:0008565	obsolete protein transporter activity
     13 GO:0009737	response to abscisic acid
     13 GO:0009743	response to carbohydrate
     13 GO:0010565	regulation of cellular ketone metabolic process
     13 GO:0010952	positive regulation of peptidase activity
     13 GO:0015077	monovalent inorganic cation transmembrane transporter activity
     13 GO:0015399	primary active transmembrane transporter activity
     13 GO:0016741	transferase activity, transferring one-carbon groups
     13 GO:0018205	peptidyl-lysine modification
     13 GO:0018209	peptidyl-serine modification
     13 GO:0022622	root system development
     13 GO:0030427	site of polarized growth
     13 GO:0032993	protein-DNA complex
     13 GO:0033865	nucleoside bisphosphate metabolic process
     13 GO:0033875	ribonucleoside bisphosphate metabolic process
     13 GO:0034032	purine nucleoside bisphosphate metabolic process
     13 GO:0035091	phosphatidylinositol binding
     13 GO:0042326	negative regulation of phosphorylation
     13 GO:0042440	pigment metabolic process
     13 GO:0044764	multi-organism cellular process
     13 GO:0045842	positive regulation of mitotic metaphase/anaphase transition
     13 GO:0048364	root development
     13 GO:0048366	leaf development
     13 GO:0051028	mRNA transport
     13 GO:0051270	regulation of cellular component movement
     13 GO:0051302	regulation of cell division
     13 GO:0051784	negative regulation of nuclear division
     13 GO:0060560	developmental growth involved in morphogenesis
     13 GO:0070482	response to oxygen levels
     13 GO:0071229	cellular response to acid chemical
     13 GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus
     13 GO:0071478	cellular response to radiation
     13 GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
     13 GO:0098562	cytoplasmic side of membrane
     13 GO:0140053	mitochondrial gene expression
     13 GO:1901970	positive regulation of mitotic sister chromatid separation
     13 GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle
     13 GO:1902532	negative regulation of intracellular signal transduction
     13 GO:1902850	microtubule cytoskeleton organization involved in mitosis
     13 GO:1904951	positive regulation of establishment of protein localization
     13 GO:1905820	positive regulation of chromosome separation
     13 GO:1990837	sequence-specific double-stranded DNA binding
     13 GO:2001233	regulation of apoptotic signaling pathway
     14 GO:0000041	transition metal ion transport
     14 GO:0000302	response to reactive oxygen species
     14 GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
     14 GO:0000932	P-body
     14 GO:0001067	regulatory region nucleic acid binding
     14 GO:0001817	regulation of cytokine production
     14 GO:0001934	positive regulation of protein phosphorylation
     14 GO:0004175	endopeptidase activity
     14 GO:0004540	ribonuclease activity
     14 GO:0005618	cell wall
     14 GO:0006109	regulation of carbohydrate metabolic process
     14 GO:0006338	chromatin remodeling
     14 GO:0006342	chromatin silencing
     14 GO:0006354	DNA-templated transcription, elongation
     14 GO:0006575	cellular modified amino acid metabolic process
     14 GO:0006892	post-Golgi vesicle-mediated transport
     14 GO:0007286	spermatid development
     14 GO:0008406	gonad development
     14 GO:0009411	response to UV
     14 GO:0010975	regulation of neuron projection development
     14 GO:0015935	small ribosomal subunit
     14 GO:0016779	nucleotidyltransferase activity
     14 GO:0017148	negative regulation of translation
     14 GO:0019843	rRNA binding
     14 GO:0021700	developmental maturation
     14 GO:0030097	hemopoiesis
     14 GO:0030135	coated vesicle
     14 GO:0030312	external encapsulating structure
     14 GO:0030433	ubiquitin-dependent ERAD pathway
     14 GO:0030855	epithelial cell differentiation
     14 GO:0031330	negative regulation of cellular catabolic process
     14 GO:0031349	positive regulation of defense response
     14 GO:0031396	regulation of protein ubiquitination
     14 GO:0031570	DNA integrity checkpoint
     14 GO:0034249	negative regulation of cellular amide metabolic process
     14 GO:0034728	nucleosome organization
     14 GO:0043022	ribosome binding
     14 GO:0043269	regulation of ion transport
     14 GO:0043624	cellular protein complex disassembly
     14 GO:0044421	obsolete extracellular region part
     14 GO:0044452	obsolete nucleolar part
     14 GO:0044843	cell cycle G1/S phase transition
     14 GO:0045137	development of primary sexual characteristics
     14 GO:0045177	apical part of cell
     14 GO:0045292	mRNA cis splicing, via spliceosome
     14 GO:0046777	protein autophosphorylation
     14 GO:0048515	spermatid differentiation
     14 GO:0050877	nervous system process
     14 GO:0051781	positive regulation of cell division
     14 GO:0055029	nuclear DNA-directed RNA polymerase complex
     14 GO:0072524	pyridine-containing compound metabolic process
     14 GO:0072665	protein localization to vacuole
     14 GO:0097435	supramolecular fiber organization
     14 GO:0140013	meiotic nuclear division
     14 GO:1902533	positive regulation of intracellular signal transduction
     14 GO:1902806	regulation of cell cycle G1/S phase transition
     14 GO:1903050	regulation of proteolysis involved in cellular protein catabolic process
     14 GO:1903362	regulation of cellular protein catabolic process
     15 GO:0000027	ribosomal large subunit assembly
     15 GO:0000070	mitotic sister chromatid segregation
     15 GO:0000151	ubiquitin ligase complex
     15 GO:0000428	DNA-directed RNA polymerase complex
     15 GO:0000460	maturation of 5.8S rRNA
     15 GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
     15 GO:0000724	double-strand break repair via homologous recombination
     15 GO:0000725	recombinational repair
     15 GO:0000792	heterochromatin
     15 GO:0001654	eye development
     15 GO:0002009	morphogenesis of an epithelium
     15 GO:0002164	larval development
     15 GO:0002274	myeloid leukocyte activation
     15 GO:0002275	myeloid cell activation involved in immune response
     15 GO:0002283	neutrophil activation involved in immune response
     15 GO:0002444	myeloid leukocyte mediated immunity
     15 GO:0002446	neutrophil mediated immunity
     15 GO:0002520	immune system development
     15 GO:0003002	regionalization
     15 GO:0003743	translation initiation factor activity
     15 GO:0005525	GTP binding
     15 GO:0005765	lysosomal membrane
     15 GO:0005795	Golgi stack
     15 GO:0006487	protein N-linked glycosylation
     15 GO:0006733	obsolete oxidoreduction coenzyme metabolic process
     15 GO:0007051	spindle organization
     15 GO:0008654	phospholipid biosynthetic process
     15 GO:0009611	response to wounding
     15 GO:0009615	response to virus
     15 GO:0015672	monovalent inorganic cation transport
     15 GO:0016482	cytosolic transport
     15 GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
     15 GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
     15 GO:0022625	cytosolic large ribosomal subunit
     15 GO:0030133	transport vesicle
     15 GO:0030490	maturation of SSU-rRNA
     15 GO:0030686	90S preribosome
     15 GO:0030880	RNA polymerase complex
     15 GO:0031175	neuron projection development
     15 GO:0032386	regulation of intracellular transport
     15 GO:0035239	tube morphogenesis
     15 GO:0036230	granulocyte activation
     15 GO:0036503	ERAD pathway
     15 GO:0042119	neutrophil activation
     15 GO:0042742	defense response to bacterium
     15 GO:0042788	polysomal ribosome
     15 GO:0043312	neutrophil degranulation
     15 GO:0044448	obsolete cell cortex part
     15 GO:0045727	positive regulation of translation
     15 GO:0045814	negative regulation of gene expression, epigenetic
     15 GO:0045927	positive regulation of growth
     15 GO:0046034	ATP metabolic process
     15 GO:0048534	hematopoietic or lymphoid organ development
     15 GO:0048580	regulation of post-embryonic development
     15 GO:0048827	phyllome development
     15 GO:0051051	negative regulation of transport
     15 GO:0051260	protein homooligomerization
     15 GO:0051604	protein maturation
     15 GO:0060249	anatomical structure homeostasis
     15 GO:0060968	regulation of gene silencing
     15 GO:0062033	positive regulation of mitotic sister chromatid segregation
     15 GO:0065002	intracellular protein transmembrane transport
     15 GO:0070507	regulation of microtubule cytoskeleton organization
     15 GO:0070848	response to growth factor
     15 GO:0071236	cellular response to antibiotic
     15 GO:0071363	cellular response to growth factor stimulus
     15 GO:0071806	protein transmembrane transport
     15 GO:0098552	side of membrane
     15 GO:0140097	catalytic activity, acting on DNA
     15 GO:1903530	regulation of secretion by cell
     16 GO:0000281	mitotic cytokinesis
     16 GO:0000322	storage vacuole
     16 GO:0000324	fungal-type vacuole
     16 GO:0000793	condensed chromosome
     16 GO:0001882	nucleoside binding
     16 GO:0001883	purine nucleoside binding
     16 GO:0003724	RNA helicase activity
     16 GO:0004518	nuclease activity
     16 GO:0004842	ubiquitin-protein transferase activity
     16 GO:0005543	phospholipid binding
     16 GO:0005770	late endosome
     16 GO:0006289	nucleotide-excision repair
     16 GO:0006333	chromatin assembly or disassembly
     16 GO:0006352	DNA-templated transcription, initiation
     16 GO:0006935	chemotaxis
     16 GO:0007267	cell-cell signaling
     16 GO:0007389	pattern specification process
     16 GO:0007420	brain development
     16 GO:0007548	sex differentiation
     16 GO:0008186	RNA-dependent ATPase activity
     16 GO:0008509	anion transmembrane transporter activity
     16 GO:0009895	negative regulation of catabolic process
     16 GO:0010563	negative regulation of phosphorus metabolic process
     16 GO:0016241	regulation of macroautophagy
     16 GO:0016874	ligase activity
     16 GO:0017137	Rab GTPase binding
     16 GO:0019001	guanyl nucleotide binding
     16 GO:0030003	cellular cation homeostasis
     16 GO:0030587	sorocarp development
     16 GO:0031334	positive regulation of protein-containing complex assembly
     16 GO:0031625	ubiquitin protein ligase binding
     16 GO:0032549	ribonucleoside binding
     16 GO:0032550	purine ribonucleoside binding
     16 GO:0032561	guanyl ribonucleotide binding
     16 GO:0032886	regulation of microtubule-based process
     16 GO:0034250	positive regulation of cellular amide metabolic process
     16 GO:0034599	cellular response to oxidative stress
     16 GO:0035967	cellular response to topologically incorrect protein
     16 GO:0043299	leukocyte degranulation
     16 GO:0043549	regulation of kinase activity
     16 GO:0043687	post-translational protein modification
     16 GO:0044262	cellular carbohydrate metabolic process
     16 GO:0044389	ubiquitin-like protein ligase binding
     16 GO:0044772	mitotic cell cycle phase transition
     16 GO:0045664	regulation of neuron differentiation
     16 GO:0045859	regulation of protein kinase activity
     16 GO:0045936	negative regulation of phosphate metabolic process
     16 GO:0046486	glycerolipid metabolic process
     16 GO:0048638	regulation of developmental growth
     16 GO:0048732	gland development
     16 GO:0050778	positive regulation of immune response
     16 GO:0051347	positive regulation of transferase activity
     16 GO:0052548	regulation of endopeptidase activity
     16 GO:0065004	protein-DNA complex assembly
     16 GO:0090702	non-reproductive fruiting body development
     16 GO:0099120	socially cooperative development
     16 GO:0150034	distal axon
     16 GO:1902275	regulation of chromatin organization
     16 GO:1902749	regulation of cell cycle G2/M phase transition
     17 GO:0002263	cell activation involved in immune response
     17 GO:0002366	leukocyte activation involved in immune response
     17 GO:0002443	leukocyte mediated immunity
     17 GO:0005819	spindle
     17 GO:0006486	protein glycosylation
     17 GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
     17 GO:0007018	microtubule-based movement
     17 GO:0007093	mitotic cell cycle checkpoint
     17 GO:0007610	behavior
     17 GO:0008283	cell population proliferation
     17 GO:0009144	purine nucleoside triphosphate metabolic process
     17 GO:0009199	ribonucleoside triphosphate metabolic process
     17 GO:0009205	purine ribonucleoside triphosphate metabolic process
     17 GO:0015629	actin cytoskeleton
     17 GO:0016049	cell growth
     17 GO:0016236	macroautophagy
     17 GO:0016579	protein deubiquitination
     17 GO:0016829	lyase activity
     17 GO:0019901	protein kinase binding
     17 GO:0030139	endocytic vesicle
     17 GO:0030425	dendrite
     17 GO:0030687	preribosome, large subunit precursor
     17 GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
     17 GO:0042176	regulation of protein catabolic process
     17 GO:0042327	positive regulation of phosphorylation
     17 GO:0043009	chordate embryonic development
     17 GO:0043413	macromolecule glycosylation
     17 GO:0045840	positive regulation of mitotic nuclear division
     17 GO:0046686	response to cadmium ion
     17 GO:0048316	seed development
     17 GO:0051785	positive regulation of nuclear division
     17 GO:0051984	positive regulation of chromosome segregation
     17 GO:0055065	metal ion homeostasis
     17 GO:0060322	head development
     17 GO:0070085	glycosylation
     17 GO:0071241	cellular response to inorganic substance
     17 GO:0097447	dendritic tree
     17 GO:0098590	plasma membrane region
     17 GO:1902115	regulation of organelle assembly
     17 GO:2001251	negative regulation of chromosome organization
     18 GO:0000502	proteasome complex
     18 GO:0005777	peroxisome
     18 GO:0006614	SRP-dependent cotranslational protein targeting to membrane
     18 GO:0006644	phospholipid metabolic process
     18 GO:0006873	cellular ion homeostasis
     18 GO:0006915	apoptotic process
     18 GO:0007033	vacuole organization
     18 GO:0007167	enzyme linked receptor protein signaling pathway
     18 GO:0009126	purine nucleoside monophosphate metabolic process
     18 GO:0009141	nucleoside triphosphate metabolic process
     18 GO:0009161	ribonucleoside monophosphate metabolic process
     18 GO:0009167	purine ribonucleoside monophosphate metabolic process
     18 GO:0010154	fruit development
     18 GO:0015934	large ribosomal subunit
     18 GO:0016054	organic acid catabolic process
     18 GO:0019787	ubiquitin-like protein transferase activity
     18 GO:0031647	regulation of protein stability
     18 GO:0031965	nuclear membrane
     18 GO:0033267	obsolete axon part
     18 GO:0042579	microbody
     18 GO:0043025	neuronal cell body
     18 GO:0043434	response to peptide hormone
     18 GO:0044272	sulfur compound biosynthetic process
     18 GO:0044770	cell cycle phase transition
     18 GO:0045088	regulation of innate immune response
     18 GO:0046395	carboxylic acid catabolic process
     18 GO:0046890	regulation of lipid biosynthetic process
     18 GO:0048729	tissue morphogenesis
     18 GO:0051046	regulation of secretion
     18 GO:0052547	regulation of peptidase activity
     18 GO:0071396	cellular response to lipid
     18 GO:0071417	cellular response to organonitrogen compound
     18 GO:0098793	presynapse
     18 GO:0120035	regulation of plasma membrane bounded cell projection organization
     18 GO:1901652	response to peptide
     18 GO:1901800	positive regulation of proteasomal protein catabolic process
     18 GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process
     18 GO:1903311	regulation of mRNA metabolic process
     18 GO:1903320	regulation of protein modification by small protein conjugation or removal
     18 GO:1903364	positive regulation of cellular protein catabolic process
     18 GO:1905369	endopeptidase complex
     19 GO:0000819	sister chromatid segregation
     19 GO:0006457	protein folding
     19 GO:0006613	cotranslational protein targeting to membrane
     19 GO:0007417	central nervous system development
     19 GO:0009451	RNA modification
     19 GO:0010817	regulation of hormone levels
     19 GO:0010965	regulation of mitotic sister chromatid separation
     19 GO:0015711	organic anion transport
     19 GO:0016569	covalent chromatin modification
     19 GO:0016570	histone modification
     19 GO:0019900	kinase binding
     19 GO:0022604	regulation of cell morphogenesis
     19 GO:0030071	regulation of mitotic metaphase/anaphase transition
     19 GO:0030141	secretory granule
     19 GO:0031344	regulation of cell projection organization
     19 GO:0032535	regulation of cellular component size
     19 GO:0034399	nuclear periphery
     19 GO:0040012	regulation of locomotion
     19 GO:0042330	taxis
     19 GO:0043021	ribonucleoprotein complex binding
     19 GO:0043414	macromolecule methylation
     19 GO:0043902	positive regulation of multi-organism process
     19 GO:0045321	leukocyte activation
     19 GO:0048598	embryonic morphogenesis
     19 GO:0048870	cell motility
     19 GO:0050662	obsolete coenzyme binding
     19 GO:0051703	intraspecies interaction between organisms
     19 GO:0061640	cytoskeleton-dependent cytokinesis
     19 GO:0071345	cellular response to cytokine stimulus
     19 GO:0071407	cellular response to organic cyclic compound
     19 GO:0098656	anion transmembrane transport
     19 GO:0098771	inorganic ion homeostasis
     19 GO:0140014	mitotic nuclear division
     19 GO:1901605	alpha-amino acid metabolic process
     19 GO:1901615	organic hydroxy compound metabolic process
     19 GO:1902099	regulation of metaphase/anaphase transition of cell cycle
     19 GO:1903827	regulation of cellular protein localization
     19 GO:1905818	regulation of chromosome separation
     20 GO:0000122	negative regulation of transcription by RNA polymerase II
     20 GO:0000910	cytokinesis
     20 GO:0002684	positive regulation of immune system process
     20 GO:0005102	signaling receptor binding
     20 GO:0005764	lysosome
     20 GO:0005813	centrosome
     20 GO:0006302	double-strand break repair
     20 GO:0006631	fatty acid metabolic process
     20 GO:0006839	mitochondrial transport
     20 GO:0008289	lipid binding
     20 GO:0009123	nucleoside monophosphate metabolic process
     20 GO:0031400	negative regulation of protein modification process
     20 GO:0042277	peptide binding
     20 GO:0045732	positive regulation of protein catabolic process
     20 GO:0048367	shoot system development
     20 GO:0048666	neuron development
     20 GO:0050767	regulation of neurogenesis
     20 GO:0051223	regulation of protein transport
     20 GO:0051674	localization of cell
     20 GO:0055080	cation homeostasis
     20 GO:0070646	protein modification by small protein removal
     20 GO:0072330	monocarboxylic acid biosynthetic process
     20 GO:0099513	polymeric cytoskeletal fiber
     20 GO:1901991	negative regulation of mitotic cell cycle phase transition
     21 GO:0001775	cell activation
     21 GO:0003008	system process
     21 GO:0004386	helicase activity
     21 GO:0005802	trans-Golgi network
     21 GO:0007423	sensory organ development
     21 GO:0008092	cytoskeletal protein binding
     21 GO:0009101	glycoprotein biosynthetic process
     21 GO:0010494	cytoplasmic stress granule
     21 GO:0010562	positive regulation of phosphorus metabolic process
     21 GO:0022890	inorganic cation transmembrane transporter activity
     21 GO:0031301	integral component of organelle membrane
     21 GO:0035966	response to topologically incorrect protein
     21 GO:0044282	small molecule catabolic process
     21 GO:0045055	regulated exocytosis
     21 GO:0045087	innate immune response
     21 GO:0045597	positive regulation of cell differentiation
     21 GO:0045937	positive regulation of phosphate metabolic process
     21 GO:0051093	negative regulation of developmental process
     21 GO:0051648	vesicle localization
     21 GO:0051650	establishment of vesicle localization
     21 GO:0051960	regulation of nervous system development
     21 GO:0055082	cellular chemical homeostasis
     21 GO:0061695	transferase complex, transferring phosphorus-containing groups
     21 GO:0070035	obsolete purine NTP-dependent helicase activity
     21 GO:1901989	positive regulation of cell cycle phase transition
     21 GO:1901992	positive regulation of mitotic cell cycle phase transition
     21 GO:1905368	peptidase complex
     22 GO:0000075	cell cycle checkpoint
     22 GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
     22 GO:0000904	cell morphogenesis involved in differentiation
     22 GO:0003690	double-stranded DNA binding
     22 GO:0005681	spliceosomal complex
     22 GO:0005938	cell cortex
     22 GO:0006260	DNA replication
     22 GO:0008270	zinc ion binding
     22 GO:0012506	vesicle membrane
     22 GO:0016197	endosomal transport
     22 GO:0017038	protein import
     22 GO:0022804	active transmembrane transporter activity
     22 GO:0030030	cell projection organization
     22 GO:0030659	cytoplasmic vesicle membrane
     22 GO:0031300	intrinsic component of organelle membrane
     22 GO:0032101	regulation of response to external stimulus
     22 GO:0032259	methylation
     22 GO:0036477	somatodendritic compartment
     22 GO:0043086	negative regulation of catalytic activity
     22 GO:0043565	sequence-specific DNA binding
     22 GO:0044297	cell body
     22 GO:0044455	obsolete mitochondrial membrane part
     22 GO:0051241	negative regulation of multicellular organismal process
     22 GO:0070201	regulation of establishment of protein localization
     22 GO:0071214	cellular response to abiotic stimulus
     22 GO:0090066	regulation of anatomical structure size
     22 GO:0098813	nuclear chromosome segregation
     22 GO:0098852	lytic vacuole membrane
     22 GO:0099402	plant organ development
     22 GO:0104004	cellular response to environmental stimulus
     22 GO:0120036	plasma membrane bounded cell projection organization
     23 GO:0008047	enzyme activator activity
     23 GO:0008134	transcription factor binding
     23 GO:0016032	viral process
     23 GO:0016607	nuclear speck
     23 GO:0017016	Ras GTPase binding
     23 GO:0030001	metal ion transport
     23 GO:0030036	actin cytoskeleton organization
     23 GO:0030176	integral component of endoplasmic reticulum membrane
     23 GO:0031227	intrinsic component of endoplasmic reticulum membrane
     23 GO:0031267	small GTPase binding
     23 GO:0032984	protein-containing complex disassembly
     23 GO:0033047	regulation of mitotic sister chromatid segregation
     23 GO:0033218	amide binding
     23 GO:0042255	ribosome assembly
     23 GO:0042274	ribosomal small subunit biogenesis
     23 GO:0043065	positive regulation of apoptotic process
     23 GO:0044456	obsolete synapse part
     23 GO:0048589	developmental growth
     23 GO:0051259	protein complex oligomerization
     23 GO:0060627	regulation of vesicle-mediated transport
     23 GO:0071166	ribonucleoprotein complex localization
     23 GO:0071426	ribonucleoprotein complex export from nucleus
     23 GO:0098687	chromosomal region
     23 GO:0098798	mitochondrial protein complex
     23 GO:1901699	cellular response to nitrogen compound
     24 GO:0000226	microtubule cytoskeleton organization
     24 GO:0002252	immune effector process
     24 GO:0003682	chromatin binding
     24 GO:0004674	protein serine/threonine kinase activity
     24 GO:0005844	polysome
     24 GO:0006310	DNA recombination
     24 GO:0006399	tRNA metabolic process
     24 GO:0006405	RNA export from nucleus
     24 GO:0008324	cation transmembrane transporter activity
     24 GO:0008340	determination of adult lifespan
     24 GO:0009941	chloroplast envelope
     24 GO:0010008	endosome membrane
     24 GO:0010259	multicellular organism aging
     24 GO:0010506	regulation of autophagy
     24 GO:0019216	regulation of lipid metabolic process
     24 GO:0030029	actin filament-based process
     24 GO:0030182	neuron differentiation
     24 GO:0034097	response to cytokine
     24 GO:0042803	protein homodimerization activity
     24 GO:0043066	negative regulation of apoptotic process
     24 GO:0048477	oogenesis
     24 GO:0060284	regulation of cell development
     24 GO:0071824	protein-DNA complex subunit organization
     24 GO:0098662	inorganic cation transmembrane transport
     24 GO:0099080	supramolecular complex
     24 GO:0099081	supramolecular polymer
     24 GO:0099503	secretory vesicle
     24 GO:0099512	supramolecular fiber
     24 GO:0099568	cytoplasmic region
     24 GO:1903046	meiotic cell cycle process
     25 GO:0006164	purine nucleotide biosynthetic process
     25 GO:0006611	protein export from nucleus
     25 GO:0007034	vacuolar transport
     25 GO:0009100	glycoprotein metabolic process
     25 GO:0009152	purine ribonucleotide biosynthetic process
     25 GO:0009260	ribonucleotide biosynthetic process
     25 GO:0009532	plastid stroma
     25 GO:0009570	chloroplast stroma
     25 GO:0009617	response to bacterium
     25 GO:0009651	response to salt stress
     25 GO:0016050	vesicle organization
     25 GO:0016458	gene silencing
     25 GO:0016567	protein ubiquitination
     25 GO:0019904	protein domain specific binding
     25 GO:0033045	regulation of sister chromatid segregation
     25 GO:0042273	ribosomal large subunit biogenesis
     25 GO:0043069	negative regulation of programmed cell death
     25 GO:0044089	positive regulation of cellular component biogenesis
     25 GO:0045047	protein targeting to ER
     25 GO:0045202	synapse
     25 GO:0045944	positive regulation of transcription by RNA polymerase II
     25 GO:0046390	ribose phosphate biosynthetic process
     25 GO:0048471	perinuclear region of cytoplasm
     25 GO:0050776	regulation of immune response
     25 GO:0051345	positive regulation of hydrolase activity
     25 GO:0051493	regulation of cytoskeleton organization
     25 GO:0072522	purine-containing compound biosynthetic process
     25 GO:0090087	regulation of peptide transport
     25 GO:0097305	response to alcohol
     25 GO:1901988	negative regulation of cell cycle phase transition
     26 GO:0000902	cell morphogenesis
     26 GO:0004672	protein kinase activity
     26 GO:0005815	microtubule organizing center
     26 GO:0005975	carbohydrate metabolic process
     26 GO:0006091	generation of precursor metabolites and energy
     26 GO:0006820	anion transport
     26 GO:0006914	autophagy
     26 GO:0008135	translation factor activity, RNA binding
     26 GO:0009408	response to heat
     26 GO:0009526	plastid envelope
     26 GO:0012501	programmed cell death
     26 GO:0030424	axon
     26 GO:0035690	cellular response to drug
     26 GO:0043068	positive regulation of programmed cell death
     26 GO:0045930	negative regulation of mitotic cell cycle
     26 GO:0050801	ion homeostasis
     26 GO:0051168	nuclear export
     26 GO:0051983	regulation of chromosome segregation
     26 GO:0061919	process utilizing autophagic mechanism
     26 GO:0071103	DNA conformation change
     26 GO:0090501	RNA phosphodiester bond hydrolysis
     26 GO:2001252	positive regulation of chromosome organization
     27 GO:0001932	regulation of protein phosphorylation
     27 GO:0006366	transcription by RNA polymerase II
     27 GO:0007088	regulation of mitotic nuclear division
     27 GO:0009108	obsolete coenzyme biosynthetic process
     27 GO:0031347	regulation of defense response
     27 GO:0043254	regulation of protein-containing complex assembly
     27 GO:0044440	obsolete endosomal part
     27 GO:0045862	positive regulation of proteolysis
     27 GO:0051338	regulation of transferase activity
     27 GO:0070972	protein localization to endoplasmic reticulum
     27 GO:0072599	establishment of protein localization to endoplasmic reticulum
     27 GO:2000241	regulation of reproductive process
     28 GO:0000139	Golgi membrane
     28 GO:0006612	protein targeting to membrane
     28 GO:0006887	exocytosis
     28 GO:0008233	peptidase activity
     28 GO:0009636	response to toxic substance
     28 GO:0010256	endomembrane system organization
     28 GO:0016853	isomerase activity
     28 GO:0031331	positive regulation of cellular catabolic process
     28 GO:0031503	protein-containing complex localization
     28 GO:0040029	regulation of gene expression, epigenetic
     28 GO:0048037	obsolete cofactor binding
     28 GO:0051052	regulation of DNA metabolic process
     28 GO:0080135	regulation of cellular response to stress
     28 GO:0098542	defense response to other organism
     28 GO:0098655	cation transmembrane transport
     28 GO:0098660	inorganic ion transmembrane transport
     29 GO:0007059	chromosome segregation
     29 GO:0007292	female gamete generation
     29 GO:0008219	cell death
     29 GO:0010942	positive regulation of cell death
     29 GO:0032446	protein modification by small protein conjugation
     29 GO:0034976	response to endoplasmic reticulum stress
     29 GO:0035295	tube development
     29 GO:0045931	positive regulation of mitotic cell cycle
     29 GO:0051020	GTPase binding
     29 GO:0051050	positive regulation of transport
     30 GO:0005635	nuclear envelope
     30 GO:0009165	nucleotide biosynthetic process
     30 GO:0009896	positive regulation of catabolic process
     30 GO:0019725	cellular homeostasis
     30 GO:0022411	cellular component disassembly
     30 GO:0030162	regulation of proteolysis
     30 GO:0031401	positive regulation of protein modification process
     30 GO:0032989	cellular component morphogenesis
     30 GO:0040008	regulation of growth
     30 GO:0042127	regulation of cell population proliferation
     30 GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
     30 GO:0043900	regulation of multi-organism process
     30 GO:0046677	response to antibiotic
     30 GO:0050657	nucleic acid transport
     30 GO:0050658	RNA transport
     30 GO:0051236	establishment of RNA localization
     30 GO:1901293	nucleoside phosphate biosynthetic process
     31 GO:0000280	nuclear division
     31 GO:0000323	lytic vacuole
     31 GO:0000398	mRNA splicing, via spliceosome
     31 GO:0003735	structural constituent of ribosome
     31 GO:0006520	cellular amino acid metabolic process
     31 GO:0006897	endocytosis
     31 GO:0006913	nucleocytoplasmic transport
     31 GO:0007005	mitochondrion organization
     31 GO:0009266	response to temperature stimulus
     31 GO:0009887	animal organ morphogenesis
     31 GO:0010498	proteasomal protein catabolic process
     31 GO:0010639	negative regulation of organelle organization
     31 GO:0044403	symbiotic process
     31 GO:0048193	Golgi vesicle transport
     31 GO:0051169	nuclear transport
     31 GO:0051321	meiotic cell cycle
     31 GO:0060548	negative regulation of cell death
     31 GO:0090068	positive regulation of cell cycle process
     32 GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
     32 GO:0006403	RNA localization
     32 GO:0009267	cellular response to starvation
     32 GO:0009416	response to light stimulus
     32 GO:0009968	negative regulation of signal transduction
