      1 GO:0000027	ribosomal large subunit assembly
      2 GO:0030176	integral component of endoplasmic reticulum membrane
      2 GO:0030308	negative regulation of cell growth
      2 GO:0030334	regulation of cell migration
      2 GO:0030335	positive regulation of cell migration
      2 GO:0030433	ubiquitin-dependent ERAD pathway
      2 GO:0030659	cytoplasmic vesicle membrane
      2 GO:0030684	preribosome
      2 GO:0030879	mammary gland development
      2 GO:0031056	regulation of histone modification
      2 GO:0031058	positive regulation of histone modification
      2 GO:0031226	intrinsic component of plasma membrane
      2 GO:0031227	intrinsic component of endoplasmic reticulum membrane
      2 GO:0031228	intrinsic component of Golgi membrane
      2 GO:0031267	small GTPase binding
      2 GO:0031300	intrinsic component of organelle membrane
      2 GO:0031301	integral component of organelle membrane
      2 GO:0031330	negative regulation of cellular catabolic process
      2 GO:0031344	regulation of cell projection organization
      2 GO:0031347	regulation of defense response
      2 GO:0031396	regulation of protein ubiquitination
      2 GO:0031397	negative regulation of protein ubiquitination
      2 GO:0031400	negative regulation of protein modification process
      2 GO:0031503	protein-containing complex localization
      2 GO:0031625	ubiquitin protein ligase binding
      2 GO:0031668	cellular response to extracellular stimulus
      2 GO:0031669	cellular response to nutrient levels
      2 GO:0032101	regulation of response to external stimulus
      2 GO:0032153	cell division site
      2 GO:0032259	methylation
      2 GO:0032386	regulation of intracellular transport
      2 GO:0032387	negative regulation of intracellular transport
      2 GO:0032456	endocytic recycling
      2 GO:0032555	purine ribonucleotide binding
      2 GO:0032784	regulation of DNA-templated transcription, elongation
      2 GO:0032940	secretion by cell
      2 GO:0033044	regulation of chromosome organization
      2 GO:0033674	positive regulation of kinase activity
      2 GO:0033993	response to lipid
      2 GO:0034243	regulation of transcription elongation from RNA polymerase II promoter
      2 GO:0034250	positive regulation of cellular amide metabolic process
      2 GO:0034614	cellular response to reactive oxygen species
      2 GO:0034968	histone lysine methylation
      2 GO:0035107	appendage morphogenesis
      2 GO:0035114	imaginal disc-derived appendage morphogenesis
      2 GO:0035120	post-embryonic appendage morphogenesis
      2 GO:0035150	regulation of tube size
      2 GO:0035220	wing disc development
      2 GO:0035296	regulation of tube diameter
      2 GO:0035639	purine ribonucleoside triphosphate binding
      2 GO:0035966	response to topologically incorrect protein
      2 GO:0035967	cellular response to topologically incorrect protein
      2 GO:0036503	ERAD pathway
      2 GO:0040002	collagen and cuticulin-based cuticle development
      2 GO:0040003	chitin-based cuticle development
      2 GO:0040008	regulation of growth
      2 GO:0040029	regulation of gene expression, epigenetic
      2 GO:0040032	post-embryonic body morphogenesis
      2 GO:0042060	wound healing
      2 GO:0042303	molting cycle
      2 GO:0042338	cuticle development involved in collagen and cuticulin-based cuticle molting cycle
      2 GO:0042393	histone binding
      2 GO:0042403	thyroid hormone metabolic process
      2 GO:0042594	response to starvation
      2 GO:0042788	polysomal ribosome
      2 GO:0043085	positive regulation of catalytic activity
      2 GO:0043086	negative regulation of catalytic activity
      2 GO:0043200	response to amino acid
      2 GO:0043392	negative regulation of DNA binding
      2 GO:0043405	regulation of MAP kinase activity
      2 GO:0043406	positive regulation of MAP kinase activity
      2 GO:0043408	regulation of MAPK cascade
      2 GO:0043410	positive regulation of MAPK cascade
      2 GO:0043414	macromolecule methylation
      2 GO:0043500	muscle adaptation
      2 GO:0043523	regulation of neuron apoptotic process
      2 GO:0043524	negative regulation of neuron apoptotic process
      2 GO:0043549	regulation of kinase activity
      2 GO:0043565	sequence-specific DNA binding
      2 GO:0043572	plastid fission
      2 GO:0043648	dicarboxylic acid metabolic process
      2 GO:0043903	regulation of symbiotic process
      2 GO:0044036	cell wall macromolecule metabolic process
      2 GO:0044042	glucan metabolic process
      2 GO:0044262	cellular carbohydrate metabolic process
      2 GO:0044273	sulfur compound catabolic process
      2 GO:0044389	ubiquitin-like protein ligase binding
      2 GO:0044391	ribosomal subunit
      2 GO:0044403	symbiotic process
      2 GO:0044421	obsolete extracellular region part
      2 GO:0044430	obsolete cytoskeletal part
      2 GO:0044445	obsolete cytosolic part
      2 GO:0044456	obsolete synapse part
      2 GO:0044706	multi-multicellular organism process
      2 GO:0044770	cell cycle phase transition
      2 GO:0044772	mitotic cell cycle phase transition
      2 GO:0044843	cell cycle G1/S phase transition
      2 GO:0045047	protein targeting to ER
      2 GO:0045088	regulation of innate immune response
      2 GO:0045120	pronucleus
      2 GO:0045202	synapse
      2 GO:0045333	cellular respiration
      2 GO:0045471	response to ethanol
      2 GO:0045664	regulation of neuron differentiation
      2 GO:0045727	positive regulation of translation
      2 GO:0045814	negative regulation of gene expression, epigenetic
      2 GO:0045859	regulation of protein kinase activity
      2 GO:0045860	positive regulation of protein kinase activity
      2 GO:0045926	negative regulation of growth
      2 GO:0046339	diacylglycerol metabolic process
      2 GO:0046625	sphingolipid binding
      2 GO:0046683	response to organophosphorus
      2 GO:0046782	regulation of viral transcription
      2 GO:0046942	carboxylic acid transport
      2 GO:0046943	carboxylic acid transmembrane transporter activity
      2 GO:0048046	apoplast
      2 GO:0048067	cuticle pigmentation
      2 GO:0048085	adult chitin-containing cuticle pigmentation
      2 GO:0048232	male gamete generation
      2 GO:0048311	mitochondrion distribution
      2 GO:0048312	intracellular distribution of mitochondria
      2 GO:0048316	seed development
      2 GO:0048364	root development
      2 GO:0048367	shoot system development
      2 GO:0048563	post-embryonic animal organ morphogenesis
      2 GO:0048565	digestive tract development
      2 GO:0048569	post-embryonic animal organ development
      2 GO:0048588	developmental cell growth
      2 GO:0048646	anatomical structure formation involved in morphogenesis
      2 GO:0048660	regulation of smooth muscle cell proliferation
      2 GO:0048662	negative regulation of smooth muscle cell proliferation
      2 GO:0048707	instar larval or pupal morphogenesis
      2 GO:0048736	appendage development
      2 GO:0048737	imaginal disc-derived appendage development
      2 GO:0048871	multicellular organismal homeostasis
      2 GO:0048872	homeostasis of number of cells
      2 GO:0050657	nucleic acid transport
      2 GO:0050658	RNA transport
      2 GO:0050661	NADP binding
      2 GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor
      2 GO:0050769	positive regulation of neurogenesis
      2 GO:0050773	regulation of dendrite development
      2 GO:0050792	regulation of viral process
      2 GO:0050830	defense response to Gram-positive bacterium
      2 GO:0050878	regulation of body fluid levels
      2 GO:0051046	regulation of secretion
      2 GO:0051051	negative regulation of transport
      2 GO:0051052	regulation of DNA metabolic process
      2 GO:0051100	negative regulation of binding
      2 GO:0051101	regulation of DNA binding
      2 GO:0051117	ATPase binding
      2 GO:0051130	positive regulation of cellular component organization
      2 GO:0051149	positive regulation of muscle cell differentiation
      2 GO:0051150	regulation of smooth muscle cell differentiation
      2 GO:0051152	positive regulation of smooth muscle cell differentiation
      2 GO:0051168	nuclear export
      2 GO:0051169	nuclear transport
      2 GO:0051236	establishment of RNA localization
      2 GO:0051262	protein tetramerization
      2 GO:0051270	regulation of cellular component movement
      2 GO:0051272	positive regulation of cellular component movement
      2 GO:0051289	protein homotetramerization
      2 GO:0051301	cell division
      2 GO:0051347	positive regulation of transferase activity
      2 GO:0051348	negative regulation of transferase activity
      2 GO:0051445	regulation of meiotic cell cycle
      2 GO:0051447	negative regulation of meiotic cell cycle
      2 GO:0051493	regulation of cytoskeleton organization
      2 GO:0051591	response to cAMP
      2 GO:0051646	mitochondrion localization
      2 GO:0051648	vesicle localization
      2 GO:0051650	establishment of vesicle localization
      2 GO:0051817	modulation of process of other organism involved in symbiotic interaction
      2 GO:0051962	positive regulation of nervous system development
      2 GO:0052689	carboxylic ester hydrolase activity
      2 GO:0055037	recycling endosome
      2 GO:0055065	metal ion homeostasis
      2 GO:0055072	iron ion homeostasis
      2 GO:0055076	transition metal ion homeostasis
      2 GO:0055123	digestive system development
      2 GO:0060429	epithelium development
      2 GO:0060562	epithelial tube morphogenesis
      2 GO:0060627	regulation of vesicle-mediated transport
      2 GO:0061025	membrane fusion
      2 GO:0061630	ubiquitin protein ligase activity
      2 GO:0061659	ubiquitin-like protein ligase activity
      2 GO:0061919	process utilizing autophagic mechanism
      2 GO:0070646	protein modification by small protein removal
      2 GO:0070925	organelle assembly
      2 GO:0070972	protein localization to endoplasmic reticulum
      2 GO:0071166	ribonucleoprotein complex localization
      2 GO:0071236	cellular response to antibiotic
      2 GO:0071241	cellular response to inorganic substance
      2 GO:0071426	ribonucleoprotein complex export from nucleus
      2 GO:0071495	cellular response to endogenous stimulus
      2 GO:0071496	cellular response to external stimulus
      2 GO:0071554	cell wall organization or biogenesis
      2 GO:0071826	ribonucleoprotein complex subunit organization
      2 GO:0071900	regulation of protein serine/threonine kinase activity
      2 GO:0071902	positive regulation of protein serine/threonine kinase activity
      2 GO:0072330	monocarboxylic acid biosynthetic process
      2 GO:0072348	sulfur compound transport
      2 GO:0072521	purine-containing compound metabolic process
      2 GO:0072522	purine-containing compound biosynthetic process
      2 GO:0072594	establishment of protein localization to organelle
      2 GO:0072599	establishment of protein localization to endoplasmic reticulum
      2 GO:0080135	regulation of cellular response to stress
      2 GO:0090305	nucleic acid phosphodiester bond hydrolysis
      2 GO:0090501	RNA phosphodiester bond hydrolysis
      2 GO:0090558	plant epidermis development
      2 GO:0090627	plant epidermal cell differentiation
      2 GO:0097190	apoptotic signaling pathway
      2 GO:0097193	intrinsic apoptotic signaling pathway
      2 GO:0097305	response to alcohol
      2 GO:0097746	regulation of blood vessel diameter
      2 GO:0097755	positive regulation of blood vessel diameter
      2 GO:0098657	import into cell
      2 GO:0098852	lytic vacuole membrane
      2 GO:0099023	vesicle tethering complex
      2 GO:0099503	secretory vesicle
      2 GO:0101005	ubiquitinyl hydrolase activity
      2 GO:0120035	regulation of plasma membrane bounded cell projection organization
      2 GO:0140030	modification-dependent protein binding
      2 GO:0140053	mitochondrial gene expression
      2 GO:0140101	catalytic activity, acting on a tRNA
      2 GO:0150034	distal axon
      2 GO:1901264	carbohydrate derivative transport
      2 GO:1901568	fatty acid derivative metabolic process
      2 GO:1901606	alpha-amino acid catabolic process
      2 GO:1901616	organic hydroxy compound catabolic process
      2 GO:1901617	organic hydroxy compound biosynthetic process
      2 GO:1901682	sulfur compound transmembrane transporter activity
      2 GO:1901701	cellular response to oxygen-containing compound
      2 GO:1901796	regulation of signal transduction by p53 class mediator
      2 GO:1902275	regulation of chromatin organization
      2 GO:1902475	L-alpha-amino acid transmembrane transport
      2 GO:1902532	negative regulation of intracellular signal transduction
      2 GO:1902807	negative regulation of cell cycle G1/S phase transition
      2 GO:1903320	regulation of protein modification by small protein conjugation or removal
      2 GO:1903321	negative regulation of protein modification by small protein conjugation or removal
      2 GO:1903530	regulation of secretion by cell
      2 GO:1903825	organic acid transmembrane transport
      2 GO:1904705	regulation of vascular associated smooth muscle cell proliferation
      2 GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation
      2 GO:1905039	carboxylic acid transmembrane transport
      2 GO:1905063	regulation of vascular associated smooth muscle cell differentiation
      2 GO:1905065	positive regulation of vascular associated smooth muscle cell differentiation
      2 GO:1905269	positive regulation of chromatin organization
      2 GO:1990745	EARP complex
      2 GO:1990823	response to leukemia inhibitory factor
      2 GO:1990830	cellular response to leukemia inhibitory factor
      2 GO:1990837	sequence-specific double-stranded DNA binding
      2 GO:2000045	regulation of G1/S transition of mitotic cell cycle
      2 GO:2000134	negative regulation of G1/S transition of mitotic cell cycle
      2 GO:2000145	regulation of cell motility
      2 GO:2000147	positive regulation of cell motility
      2 GO:2000241	regulation of reproductive process
      2 GO:2000242	negative regulation of reproductive process
      2 GO:2001242	regulation of intrinsic apoptotic signaling pathway
      2 GO:2001252	positive regulation of chromosome organization
      3 GO:0000096	sulfur amino acid metabolic process
      3 GO:0000302	response to reactive oxygen species
      3 GO:0000956	nuclear-transcribed mRNA catabolic process
      3 GO:0001067	regulatory region nucleic acid binding
      3 GO:0001101	response to acid chemical
      3 GO:0001666	response to hypoxia
      3 GO:0001817	regulation of cytokine production
      3 GO:0001932	regulation of protein phosphorylation
      3 GO:0001934	positive regulation of protein phosphorylation
      3 GO:0002119	nematode larval development
      3 GO:0002164	larval development
      3 GO:0003008	system process
      3 GO:0003682	chromatin binding
      3 GO:0003700	DNA-binding transcription factor activity
      3 GO:0003729	mRNA binding
      3 GO:0004842	ubiquitin-protein transferase activity
      3 GO:0005509	calcium ion binding
      3 GO:0005516	calmodulin binding
      3 GO:0005793	endoplasmic reticulum-Golgi intermediate compartment
      3 GO:0005795	Golgi stack
      3 GO:0005802	trans-Golgi network
      3 GO:0006091	generation of precursor metabolites and energy
      3 GO:0006281	DNA repair
      3 GO:0006397	mRNA processing
      3 GO:0006402	mRNA catabolic process
      3 GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
      3 GO:0006638	neutral lipid metabolic process
      3 GO:0006639	acylglycerol metabolic process
      3 GO:0006753	nucleoside phosphate metabolic process
      3 GO:0006801	superoxide metabolic process
      3 GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
      3 GO:0007034	vacuolar transport
      3 GO:0007041	lysosomal transport
      3 GO:0007267	cell-cell signaling
      3 GO:0007409	axonogenesis
      3 GO:0007411	axon guidance
      3 GO:0008092	cytoskeletal protein binding
      3 GO:0008219	cell death
      3 GO:0008270	zinc ion binding
      3 GO:0008284	positive regulation of cell population proliferation
      3 GO:0008289	lipid binding
      3 GO:0008514	organic anion transmembrane transporter activity
      3 GO:0009069	serine family amino acid metabolic process
      3 GO:0009070	serine family amino acid biosynthetic process
      3 GO:0009117	nucleotide metabolic process
      3 GO:0009165	nucleotide biosynthetic process
      3 GO:0009259	ribonucleotide metabolic process
      3 GO:0009260	ribonucleotide biosynthetic process
      3 GO:0009611	response to wounding
      3 GO:0009620	response to fungus
      3 GO:0009657	plastid organization
      3 GO:0009887	animal organ morphogenesis
      3 GO:0009896	positive regulation of catabolic process
      3 GO:0010256	endomembrane system organization
      3 GO:0010498	proteasomal protein catabolic process
      3 GO:0010639	negative regulation of organelle organization
      3 GO:0010821	regulation of mitochondrion organization
      3 GO:0014074	response to purine-containing compound
      3 GO:0015318	inorganic molecular entity transmembrane transporter activity
      3 GO:0015631	tubulin binding
      3 GO:0015931	nucleobase-containing compound transport
      3 GO:0015980	energy derivation by oxidation of organic compounds
      3 GO:0016049	cell growth
      3 GO:0016050	vesicle organization
      3 GO:0016209	antioxidant activity
      3 GO:0016241	regulation of macroautophagy
      3 GO:0016298	lipase activity
      3 GO:0016311	dephosphorylation
      3 GO:0016458	gene silencing
      3 GO:0016567	protein ubiquitination
      3 GO:0016651	oxidoreductase activity, acting on NAD(P)H
      3 GO:0016758	transferase activity, transferring hexosyl groups
      3 GO:0016791	phosphatase activity
      3 GO:0016829	lyase activity
      3 GO:0016853	isomerase activity
      3 GO:0016999	antibiotic metabolic process
      3 GO:0017000	antibiotic biosynthetic process
      3 GO:0018205	peptidyl-lysine modification
      3 GO:0018958	phenol-containing compound metabolic process
      3 GO:0019693	ribose phosphate metabolic process
      3 GO:0020037	heme binding
      3 GO:0030145	manganese ion binding
      3 GO:0030162	regulation of proteolysis
      3 GO:0030424	axon
      3 GO:0030425	dendrite
      3 GO:0031099	regeneration
      3 GO:0031100	animal organ regeneration
      3 GO:0031331	positive regulation of cellular catabolic process
      3 GO:0032092	positive regulation of protein binding
      3 GO:0032269	negative regulation of cellular protein metabolic process
      3 GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process
      3 GO:0032504	multicellular organism reproduction
      3 GO:0032553	ribonucleotide binding
      3 GO:0032880	regulation of protein localization
      3 GO:0033267	obsolete axon part
      3 GO:0034599	cellular response to oxidative stress
      3 GO:0035239	tube morphogenesis
      3 GO:0035821	modulation of process of other organism
      3 GO:0036293	response to decreased oxygen levels
      3 GO:0040012	regulation of locomotion
      3 GO:0040017	positive regulation of locomotion
      3 GO:0042176	regulation of protein catabolic process
      3 GO:0042325	regulation of phosphorylation
      3 GO:0042327	positive regulation of phosphorylation
      3 GO:0042335	cuticle development
      3 GO:0042445	hormone metabolic process
      3 GO:0042542	response to hydrogen peroxide
      3 GO:0042554	superoxide anion generation
      3 GO:0042743	hydrogen peroxide metabolic process
      3 GO:0042803	protein homodimerization activity
      3 GO:0043021	ribonucleoprotein complex binding
      3 GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
      3 GO:0043393	regulation of protein binding
      3 GO:0043473	pigmentation
      3 GO:0044087	regulation of cellular component biogenesis
      3 GO:0044440	obsolete endosomal part
      3 GO:0044451	obsolete nucleoplasm part
      3 GO:0045177	apical part of cell
      3 GO:0045930	negative regulation of mitotic cell cycle
      3 GO:0046390	ribose phosphate biosynthetic process
      3 GO:0046906	tetrapyrrole binding
      3 GO:0046983	protein dimerization activity
      3 GO:0048066	developmental pigmentation
      3 GO:0048471	perinuclear region of cytoplasm
      3 GO:0048608	reproductive structure development
      3 GO:0048609	multicellular organismal reproductive process
      3 GO:0048667	cell morphogenesis involved in neuron differentiation
      3 GO:0048729	tissue morphogenesis
      3 GO:0050665	hydrogen peroxide biosynthetic process
      3 GO:0050767	regulation of neurogenesis
      3 GO:0050776	regulation of immune response
      3 GO:0050801	ion homeostasis
      3 GO:0050832	defense response to fungus
      3 GO:0051020	GTPase binding
      3 GO:0051050	positive regulation of transport
      3 GO:0051099	positive regulation of binding
      3 GO:0051147	regulation of muscle cell differentiation
      3 GO:0051241	negative regulation of multicellular organismal process
      3 GO:0051248	negative regulation of protein metabolic process
      3 GO:0051260	protein homooligomerization
      3 GO:0051606	detection of stimulus
      3 GO:0051656	establishment of organelle localization
      3 GO:0051960	regulation of nervous system development
      3 GO:0055080	cation homeostasis
      3 GO:0055082	cellular chemical homeostasis
      3 GO:0060284	regulation of cell development
      3 GO:0060560	developmental growth involved in morphogenesis
      3 GO:0061136	regulation of proteasomal protein catabolic process
      3 GO:0061458	reproductive system development
      3 GO:0061564	axon development
      3 GO:0070482	response to oxygen levels
      3 GO:0072359	circulatory system development
      3 GO:0072593	reactive oxygen species metabolic process
      3 GO:0072657	protein localization to membrane
      3 GO:0090066	regulation of anatomical structure size
      3 GO:0090150	establishment of protein localization to membrane
      3 GO:0097421	liver regeneration
      3 GO:0097447	dendritic tree
      3 GO:0097485	neuron projection guidance
      3 GO:0098687	chromosomal region
      3 GO:0098754	detoxification
      3 GO:0098771	inorganic ion homeostasis
      3 GO:0098796	membrane protein complex
      3 GO:0098869	cellular oxidant detoxification
      3 GO:1901214	regulation of neuron death
      3 GO:1901215	negative regulation of neuron death
      3 GO:1901293	nucleoside phosphate biosynthetic process
      3 GO:1901342	regulation of vasculature development
      3 GO:1901988	negative regulation of cell cycle phase transition
      3 GO:1901991	negative regulation of mitotic cell cycle phase transition
      3 GO:1902806	regulation of cell cycle G1/S phase transition
      3 GO:1903050	regulation of proteolysis involved in cellular protein catabolic process
      3 GO:1903362	regulation of cellular protein catabolic process
      3 GO:1903409	reactive oxygen species biosynthetic process
      3 GO:1904018	positive regulation of vasculature development
      3 GO:1990748	cellular detoxification
      3 GO:2000058	regulation of ubiquitin-dependent protein catabolic process
      3 GO:2001234	negative regulation of apoptotic signaling pathway
      4 GO:0000322	storage vacuole
      4 GO:0000324	fungal-type vacuole
      4 GO:0000790	nuclear chromatin
      4 GO:0000904	cell morphogenesis involved in differentiation
      4 GO:0001889	liver development
      4 GO:0002682	regulation of immune system process
      4 GO:0003006	developmental process involved in reproduction
      4 GO:0003677	DNA binding
      4 GO:0004175	endopeptidase activity
      4 GO:0004222	metalloendopeptidase activity
      4 GO:0005576	extracellular region
      4 GO:0005774	vacuolar membrane
      4 GO:0005975	carbohydrate metabolic process
      4 GO:0006364	rRNA processing
      4 GO:0006417	regulation of translation
      4 GO:0006486	protein glycosylation
      4 GO:0006511	ubiquitin-dependent protein catabolic process
      4 GO:0006928	movement of cell or subcellular component
      4 GO:0006935	chemotaxis
      4 GO:0007584	response to nutrient
      4 GO:0008283	cell population proliferation
      4 GO:0008285	negative regulation of cell population proliferation
      4 GO:0008509	anion transmembrane transporter activity
      4 GO:0009063	cellular amino acid catabolic process
      4 GO:0009100	glycoprotein metabolic process
      4 GO:0009101	glycoprotein biosynthetic process
      4 GO:0009526	plastid envelope
      4 GO:0009615	response to virus
      4 GO:0009651	response to salt stress
      4 GO:0009725	response to hormone
      4 GO:0009967	positive regulation of signal transduction
      4 GO:0010506	regulation of autophagy
      4 GO:0010562	positive regulation of phosphorus metabolic process
      4 GO:0010608	posttranscriptional regulation of gene expression
      4 GO:0010647	positive regulation of cell communication
      4 GO:0015075	ion transmembrane transporter activity
      4 GO:0015711	organic anion transport
      4 GO:0016197	endosomal transport
      4 GO:0016757	transferase activity, transferring glycosyl groups
      4 GO:0018105	peptidyl-serine phosphorylation
      4 GO:0018209	peptidyl-serine modification
      4 GO:0019220	regulation of phosphate metabolic process
      4 GO:0019221	cytokine-mediated signaling pathway
      4 GO:0019725	cellular homeostasis
      4 GO:0019787	ubiquitin-like protein transferase activity
      4 GO:0019842	vitamin binding
      4 GO:0019941	modification-dependent protein catabolic process
      4 GO:0019953	sexual reproduction
      4 GO:0022857	transmembrane transporter activity
      4 GO:0023056	positive regulation of signaling
      4 GO:0030030	cell projection organization
      4 GO:0030170	pyridoxal phosphate binding
      4 GO:0031175	neuron projection development
      4 GO:0031401	positive regulation of protein modification process
      4 GO:0032446	protein modification by small protein conjugation
      4 GO:0032787	monocarboxylic acid metabolic process
      4 GO:0032990	cell part morphogenesis
      4 GO:0033365	protein localization to organelle
      4 GO:0034220	ion transmembrane transport
      4 GO:0034248	regulation of cellular amide metabolic process
      4 GO:0035690	cellular response to drug
      4 GO:0040011	locomotion
      4 GO:0042147	retrograde transport, endosome to Golgi
      4 GO:0042330	taxis
      4 GO:0043413	macromolecule glycosylation
      4 GO:0043433	negative regulation of DNA-binding transcription factor activity
      4 GO:0043632	modification-dependent macromolecule catabolic process
      4 GO:0043901	negative regulation of multi-organism process
      4 GO:0044272	sulfur compound biosynthetic process
      4 GO:0044437	obsolete vacuolar part
      4 GO:0045596	negative regulation of cell differentiation
      4 GO:0045597	positive regulation of cell differentiation
      4 GO:0045937	positive regulation of phosphate metabolic process
      4 GO:0046486	glycerolipid metabolic process
      4 GO:0046677	response to antibiotic
      4 GO:0046777	protein autophosphorylation
      4 GO:0046903	secretion
      4 GO:0048285	organelle fission
      4 GO:0048589	developmental growth
      4 GO:0048812	neuron projection morphogenesis
      4 GO:0048858	cell projection morphogenesis
      4 GO:0048878	chemical homeostasis
      4 GO:0051129	negative regulation of cellular component organization
      4 GO:0051174	regulation of phosphorus metabolic process
      4 GO:0051259	protein complex oligomerization
      4 GO:0051338	regulation of transferase activity
      4 GO:0051640	organelle localization
      4 GO:0055085	transmembrane transport
      4 GO:0060341	regulation of cellular localization
      4 GO:0061008	hepaticobiliary system development
      4 GO:0061024	membrane organization
      4 GO:0070085	glycosylation
      4 GO:0070279	vitamin B6 binding
      4 GO:0080134	regulation of response to stress
      4 GO:0098656	anion transmembrane transport
      4 GO:0099402	plant organ development
      4 GO:0120036	plasma membrane bounded cell projection organization
      4 GO:0120039	plasma membrane bounded cell projection morphogenesis
      4 GO:1901987	regulation of cell cycle phase transition
      4 GO:1901990	regulation of mitotic cell cycle phase transition
      4 GO:1902533	positive regulation of intracellular signal transduction
      4 GO:1990234	transferase complex
      4 GO:2001233	regulation of apoptotic signaling pathway
      5 GO:0000139	Golgi membrane
      5 GO:0000166	nucleotide binding
      5 GO:0000323	lytic vacuole
      5 GO:0004672	protein kinase activity
      5 GO:0004674	protein serine/threonine kinase activity
      5 GO:0005743	mitochondrial inner membrane
      5 GO:0006401	RNA catabolic process
      5 GO:0006412	translation
      5 GO:0006468	protein phosphorylation
      5 GO:0006575	cellular modified amino acid metabolic process
      5 GO:0006811	ion transport
      5 GO:0006820	anion transport
      5 GO:0006955	immune response
      5 GO:0007005	mitochondrion organization
      5 GO:0007166	cell surface receptor signaling pathway
      5 GO:0007346	regulation of mitotic cell cycle
      5 GO:0008610	lipid biosynthetic process
      5 GO:0009532	plastid stroma
      5 GO:0009570	chloroplast stroma
      5 GO:0009719	response to endogenous stimulus
      5 GO:0009791	post-embryonic development
      5 GO:0010038	response to metal ion
      5 GO:0010817	regulation of hormone levels
      5 GO:0010948	negative regulation of cell cycle process
      5 GO:0014070	response to organic cyclic compound
      5 GO:0016054	organic acid catabolic process
      5 GO:0016071	mRNA metabolic process
      5 GO:0016072	rRNA metabolic process
      5 GO:0016482	cytosolic transport
      5 GO:0016485	protein processing
      5 GO:0016569	covalent chromatin modification
      5 GO:0016570	histone modification
      5 GO:0019866	organelle inner membrane
      5 GO:0022613	ribonucleoprotein complex biogenesis
      5 GO:0030182	neuron differentiation
      5 GO:0034470	ncRNA processing
      5 GO:0034622	cellular protein-containing complex assembly
      5 GO:0034654	nucleobase-containing compound biosynthetic process
      5 GO:0034976	response to endoplasmic reticulum stress
      5 GO:0035295	tube development
      5 GO:0036477	somatodendritic compartment
      5 GO:0042254	ribosome biogenesis
      5 GO:0042578	phosphoric ester hydrolase activity
      5 GO:0043025	neuronal cell body
      5 GO:0043900	regulation of multi-organism process
      5 GO:0044297	cell body
      5 GO:0044419	interspecies interaction between organisms
      5 GO:0044433	obsolete cytoplasmic vesicle part
      5 GO:0044434	obsolete chloroplast part
      5 GO:0044454	obsolete nuclear chromosome part
      5 GO:0044463	obsolete cell projection part
      5 GO:0044703	multi-organism reproductive process
      5 GO:0044877	protein-containing complex binding
      5 GO:0045786	negative regulation of cell cycle
      5 GO:0045892	negative regulation of transcription, DNA-templated
      5 GO:0046395	carboxylic acid catabolic process
      5 GO:0046686	response to cadmium ion
      5 GO:0048584	positive regulation of response to stimulus
      5 GO:0048666	neuron development
      5 GO:0050790	regulation of catalytic activity
      5 GO:0051049	regulation of transport
      5 GO:0051090	regulation of DNA-binding transcription factor activity
      5 GO:0051093	negative regulation of developmental process
      5 GO:0051094	positive regulation of developmental process
      5 GO:0051098	regulation of binding
      5 GO:0055086	nucleobase-containing small molecule metabolic process
      5 GO:0090407	organophosphate biosynthetic process
      5 GO:0097237	cellular response to toxic substance
      5 GO:0097367	carbohydrate derivative binding
      5 GO:0098590	plasma membrane region
      5 GO:0120038	obsolete plasma membrane bounded cell projection part
      5 GO:0140110	transcription regulator activity
      5 GO:1901265	nucleoside phosphate binding
      5 GO:1902494	catalytic complex
      5 GO:1902679	negative regulation of RNA biosynthetic process
      5 GO:1903047	mitotic cell cycle process
      5 GO:1903507	negative regulation of nucleic acid-templated transcription
      5 GO:1990904	ribonucleoprotein complex
      6 GO:0000228	nuclear chromosome
      6 GO:0000278	mitotic cell cycle
      6 GO:0000785	chromatin
      6 GO:0000902	cell morphogenesis
      6 GO:0002376	immune system process
      6 GO:0005215	transporter activity
      6 GO:0005740	mitochondrial envelope
      6 GO:0005773	vacuole
      6 GO:0006259	DNA metabolic process
      6 GO:0006325	chromatin organization
      6 GO:0006790	sulfur compound metabolic process
      6 GO:0006970	response to osmotic stress
      6 GO:0006974	cellular response to DNA damage stimulus
      6 GO:0007049	cell cycle
      6 GO:0008237	metallopeptidase activity
      6 GO:0009617	response to bacterium
      6 GO:0009636	response to toxic substance
      6 GO:0009790	embryo development
      6 GO:0009968	negative regulation of signal transduction
      6 GO:0010564	regulation of cell cycle process
      6 GO:0010648	negative regulation of cell communication
      6 GO:0010942	positive regulation of cell death
      6 GO:0016462	pyrophosphatase activity
      6 GO:0016817	hydrolase activity, acting on acid anhydrides
      6 GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
      6 GO:0017144	drug metabolic process
      6 GO:0019438	aromatic compound biosynthetic process
      6 GO:0019637	organophosphate metabolic process
      6 GO:0022402	cell cycle process
      6 GO:0022603	regulation of anatomical structure morphogenesis
      6 GO:0023057	negative regulation of signaling
      6 GO:0031399	regulation of protein modification process
      6 GO:0031966	mitochondrial membrane
