      1 GO:0000002	mitochondrial genome maintenance
      3 GO:0070972	protein localization to endoplasmic reticulum
      3 GO:0071345	cellular response to cytokine stimulus
      3 GO:0072594	establishment of protein localization to organelle
      3 GO:0072599	establishment of protein localization to endoplasmic reticulum
      3 GO:0097305	response to alcohol
      3 GO:0098796	membrane protein complex
      3 GO:0120038	obsolete plasma membrane bounded cell projection part
      3 GO:1900428	regulation of filamentous growth of a population of unicellular organisms
      3 GO:1901135	carbohydrate derivative metabolic process
      3 GO:1901137	carbohydrate derivative biosynthetic process
      3 GO:1901981	phosphatidylinositol phosphate binding
      3 GO:1902494	catalytic complex
      3 GO:1902532	negative regulation of intracellular signal transduction
      3 GO:1902533	positive regulation of intracellular signal transduction
      3 GO:1903047	mitotic cell cycle process
      3 GO:1903050	regulation of proteolysis involved in cellular protein catabolic process
      3 GO:1903362	regulation of cellular protein catabolic process
      3 GO:1990234	transferase complex
      3 GO:2000058	regulation of ubiquitin-dependent protein catabolic process
      3 GO:2000217	regulation of invasive growth in response to glucose limitation
      3 GO:2001233	regulation of apoptotic signaling pathway
      4 GO:0000228	nuclear chromosome
      4 GO:0000902	cell morphogenesis
      4 GO:0002376	immune system process
      4 GO:0003677	DNA binding
      4 GO:0005215	transporter activity
      4 GO:0005694	chromosome
      4 GO:0005730	nucleolus
      4 GO:0005740	mitochondrial envelope
      4 GO:0005768	endosome
      4 GO:0005773	vacuole
      4 GO:0006091	generation of precursor metabolites and energy
      4 GO:0006281	DNA repair
      4 GO:0006396	RNA processing
      4 GO:0006511	ubiquitin-dependent protein catabolic process
      4 GO:0006790	sulfur compound metabolic process
      4 GO:0007049	cell cycle
      4 GO:0007584	response to nutrient
      4 GO:0008284	positive regulation of cell population proliferation
      4 GO:0008285	negative regulation of cell population proliferation
      4 GO:0008289	lipid binding
      4 GO:0009532	plastid stroma
      4 GO:0009570	chloroplast stroma
      4 GO:0009636	response to toxic substance
      4 GO:0009791	post-embryonic development
      4 GO:0009968	negative regulation of signal transduction
      4 GO:0010035	response to inorganic substance
      4 GO:0010564	regulation of cell cycle process
      4 GO:0010648	negative regulation of cell communication
      4 GO:0015980	energy derivation by oxidation of organic compounds
      4 GO:0016021	integral component of membrane
      4 GO:0016071	mRNA metabolic process
      4 GO:0016072	rRNA metabolic process
      4 GO:0016569	covalent chromatin modification
      4 GO:0016570	histone modification
      4 GO:0019220	regulation of phosphate metabolic process
      4 GO:0019637	organophosphate metabolic process
      4 GO:0019787	ubiquitin-like protein transferase activity
      4 GO:0019941	modification-dependent protein catabolic process
      4 GO:0022008	neurogenesis
      4 GO:0022402	cell cycle process
      4 GO:0022613	ribonucleoprotein complex biogenesis
      4 GO:0023057	negative regulation of signaling
      4 GO:0031224	intrinsic component of membrane
      4 GO:0031966	mitochondrial membrane
      4 GO:0032446	protein modification by small protein conjugation
      4 GO:0032989	cellular component morphogenesis
      4 GO:0033365	protein localization to organelle
      4 GO:0034654	nucleobase-containing compound biosynthetic process
      4 GO:0034660	ncRNA metabolic process
      4 GO:0034976	response to endoplasmic reticulum stress
      4 GO:0035556	intracellular signal transduction
      4 GO:0040007	growth
      4 GO:0042254	ribosome biogenesis
      4 GO:0043066	negative regulation of apoptotic process
      4 GO:0043069	negative regulation of programmed cell death
      4 GO:0043632	modification-dependent macromolecule catabolic process
      4 GO:0043900	regulation of multi-organism process
      4 GO:0044092	negative regulation of molecular function
      4 GO:0044419	interspecies interaction between organisms
      4 GO:0044434	obsolete chloroplast part
      4 GO:0044435	obsolete plastid part
      4 GO:0045595	regulation of cell differentiation
      4 GO:0045892	negative regulation of transcription, DNA-templated
      4 GO:0046777	protein autophosphorylation
      4 GO:0048193	Golgi vesicle transport
      4 GO:0048608	reproductive structure development
      4 GO:0048699	generation of neurons
      4 GO:0051049	regulation of transport
      4 GO:0051094	positive regulation of developmental process
      4 GO:0051098	regulation of binding
      4 GO:0051174	regulation of phosphorus metabolic process
      4 GO:0051240	positive regulation of multicellular organismal process
      4 GO:0051603	proteolysis involved in cellular protein catabolic process
      4 GO:0051604	protein maturation
      4 GO:0060548	negative regulation of cell death
      4 GO:0061458	reproductive system development
      4 GO:0072657	protein localization to membrane
      4 GO:0080135	regulation of cellular response to stress
      4 GO:0090150	establishment of protein localization to membrane
      4 GO:0090407	organophosphate biosynthetic process
      4 GO:0097458	obsolete neuron part
      4 GO:0098791	Golgi apparatus subcompartment
      4 GO:0099402	plant organ development
      4 GO:1902679	negative regulation of RNA biosynthetic process
      4 GO:1903507	negative regulation of nucleic acid-templated transcription
      4 GO:1990904	ribonucleoprotein complex
      5 GO:0003723	RNA binding
      5 GO:0004672	protein kinase activity
      5 GO:0004674	protein serine/threonine kinase activity
      5 GO:0005759	mitochondrial matrix
      5 GO:0005789	endoplasmic reticulum membrane
      5 GO:0006259	DNA metabolic process
      5 GO:0006401	RNA catabolic process
      5 GO:0006412	translation
      5 GO:0006417	regulation of translation
      5 GO:0006468	protein phosphorylation
      5 GO:0006970	response to osmotic stress
      5 GO:0008144	drug binding
      5 GO:0009507	chloroplast
      5 GO:0009536	plastid
      5 GO:0009617	response to bacterium
      5 GO:0009719	response to endogenous stimulus
      5 GO:0009725	response to hormone
      5 GO:0009790	embryo development
      5 GO:0009888	tissue development
      5 GO:0009894	regulation of catabolic process
      5 GO:0009991	response to extracellular stimulus
      5 GO:0010243	response to organonitrogen compound
      5 GO:0010608	posttranscriptional regulation of gene expression
      5 GO:0016192	vesicle-mediated transport
      5 GO:0016491	oxidoreductase activity
      5 GO:0016788	hydrolase activity, acting on ester bonds
      5 GO:0018193	peptidyl-amino acid modification
      5 GO:0019438	aromatic compound biosynthetic process
      5 GO:0030163	protein catabolic process
      5 GO:0031329	regulation of cellular catabolic process
      5 GO:0031399	regulation of protein modification process
      5 GO:0031667	response to nutrient levels
      5 GO:0034248	regulation of cellular amide metabolic process
      5 GO:0034655	nucleobase-containing compound catabolic process
      5 GO:0036094	small molecule binding
      5 GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
      5 GO:0042742	defense response to bacterium
      5 GO:0042803	protein homodimerization activity
      5 GO:0042995	cell projection
      5 GO:0044257	cellular protein catabolic process
      5 GO:0044270	cellular nitrogen compound catabolic process
      5 GO:0044431	obsolete Golgi apparatus part
      5 GO:0044432	obsolete endoplasmic reticulum part
      5 GO:0044877	protein-containing complex binding
      5 GO:0046700	heterocycle catabolic process
      5 GO:0046914	transition metal ion binding
      5 GO:0046983	protein dimerization activity
      5 GO:0048468	cell development
      5 GO:0048585	negative regulation of response to stimulus
      5 GO:0050790	regulation of catalytic activity
      5 GO:0051188	obsolete cofactor biosynthetic process
      5 GO:0051253	negative regulation of RNA metabolic process
      5 GO:0051726	regulation of cell cycle
      5 GO:0098542	defense response to other organism
      5 GO:0098805	whole membrane
      5 GO:0098827	endoplasmic reticulum subcompartment
      5 GO:0120025	plasma membrane bounded cell projection
      5 GO:0140098	catalytic activity, acting on RNA
      5 GO:0140110	transcription regulator activity
      5 GO:1901615	organic hydroxy compound metabolic process
      5 GO:1901698	response to nitrogen compound
      5 GO:2000026	regulation of multicellular organismal development
      6 GO:0006325	chromatin organization
      6 GO:0006575	cellular modified amino acid metabolic process
      6 GO:0006952	defense response
      6 GO:0006974	cellular response to DNA damage stimulus
      6 GO:0008233	peptidase activity
      6 GO:0008652	cellular amino acid biosynthetic process
      6 GO:0010558	negative regulation of macromolecule biosynthetic process
      6 GO:0017144	drug metabolic process
      6 GO:0019439	aromatic compound catabolic process
      6 GO:0019953	sexual reproduction
      6 GO:0031410	cytoplasmic vesicle
      6 GO:0031967	organelle envelope
      6 GO:0031975	envelope
      6 GO:0031982	vesicle
      6 GO:0043043	peptide biosynthetic process
      6 GO:0043168	anion binding
      6 GO:0044093	positive regulation of molecular function
      6 GO:0044703	multi-organism reproductive process
      6 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
      6 GO:0045944	positive regulation of transcription by RNA polymerase II
      6 GO:0050793	regulation of developmental process
      6 GO:0051186	obsolete cofactor metabolic process
      6 GO:0051276	chromosome organization
      6 GO:0065003	protein-containing complex assembly
      6 GO:0070647	protein modification by small protein conjugation or removal
      6 GO:0071310	cellular response to organic substance
      6 GO:0080134	regulation of response to stress
      6 GO:0097708	intracellular vesicle
      6 GO:1901361	organic cyclic compound catabolic process
      6 GO:1901607	alpha-amino acid biosynthetic process
      6 GO:1901700	response to oxygen-containing compound
      6 GO:2000113	negative regulation of cellular macromolecule biosynthetic process
      7 GO:0005794	Golgi apparatus
      7 GO:0006518	peptide metabolic process
      7 GO:0007399	nervous system development
      7 GO:0009890	negative regulation of biosynthetic process
      7 GO:0010941	regulation of cell death
      7 GO:0016053	organic acid biosynthetic process
      7 GO:0016773	phosphotransferase activity, alcohol group as acceptor
      7 GO:0018130	heterocycle biosynthetic process
      7 GO:0031327	negative regulation of cellular biosynthetic process
      7 GO:0032270	positive regulation of cellular protein metabolic process
      7 GO:0032879	regulation of localization
      7 GO:0040008	regulation of growth
      7 GO:0042493	response to drug
      7 GO:0042981	regulation of apoptotic process
      7 GO:0043067	regulation of programmed cell death
      7 GO:0043169	cation binding
      7 GO:0043207	response to external biotic stimulus
      7 GO:0045893	positive regulation of transcription, DNA-templated
      7 GO:0045935	positive regulation of nucleobase-containing compound metabolic process
      7 GO:0046394	carboxylic acid biosynthetic process
      7 GO:0046872	metal ion binding
      7 GO:0048513	animal organ development
      7 GO:0051128	regulation of cellular component organization
      7 GO:0051239	regulation of multicellular organismal process
      7 GO:0051247	positive regulation of protein metabolic process
      7 GO:0051254	positive regulation of RNA metabolic process
      7 GO:0051707	response to other organism
      7 GO:1901565	organonitrogen compound catabolic process
      7 GO:1901605	alpha-amino acid metabolic process
      7 GO:1902531	regulation of intracellular signal transduction
      7 GO:1902680	positive regulation of RNA biosynthetic process
      7 GO:1903508	positive regulation of nucleic acid-templated transcription
      8 GO:0003006	developmental process involved in reproduction
      8 GO:0005654	nucleoplasm
      8 GO:0005783	endoplasmic reticulum
      8 GO:0006357	regulation of transcription by RNA polymerase II
      8 GO:0006520	cellular amino acid metabolic process
      8 GO:0006886	intracellular protein transport
      8 GO:0009607	response to biotic stimulus
      8 GO:0009653	anatomical structure morphogenesis
      8 GO:0009966	regulation of signal transduction
      8 GO:0010629	negative regulation of gene expression
      8 GO:0010646	regulation of cell communication
      8 GO:0023051	regulation of signaling
      8 GO:0042127	regulation of cell population proliferation
      8 GO:0043604	amide biosynthetic process
      8 GO:0043933	protein-containing complex subunit organization
      8 GO:0044283	small molecule biosynthetic process
      8 GO:0044429	obsolete mitochondrial part
      8 GO:0055114	oxidation-reduction process
      8 GO:0065008	regulation of biological quality
      8 GO:0098588	bounding membrane of organelle
      9 GO:0003676	nucleic acid binding
      9 GO:0008104	protein localization
      9 GO:0009057	macromolecule catabolic process
      9 GO:0015031	protein transport
      9 GO:0015833	peptide transport
      9 GO:0016070	RNA metabolic process
      9 GO:0016301	kinase activity
      9 GO:0016310	phosphorylation
      9 GO:0016772	transferase activity, transferring phosphorus-containing groups
      9 GO:0019899	enzyme binding
      9 GO:0022607	cellular component assembly
      9 GO:0031984	organelle subcompartment
      9 GO:0034613	cellular protein localization
      9 GO:0042802	identical protein binding
      9 GO:0044265	cellular macromolecule catabolic process
      9 GO:0045184	establishment of protein localization
      9 GO:0051172	negative regulation of nitrogen compound metabolic process
      9 GO:0065009	regulation of molecular function
      9 GO:0070727	cellular macromolecule localization
      9 GO:0070887	cellular response to chemical stimulus
      9 GO:1901362	organic cyclic compound biosynthetic process
     10 GO:0006508	proteolysis
     10 GO:0007165	signal transduction
     10 GO:0009059	macromolecule biosynthetic process
     10 GO:0009628	response to abiotic stimulus
     10 GO:0010557	positive regulation of macromolecule biosynthetic process
     10 GO:0010605	negative regulation of macromolecule metabolic process
     10 GO:0019752	carboxylic acid metabolic process
     10 GO:0030154	cell differentiation
     10 GO:0031324	negative regulation of cellular metabolic process
     10 GO:0033036	macromolecule localization
     10 GO:0033554	cellular response to stress
     10 GO:0034645	cellular macromolecule biosynthetic process
     10 GO:0042886	amide transport
     10 GO:0043603	cellular amide metabolic process
     10 GO:0048869	cellular developmental process
     11 GO:0005886	plasma membrane
     11 GO:0006082	organic acid metabolic process
     11 GO:0006355	regulation of transcription, DNA-templated
     11 GO:0009892	negative regulation of metabolic process
     11 GO:0010033	response to organic substance
     11 GO:0010628	positive regulation of gene expression
     11 GO:0022414	reproductive process
     11 GO:0023052	signaling
     11 GO:0031090	organelle membrane
     11 GO:0032268	regulation of cellular protein metabolic process
     11 GO:0043436	oxoacid metabolic process
     11 GO:0044425	obsolete membrane part
     11 GO:0046907	intracellular transport
     11 GO:0048583	regulation of response to stimulus
     11 GO:0051246	regulation of protein metabolic process
     11 GO:0051649	establishment of localization in cell
     11 GO:1903506	regulation of nucleic acid-templated transcription
     11 GO:2001141	regulation of RNA biosynthetic process
     12 GO:0000003	reproduction
     12 GO:0009891	positive regulation of biosynthetic process
     12 GO:0010604	positive regulation of macromolecule metabolic process
     12 GO:0031328	positive regulation of cellular biosynthetic process
     12 GO:0031981	nuclear lumen
     12 GO:0043167	ion binding
     12 GO:0043228	non-membrane-bounded organelle
     12 GO:0043232	intracellular non-membrane-bounded organelle
     12 GO:0044085	cellular component biogenesis
     12 GO:0044271	cellular nitrogen compound biosynthetic process
     12 GO:0044428	obsolete nuclear part
     12 GO:0051252	regulation of RNA metabolic process
     12 GO:0071702	organic substance transport
     12 GO:0071705	nitrogen compound transport
     12 GO:0090304	nucleic acid metabolic process
     12 GO:0097159	organic cyclic compound binding
     12 GO:1901363	heterocyclic compound binding
     13 GO:0005739	mitochondrion
     13 GO:0006796	phosphate-containing compound metabolic process
     13 GO:0006996	organelle organization
     13 GO:0007154	cell communication
     13 GO:0009056	catabolic process
     13 GO:0009605	response to external stimulus
     13 GO:0010467	gene expression
     13 GO:0044248	cellular catabolic process
     13 GO:0051173	positive regulation of nitrogen compound metabolic process
     13 GO:0071944	cell periphery
     13 GO:1901575	organic substance catabolic process
     14 GO:0006139	nucleobase-containing compound metabolic process
     14 GO:0006464	cellular protein modification process
     14 GO:0006793	phosphorus metabolic process
     14 GO:0007275	multicellular organism development
     14 GO:0019219	regulation of nucleobase-containing compound metabolic process
     14 GO:0031325	positive regulation of cellular metabolic process
     14 GO:0036211	protein modification process
     14 GO:0044281	small molecule metabolic process
     14 GO:0048731	system development
     14 GO:0051641	cellular localization
     14 GO:1901566	organonitrogen compound biosynthetic process
     15 GO:0006810	transport
     15 GO:0009893	positive regulation of metabolic process
     15 GO:0016787	hydrolase activity
     15 GO:0032991	protein-containing complex
     15 GO:0048523	negative regulation of cellular process
     15 GO:0051234	establishment of localization
     16 GO:0012505	endomembrane system
     16 GO:0032501	multicellular organismal process
     16 GO:0051179	localization
     16 GO:0051704	multi-organism process
     17 GO:0010468	regulation of gene expression
     17 GO:0031974	membrane-enclosed lumen
     17 GO:0032502	developmental process
     17 GO:0043233	organelle lumen
     17 GO:0043412	macromolecule modification
     17 GO:0048856	anatomical structure development
     17 GO:0070013	intracellular organelle lumen
     17 GO:0140096	catalytic activity, acting on a protein
     18 GO:0006725	cellular aromatic compound metabolic process
     18 GO:0010556	regulation of macromolecule biosynthetic process
     18 GO:0044267	cellular protein metabolic process
     18 GO:0046483	heterocycle metabolic process
     18 GO:0048519	negative regulation of biological process
     18 GO:2000112	regulation of cellular macromolecule biosynthetic process
     19 GO:0005829	cytosol
     19 GO:0006950	response to stress
     19 GO:0031326	regulation of cellular biosynthetic process
     19 GO:0048522	positive regulation of cellular process
     19 GO:0051716	cellular response to stimulus
     19 GO:0060255	regulation of macromolecule metabolic process
     20 GO:0009889	regulation of biosynthetic process
     20 GO:0016043	cellular component organization
     20 GO:0042221	response to chemical
     20 GO:0051171	regulation of nitrogen compound metabolic process
     21 GO:0034641	cellular nitrogen compound metabolic process
     21 GO:0048518	positive regulation of biological process
     21 GO:0080090	regulation of primary metabolic process
     21 GO:1901576	organic substance biosynthetic process
     22 GO:0016740	transferase activity
     22 GO:0019222	regulation of metabolic process
     22 GO:0031323	regulation of cellular metabolic process
     22 GO:0044249	cellular biosynthetic process
     22 GO:0044260	cellular macromolecule metabolic process
     22 GO:1901360	organic cyclic compound metabolic process
     23 GO:0005515	protein binding
     23 GO:0005634	nucleus
     23 GO:0009058	biosynthetic process
     23 GO:0019538	protein metabolic process
     23 GO:0071840	cellular component organization or biogenesis
     27 GO:0016020	membrane
     27 GO:0050794	regulation of cellular process
     30 GO:0043170	macromolecule metabolic process
     30 GO:0050789	regulation of biological process
     31 GO:0044446	obsolete intracellular organelle part
     32 GO:0005488	binding
     32 GO:0065007	biological regulation
     33 GO:0044422	obsolete organelle part
     34 GO:1901564	organonitrogen compound metabolic process
     35 GO:0050896	response to stimulus
     39 GO:0044444	obsolete cytoplasmic part
     40 GO:0006807	nitrogen compound metabolic process
     40 GO:0044238	primary metabolic process
     41 GO:0044237	cellular metabolic process
     42 GO:0003824	catalytic activity
     44 GO:0071704	organic substance metabolic process
     45 GO:0043231	intracellular membrane-bounded organelle
     47 GO:0008152	metabolic process
     47 GO:0043226	organelle
     47 GO:0043227	membrane-bounded organelle
     47 GO:0043229	intracellular organelle
     51 GO:0005737	cytoplasm
     51 GO:0009987	cellular process
     56 GO:0003674	molecular_function
     58 GO:0005622	intracellular
     58 GO:0044424	obsolete intracellular part
     60 GO:0005575	cellular_component
     60 GO:0005623	obsolete cell
     60 GO:0044464	obsolete cell part
     61 GO:0008150	biological_process
